trade_id,strategy,date,day_of_week,direction,entry_time_utc,exit_time_utc,entry_price,exit_price,sl_price,tp1_price,tp2_price,sl_pips,pnl_pips,pnl_usd,exit_reason,asian_range_pips,impulse_range_pips,MAE_pips,MFE_pips,position_units,trade_duration_minutes,entry_hour_utc
1,ARB,2025-07-01,Tuesday,short,2025-07-01 07:18:00+00:00,2025-07-01 12:00:00+00:00,143.34678327804374,142.7459754423665,143.33678327804375,142.94678327804374,142.54678327804373,40.0,50.044128438787645,941.4843975296219,TP1_ONLY,50.19999999999811,,3.5216721956260244,64.07832780437559,268700,282,7
2,ARB,2025-07-02,Wednesday,long,2025-07-02 07:31:00+00:00,2025-07-02 12:00:00+00:00,143.9715834007003,144.1740245576335,143.5715834007003,144.3715834007003,144.7715834007003,40.0,20.24411569331903,382.48894915572583,HARD_CLOSE,56.800000000001205,,19.158340070029567,27.641659929969364,272400,269,7
3,ARB,2025-07-09,Wednesday,short,2025-07-09 08:42:00+00:00,2025-07-09 12:00:00+00:00,146.63623719146022,146.7749754423665,147.03623719146023,146.23623719146022,145.8362371914602,40.0,-13.873825090627179,-263.25061721825153,HARD_CLOSE,45.40000000000077,,14.576280853978574,9.723719146023768,278500,198,8
4,ARB,2025-07-24,Thursday,long,2025-07-24 09:01:00+00:00,2025-07-24 12:00:00+00:00,146.57543187467388,146.4740245576335,146.17543187467388,146.9754318746739,147.3754318746739,40.0,-10.14073170403833,-192.25806095765424,HARD_CLOSE,63.79999999999768,,10.843187467386883,8.45681253261148,277700,179,9
5,ARB,2025-08-04,Monday,long,2025-08-04 07:33:00+00:00,2025-08-04 10:54:00+00:00,147.9936273120879,147.5936273120879,147.5936273120879,148.39362731208792,148.79362731208792,40.0,-40.00000000000057,-758.2983224834353,SL_FULL,63.999999999998636,,39.962731208791524,9.637268791209408,279800,201,7
6,ARB,2025-08-06,Wednesday,long,2025-08-06 08:35:00+00:00,2025-08-06 11:30:00+00:00,147.84874157512536,147.44874157512535,147.44874157512535,148.24874157512536,148.64874157512537,40.0,-40.00000000000057,-752.8039833656154,SL_FULL,44.599999999999795,,39.77415751253659,3.7258424874636376,277500,175,8
7,ARB,2025-08-13,Wednesday,short,2025-08-13 07:14:00+00:00,2025-08-13 12:00:00+00:00,147.6208982219933,147.2919754423665,147.6108982219933,147.22089822199328,146.82089822199328,40.0,36.44613898133997,680.6442476792145,TP1_ONLY,46.79999999999893,,1.1101778006718632,43.98982219932748,275000,286,7
8,ARB,2025-08-18,Monday,short,2025-08-18 07:14:00+00:00,2025-08-18 11:55:00+00:00,147.13689822199328,147.53689822199328,147.53689822199328,146.73689822199327,146.33689822199327,40.0,-40.00000000000057,-748.0162679979011,SL_FULL,35.69999999999993,,41.11017780067243,1.6898221993272955,275900,281,7
9,ARB,2025-08-21,Thursday,long,2025-08-21 09:37:00+00:00,2025-08-21 12:00:00+00:00,147.66161855978237,147.9180245576335,147.26161855978236,148.06161855978237,148.46161855978238,40.0,25.640599785111817,476.34741215756105,HARD_CLOSE,32.49999999999886,,2.1618559782382363,27.438144021763833,274800,143,9
10,ARB,2025-08-27,Wednesday,long,2025-08-27 10:01:00+00:00,2025-08-27 12:00:00+00:00,148.08302099454644,148.1340245576335,147.68302099454644,148.48302099454645,148.88302099454646,40.0,5.100356308705045,95.37300439451906,HARD_CLOSE,56.60000000000025,,11.802099454644122,10.097900545355287,277000,119,10
11,ARB,2025-08-28,Thursday,short,2025-08-28 10:48:00+00:00,2025-08-28 12:00:00+00:00,146.91258540652578,146.9359754423665,147.31258540652578,146.51258540652577,146.11258540652577,40.0,-2.3390035840719747,-43.77593599411528,HARD_CLOSE,49.00000000000091,,5.6414593474215735,10.458540652578563,275000,72,10
12,ARB,2025-09-03,Wednesday,long,2025-09-03 07:21:00+00:00,2025-09-03 07:48:00+00:00,149.08930660332808,148.68930660332808,148.68930660332808,149.4893066033281,149.8893066033281,40.0,-40.00000000000057,-750.5583457842533,SL_FULL,43.59999999999786,,40.73066033280952,4.869339667192207,279000,27,7
13,ARB,2025-09-04,Thursday,long,2025-09-04 07:23:00+00:00,2025-09-04 12:00:00+00:00,148.3693664366902,148.3380245576335,147.9693664366902,148.7693664366902,149.1693664366902,40.0,-3.1341879056697053,-58.20953667051984,HARD_CLOSE,49.39999999999998,,23.136643669019463,4.6633563309796955,275500,277,7
14,ARB,2025-09-09,Tuesday,short,2025-09-09 08:28:00+00:00,2025-09-09 12:00:00+00:00,146.69321082019565,146.7359754423665,147.09321082019565,146.29321082019564,145.89321082019563,40.0,-4.276462217086419,-79.35890692122771,HARD_CLOSE,61.69999999999902,,7.77891798043413,38.62108201956573,272300,212,8
15,ARB,2025-09-11,Thursday,long,2025-09-11 09:03:00+00:00,2025-09-11 12:00:00+00:00,147.87843715505392,147.9580245576335,147.4784371550539,148.27843715505392,148.67843715505393,40.0,7.958740257959108,147.54741821440146,HARD_CLOSE,46.999999999999886,,1.2437155053902416,11.456284494607871,274300,177,9
16,ARB,2025-09-15,Monday,short,2025-09-15 10:27:00+00:00,2025-09-15 12:00:00+00:00,147.25267114752032,147.4219754423665,147.65267114752032,146.8526711475203,146.4526711475203,40.0,-16.930429484617093,-314.0964873213915,HARD_CLOSE,35.20000000000039,,22.532885247969148,0.4671147520326713,273500,93,10
17,ARB,2025-09-22,Monday,short,2025-09-22 07:27:00+00:00,2025-09-22 12:00:00+00:00,147.91051864399228,147.8499754423665,148.31051864399228,147.51051864399227,147.11051864399226,40.0,6.054320162576232,112.15952438058028,HARD_CLOSE,38.09999999999718,,21.948135600771934,16.85186439922859,273900,273,7
