trade_id,system_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,gross_pips,spread_at_entry,net_pips,pnl_usd,spread_cost_usd,signal_candle_datetime,signal_candle_body_pips,signal_candle_range_pips,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,position_units,hour_utc,day_of_week,session_range_at_entry,compression_range_pips,three_candle_total_pips,equity_after,drawdown_usd,drawdown_pct
1,6,2023-06-21 00:30:00+00:00,2023-06-21 00:32:00+00:00,long,141.54,141.57,141.5,141.57,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.47816871555776,12.717253073336643,2023-06-21 00:29:00+00:00,0.7999999999981355,1.6999999999995907,3.0000000000001137,1.8000000000000682,2.0,2.0,100000,0,Wednesday,,,,100008.47816871556,0.0,0.0
2,6,2023-06-21 01:00:00+00:00,2023-06-21 01:01:00+00:00,short,141.698,141.668,141.738,141.668,TP hit,3.0000000000001137,1.4999999999986358,1.500000000001478,10.585893943467642,10.585893943447582,2023-06-21 00:59:00+00:00,5.60000000000116,6.000000000000227,3.2000000000010687,0.0,1.0,1.0,100000,1,Wednesday,,,,100019.06406265903,0.0,0.0
3,6,2023-06-21 01:30:00+00:00,2023-06-21 01:31:00+00:00,long,141.665,141.625,141.625,141.695,SL hit,-3.999999999999204,1.8999999999977035,-5.899999999996908,-41.64754879466987,13.411922493189593,2023-06-21 01:29:00+00:00,0.0,0.7000000000005002,0.0,10.099999999999909,,1.0,100000,1,Wednesday,,,,99977.41651386436,41.64754879467364,0.04163961059321917
4,6,2023-06-21 02:00:00+00:00,2023-06-21 02:01:00+00:00,short,141.6,141.57,141.64,141.57,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.474576271186763,12.711864406780144,2023-06-21 01:59:00+00:00,0.20000000000095497,1.5999999999991132,3.100000000000591,0.10000000000047748,1.0,1.0,100000,2,Wednesday,,,,99985.89109013554,33.1729725234909,0.033166649612626845
5,6,2023-06-21 04:00:00+00:00,2023-06-21 04:09:00+00:00,long,141.637,141.667,141.597,141.667,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.472362447665832,12.708543671498749,2023-06-21 03:59:00+00:00,0.0,0.49999999999954525,5.299999999999727,2.000000000001023,9.0,9.0,100000,4,Wednesday,,,,99994.3634525832,24.7006100758299,0.024695902033592
6,6,2023-06-21 04:30:00+00:00,2023-06-21 04:35:00+00:00,short,141.723,141.693,141.763,141.693,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.172823042135171,11.995230132015203,2023-06-21 04:29:00+00:00,0.7000000000005002,0.9999999999990905,3.100000000000591,0.9999999999990905,5.0,5.0,100000,4,Wednesday,,,,100003.53627562535,15.527787033686764,0.015524827370869075
7,6,2023-06-21 05:00:00+00:00,2023-06-21 05:02:00+00:00,long,141.784,141.814,141.744,141.814,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.168876601030604,11.990069401340001,2023-06-21 04:59:00+00:00,1.6999999999995907,1.8000000000000682,3.2000000000010687,1.4999999999986358,2.0,2.0,100000,5,Wednesday,,,,100012.70515222638,6.3589104326529196,0.006357698397046834
8,6,2023-06-21 05:30:00+00:00,2023-06-21 05:33:00+00:00,short,141.807,141.777,141.84699999999998,141.777,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.167389480071668,11.988124704701397,2023-06-21 05:29:00+00:00,0.20000000000095497,0.8000000000009777,4.899999999997817,1.1000000000024102,3.0,3.0,100000,5,Wednesday,,,,100021.87254170644,0.0,0.0
9,6,2023-06-21 06:00:00+00:00,2023-06-21 06:01:00+00:00,long,141.732,141.762,141.692,141.762,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.172240566707046,11.994468433378424,2023-06-21 05:59:00+00:00,0.2999999999985903,2.0999999999986585,17.199999999999704,0.0,1.0,1.0,100000,6,Wednesday,,,,100031.04478227315,0.0,0.0
10,6,2023-06-21 06:30:00+00:00,2023-06-21 06:34:00+00:00,short,141.996,141.966,142.036,141.966,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.155187470073262,11.972168230088105,2023-06-21 06:29:00+00:00,4.800000000000182,5.000000000001137,5.100000000001614,1.999999999998181,4.0,4.0,100000,6,Wednesday,,,,100040.19996974323,0.0,0.0
11,6,2023-06-21 07:00:00+00:00,2023-06-21 07:04:00+00:00,long,141.979,142.00900000000001,141.93900000000002,142.00900000000001,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.45195416223558,12.677931243353369,2023-06-21 06:59:00+00:00,1.2000000000000455,1.4000000000010004,7.099999999999795,1.500000000001478,4.0,4.0,100000,7,Wednesday,,,,100048.65192390546,0.0,0.0
12,6,2023-06-21 07:30:00+00:00,2023-06-21 07:31:00+00:00,short,142.0,141.97,142.04,141.97,TP hit,3.0000000000001137,1.5999999999991132,1.4000000000010004,9.859154929584511,11.267605633796572,2023-06-21 07:29:00+00:00,0.40000000000190994,1.999999999998181,3.6000000000001364,3.499999999999659,1.0,1.0,100000,7,Wednesday,,,,100058.51107883504,0.0,0.0
13,6,2023-06-21 08:00:00+00:00,2023-06-21 08:01:00+00:00,long,142.09,142.12,142.05,142.12,TP hit,3.0000000000001137,1.9000000000005457,1.099999999999568,7.741572242941572,13.371806601453626,2023-06-21 07:59:00+00:00,2.000000000001023,3.900000000001569,3.299999999998704,0.0,1.0,1.0,100000,8,Wednesday,,,,100066.25265107799,0.0,0.0
14,6,2023-06-22 00:30:00+00:00,2023-06-22 00:31:00+00:00,long,141.811,141.841,141.77100000000002,141.841,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.461966984225803,12.692950476338705,2023-06-22 00:29:00+00:00,0.10000000000047748,0.9999999999990905,3.8999999999987267,0.0,1.0,1.0,100000,0,Thursday,,,,100074.71461806221,0.0,0.0
15,6,2023-06-22 01:00:00+00:00,2023-06-22 01:03:00+00:00,short,141.886,141.856,141.926,141.856,TP hit,3.0000000000001137,1.8000000000000682,1.2000000000000455,8.457494044514931,12.686241066772396,2023-06-22 00:59:00+00:00,0.9999999999990905,1.8999999999977035,6.60000000000025,0.10000000000047748,3.0,3.0,100000,1,Thursday,,,,100083.17211210672,0.0,0.0
16,6,2023-06-22 01:30:00+00:00,2023-06-22 01:32:00+00:00,long,141.826,141.786,141.786,141.856,SL hit,-3.999999999999204,1.8000000000000682,-5.799999999999272,-40.89518141948072,12.69160802673747,2023-06-22 01:29:00+00:00,0.6000000000000227,1.1000000000024102,0.0,7.800000000000296,,2.0,100000,1,Thursday,,,,100042.27693068725,40.895181419473374,0.04086119629947902
17,6,2023-06-22 02:00:00+00:00,2023-06-22 02:10:00+00:00,short,141.726,141.696,141.766,141.696,TP hit,3.0000000000001137,1.6999999999995907,1.300000000000523,9.17262887543939,11.99497622172072,2023-06-22 01:59:00+00:00,0.0,0.9999999999990905,3.8999999999987267,0.9999999999990905,10.0,10.0,100000,2,Thursday,,,,100051.4495595627,31.722552544029895,0.0316961901532221
18,6,2023-06-22 04:00:00+00:00,2023-06-22 04:20:00+00:00,long,141.744,141.729,141.704,141.774,Time stop,-1.4999999999986358,1.3999999999981585,-2.899999999996794,-20.45941979905177,9.876961282298783,2023-06-22 03:59:00+00:00,0.20000000000095497,0.9999999999990905,0.6000000000000227,2.400000000000091,20.0,20.0,100000,4,Thursday,,,,100030.99013976364,52.181972343081725,0.052138607561949414
19,6,2023-06-22 04:30:00+00:00,2023-06-22 04:37:00+00:00,short,141.66,141.7,141.7,141.63,SL hit,-3.999999999999204,1.8000000000000682,-5.799999999999272,-40.94310320485156,12.70648030495601,2023-06-22 04:29:00+00:00,4.099999999999682,5.49999999999784,2.199999999999136,4.400000000001114,1.0,7.0,100000,4,Thursday,,,,99990.04703655878,93.12507554794138,0.09304768582237648
