trade_id,system_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,gross_pips,spread_at_entry,net_pips,pnl_usd,spread_cost_usd,signal_candle_datetime,signal_candle_body_pips,signal_candle_range_pips,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,position_units,hour_utc,day_of_week,session_range_at_entry,compression_range_pips,three_candle_total_pips,equity_after,drawdown_usd,drawdown_pct
1,5,2023-06-21 04:13:00+00:00,2023-06-21 04:14:00+00:00,short,141.712,141.734,141.762,141.672,Range invalid,-2.200000000001978,1.6000000000019554,-3.8000000000039336,-26.81494862823144,11.290504685573245,2023-06-21 04:12:00+00:00,0.6000000000000227,2.400000000000091,0.0,4.699999999999704,,1.0,100000,4,Wednesday,40.19999999999868,,,99973.18505137177,0.0,0.0
2,5,2023-06-21 05:01:00+00:00,2023-06-21 05:02:00+00:00,short,141.772,141.779,141.822,141.732,Range invalid,-0.7000000000005002,1.5999999999991132,-2.2999999999996135,-16.22323166774549,11.285726377557722,2023-06-21 05:00:00+00:00,0.9999999999990905,1.6999999999995907,0.0,4.400000000001114,,1.0,100000,5,Wednesday,45.49999999999841,,,99956.96181970403,16.223231667740038,0.0162275830858081
3,5,2023-06-21 06:03:00+00:00,2023-06-21 06:04:00+00:00,short,141.826,141.876,141.876,141.786,SL hit,-5.000000000001137,1.8000000000000682,-6.800000000001205,-47.946074767681566,12.69160802673747,2023-06-21 06:02:00+00:00,6.499999999999773,9.199999999998454,0.0,6.60000000000025,,1.0,100000,6,Wednesday,56.79999999999836,,,99909.01574493635,64.16930643541855,0.06418651801725113
4,5,2023-06-21 07:07:00+00:00,2023-06-21 07:08:00+00:00,short,142.088,142.048,142.138,142.048,TP hit,3.999999999999204,1.700000000002433,2.2999999999967713,16.187151624322752,11.964416418011606,2023-06-21 07:06:00+00:00,1.8000000000000682,4.000000000002046,6.100000000000705,0.0,1.0,1.0,100000,7,Wednesday,77.40000000000009,,,99925.20289656066,47.98215481110674,0.04799502465231136
5,5,2023-06-21 07:51:00+00:00,2023-06-21 08:00:00+00:00,short,142.064,142.114,142.114,142.024,SL hit,-5.000000000001137,1.4999999999986358,-6.499999999999773,-45.75402635431759,10.558621466371745,2023-06-21 07:50:00+00:00,1.4000000000010004,3.0000000000001137,1.8000000000000682,6.000000000000227,2.0,9.0,100000,7,Wednesday,77.40000000000009,,,99879.44887020635,93.73618116541184,0.09376132321606538
6,5,2023-06-21 08:07:00+00:00,2023-06-21 08:08:00+00:00,short,142.124,142.147,142.174,142.084,Range invalid,-2.2999999999996135,1.4000000000010004,-3.700000000000614,-26.033604458083186,9.850553038199042,2023-06-21 08:06:00+00:00,1.999999999998181,1.999999999998181,0.0,3.3999999999991815,,1.0,100000,8,Wednesday,81.59999999999741,,,99853.41526574826,119.76978562350268,0.11980191044424396
7,5,2023-06-22 02:12:00+00:00,2023-06-22 02:14:00+00:00,long,141.696,141.646,141.646,141.736,SL hit,-5.000000000001137,1.5999999999991132,-6.60000000000025,-46.578590785909626,11.291779584456254,2023-06-22 02:11:00+00:00,0.49999999999954525,1.5999999999991132,0.0,5.799999999999272,,2.0,100000,2,Thursday,22.999999999998977,,,99806.83667496235,166.3483764094126,0.16639299460543702
8,5,2023-06-22 04:31:00+00:00,2023-06-22 04:35:00+00:00,long,141.65,141.69,141.6,141.69,TP hit,3.999999999999204,1.8000000000000682,2.199999999999136,15.531238969284404,12.707377338510893,2023-06-22 04:30:00+00:00,0.899999999998613,4.400000000001114,4.200000000000159,1.0000000000019327,4.0,4.0,100000,4,Thursday,28.49999999999966,,,99822.36791393164,150.81713744012814,0.1508575898253416
9,5,2023-06-22 06:28:00+00:00,2023-06-22 06:30:00+00:00,short,141.87,141.83,141.92000000000002,141.83,TP hit,3.999999999999204,1.8000000000000682,2.199999999999136,15.507154437154691,12.687671812222938,2023-06-22 06:27:00+00:00,0.8000000000009777,2.5999999999982037,4.200000000000159,0.0,2.0,2.0,100000,6,Thursday,28.49999999999966,,,99837.8750683688,135.30998300296778,0.13534627603735744
10,5,2023-06-22 06:44:00+00:00,2023-06-22 07:01:00+00:00,short,141.881,141.931,141.931,141.841,SL hit,-5.000000000001137,1.4000000000010004,-6.400000000002137,-45.10822449800986,9.867424108943416,2023-06-22 06:43:00+00:00,1.3999999999981583,2.5000000000005684,3.700000000000614,6.399999999999295,10.0,17.0,100000,6,Thursday,30.100000000001614,,,99792.76684387078,180.4182075009885,0.18046659952694277
11,5,2023-06-22 07:04:00+00:00,2023-06-22 07:05:00+00:00,short,141.94,141.9,141.99,141.9,TP hit,3.999999999999204,1.700000000002433,2.2999999999967713,16.20402987175406,11.97689164437391,2023-06-22 07:03:00+00:00,1.2000000000000455,2.7999999999991587,5.500000000000682,0.0,1.0,1.0,100000,7,Thursday,34.499999999999886,,,99808.97087374254,164.21417762922647,0.16425822338744545
12,5,2023-06-22 08:25:00+00:00,2023-06-22 08:26:00+00:00,short,141.934,141.943,141.984,141.894,Range invalid,-0.9000000000014552,1.6999999999995907,-2.600000000001046,-18.318373328455802,11.977397945521092,2023-06-22 08:24:00+00:00,1.4000000000010004,2.7999999999991587,0.0,3.2000000000010687,,1.0,100000,8,Thursday,34.499999999999886,,,99790.65250041409,182.53255095767963,0.18258151009581647
13,5,2023-06-23 01:33:00+00:00,2023-06-23 01:34:00+00:00,long,142.94,142.89,142.89,142.98,SL hit,-5.000000000001137,1.9000000000005457,-6.900000000001683,-48.27200223871333,13.292290471530332,2023-06-23 01:32:00+00:00,6.999999999999318,6.999999999999318,0.0,7.099999999999795,,1.0,100000,1,Friday,30.100000000001614,,,99742.38049817536,230.80455319640168,0.2308664599190288
14,5,2023-06-23 01:49:00+00:00,2023-06-23 01:50:00+00:00,long,142.836,142.876,142.786,142.876,TP hit,3.999999999999204,1.8000000000000682,2.199999999999136,15.40227953736548,12.601865076031729,2023-06-23 01:48:00+00:00,0.0,2.400000000000091,4.79999999999734,0.6000000000000227,1.0,1.0,100000,1,Friday,33.70000000000175,,,99757.78277771274,215.40227365902683,0.2154600491605236
15,5,2023-06-23 04:23:00+00:00,2023-06-23 04:27:00+00:00,short,143.092,143.05200000000002,143.14200000000002,143.05200000000002,TP hit,3.999999999999204,1.4000000000010004,2.5999999999982037,18.17012830904735,9.783915243346941,2023-06-23 04:22:00+00:00,4.999999999998295,4.999999999998295,4.000000000002046,0.7999999999981355,4.0,4.0,100000,4,Friday,34.499999999999886,,,99775.95290602178,197.23214534998988,0.1972850472340569
16,5,2023-06-23 05:14:00+00:00,2023-06-23 05:17:00+00:00,short,143.136,143.124,143.186,143.096,Range invalid,1.2000000000000455,1.8000000000000682,-0.6000000000000227,-4.1918175720994215,12.575452716298264,2023-06-23 05:13:00+00:00,1.099999999999568,1.4000000000010004,3.1999999999982265,4.200000000000159,1.0,3.0,100000,5,Friday,34.499999999999886,,,99771.76108844968,201.42396292208286,0.20147798914136833
17,5,2023-06-23 05:39:00+00:00,2023-06-23 05:44:00+00:00,short,143.348,143.39800000000002,143.39800000000002,143.30800000000002,SL hit,-5.000000000001137,1.500000000001478,-6.500000000002615,-45.34419733796505,10.464045539536498,2023-06-23 05:38:00+00:00,3.5999999999972943,7.399999999998386,3.0000000000001137,6.399999999999295,1.0,5.0,100000,5,Friday,57.399999999998386,,,99726.41689111172,246.76816026004963,0.2468343487638675
18,5,2023-06-23 05:59:00+00:00,2023-06-23 06:00:00+00:00,short,143.402,143.397,143.452,143.362,Range invalid,0.49999999999954525,1.6000000000019554,-1.1000000000024102,-7.670743783227642,11.157445502865759,2023-06-23 05:58:00+00:00,1.8000000000000682,3.999999999999204,0.49999999999954525,4.000000000002046,1.0,1.0,100000,5,Friday,62.79999999999859,,,99718.7461473285,254.4389040432725,0.25450715000480145
19,5,2023-06-26 01:32:00+00:00,2023-06-26 01:36:00+00:00,short,143.566,143.586,143.616,143.526,Range invalid,-2.000000000001023,1.6999999999995907,-3.700000000000614,-25.772118746782763,11.841243748516993,2023-06-26 01:31:00+00:00,0.10000000000047748,1.2000000000000455,0.6000000000000227,4.200000000000159,1.0,4.0,100000,1,Monday,35.49999999999898,,,99692.97402858171,280.2110227900557,0.2802861813856063
20,5,2023-06-26 07:11:00+00:00,2023-06-26 07:12:00+00:00,long,143.31,143.26,143.26,143.35,SL hit,-5.000000000001137,1.6999999999995907,-6.700000000000728,-46.75179680413598,11.86239620403036,2023-06-26 07:10:00+00:00,2.800000000002001,14.000000000001478,0.0,8.600000000001273,,1.0,100000,7,Monday,46.60000000000082,,,99646.22223177757,326.9628195941914,0.32705051802258756
21,5,2023-06-26 07:27:00+00:00,2023-06-26 07:31:00+00:00,long,143.174,143.124,143.124,143.214,SL hit,-5.000000000001137,1.700000000002433,-6.70000000000357,-46.796206015083534,11.873664212793054,2023-06-26 07:26:00+00:00,0.9999999999990905,5.299999999999727,3.100000000000591,6.800000000001205,3.0,4.0,100000,7,Monday,53.999999999999204,,,99599.42602576248,373.7590256092808,0.37385927578202366
22,5,2023-06-27 01:40:00+00:00,2023-06-27 01:43:00+00:00,long,143.378,143.371,143.32799999999997,143.41799999999998,Range invalid,-0.699999999997658,1.8999999999977035,-2.5999999999953616,-18.133883859416102,13.251684358811698,2023-06-27 01:39:00+00:00,1.2999999999976808,1.2999999999976808,1.2000000000000455,3.1999999999982265,1.0,3.0,100000,1,Tuesday,21.100000000001273,,,99581.29214190308,391.89290946869005,0.3919980235373253
23,5,2023-06-27 01:55:00+00:00,2023-06-27 01:57:00+00:00,long,143.304,143.344,143.254,143.344,TP hit,3.999999999999204,1.3999999999981585,2.600000000001046,18.14324792051196,9.7694411879512,2023-06-27 01:54:00+00:00,1.2000000000000455,1.6999999999995907,5.699999999998795,0.6000000000000227,2.0,2.0,100000,1,Tuesday,28.999999999999204,,,99599.43538982359,373.7496615481796,0.37384990920928074
24,5,2023-06-27 05:55:00+00:00,2023-06-27 05:56:00+00:00,short,143.576,143.591,143.626,143.536,Range invalid,-1.500000000001478,1.300000000000523,-2.800000000002001,-19.501866607246345,9.05443806764726,2023-06-27 05:54:00+00:00,0.9999999999990905,2.7999999999991587,0.10000000000047748,1.6999999999995907,1.0,1.0,100000,5,Tuesday,30.799999999999272,,,99579.93352321634,393.2515281554224,0.3933570066346771
25,5,2023-06-27 06:10:00+00:00,2023-06-27 06:12:00+00:00,short,143.64,143.6,143.69,143.6,TP hit,3.999999999999204,1.6000000000019554,2.399999999997249,16.708437761050188,11.138958507393175,2023-06-27 06:09:00+00:00,0.20000000000095497,1.4000000000010004,6.19999999999834,0.0,2.0,2.0,100000,6,Tuesday,37.89999999999907,,,99596.64196097739,376.54309039437794,0.37664408731290216
