trade_id,system_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,gross_pips,spread_at_entry,net_pips,pnl_usd,spread_cost_usd,signal_candle_datetime,signal_candle_body_pips,signal_candle_range_pips,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,position_units,hour_utc,day_of_week,session_range_at_entry,compression_range_pips,three_candle_total_pips,equity_after,drawdown_usd,drawdown_pct
1,4,2023-06-21 03:51:00+00:00,2023-06-21 04:06:00+00:00,long,141.613,141.622,141.583,141.653,Time stop,0.9000000000014552,1.6999999999995907,-0.7999999999981355,-5.64919887297166,12.004547605089863,2023-06-21 03:50:00+00:00,2.6999999999986812,3.999999999999204,2.899999999999636,1.099999999999568,6.0,15.0,100000,3,Wednesday,,2.199999999999136,,99994.35080112703,0.0,0.0
2,4,2023-06-21 04:35:00+00:00,2023-06-21 04:50:00+00:00,short,141.709,141.714,141.739,141.669,Time stop,-0.49999999999954525,1.6000000000019554,-2.1000000000015007,-14.819101115677203,11.29074370718836,2023-06-21 04:34:00+00:00,0.9999999999990905,2.2999999999996135,3.2000000000010687,1.9000000000005457,1.0,15.0,100000,4,Wednesday,,2.000000000001023,,99979.53170001136,14.81910111567413,0.014819938323462874
3,4,2023-06-21 05:34:00+00:00,2023-06-21 05:38:00+00:00,short,141.762,141.792,141.792,141.722,SL hit,-3.0000000000001137,1.799999999997226,-4.79999999999734,-33.85956744400713,12.697337791490146,2023-06-21 05:33:00+00:00,5.299999999999727,5.799999999999272,1.2000000000000455,3.499999999999659,1.0,4.0,100000,5,Wednesday,,1.300000000000523,,99945.67213256734,48.67866855968896,0.048681418669843796
4,4,2023-06-22 05:22:00+00:00,2023-06-22 05:29:00+00:00,short,141.818,141.77800000000002,141.848,141.77800000000002,TP hit,3.999999999999204,2.000000000001023,1.999999999998181,14.102582182784843,14.102582182804886,2023-06-22 05:21:00+00:00,1.2000000000000455,2.5000000000005684,4.400000000001114,1.8000000000000682,7.0,7.0,100000,5,Thursday,,3.1999999999982265,,99959.77471475014,34.576086376895546,0.03457803975912791
5,4,2023-06-22 05:49:00+00:00,2023-06-22 05:58:00+00:00,long,141.782,141.822,141.752,141.822,TP hit,3.999999999999204,1.6999999999995907,2.2999999999996135,16.22208742999544,11.990238535213148,2023-06-22 05:48:00+00:00,3.4000000000020236,3.6000000000001364,4.099999999999682,2.200000000001978,9.0,9.0,100000,5,Thursday,,2.000000000001023,,99975.99680218012,18.353998946913634,0.018355035859392535
6,4,2023-06-23 03:34:00+00:00,2023-06-23 03:35:00+00:00,short,142.996,143.026,143.026,142.95600000000002,SL hit,-3.0000000000001137,1.9000000000005457,-4.900000000000659,-34.26669277462768,13.287084953429085,2023-06-23 03:33:00+00:00,4.600000000002069,5.60000000000116,0.0,3.0000000000001137,,1.0,100000,3,Friday,,2.199999999999136,,99941.7301094055,52.62069172153133,0.05262366453699527
7,4,2023-06-26 03:31:00+00:00,2023-06-26 03:33:00+00:00,long,143.432,143.402,143.402,143.47199999999998,SL hit,-3.0000000000001137,1.6999999999995907,-4.699999999999704,-32.76814100061147,11.852306319368,2023-06-26 03:30:00+00:00,3.3999999999991815,3.499999999999659,0.0,3.1999999999982265,,2.0,100000,3,Monday,,1.8000000000000682,,99908.96196840488,85.38883272215025,0.08539365677964664
8,4,2023-06-26 05:03:00+00:00,2023-06-26 05:06:00+00:00,long,143.437,143.407,143.407,143.477,SL hit,-3.0000000000001137,1.700000000002433,-4.700000000002547,-32.76699875208312,11.851893165657625,2023-06-26 05:02:00+00:00,3.700000000000614,4.300000000000637,1.099999999999568,3.300000000001546,1.0,3.0,100000,5,Monday,,3.299999999998704,,99876.1949696528,118.15583147422876,0.11816250670922605
9,4,2023-06-26 05:29:00+00:00,2023-06-26 05:42:00+00:00,short,143.408,143.368,143.438,143.368,TP hit,3.999999999999204,1.3999999999981585,2.600000000001046,18.130090371534685,9.762356353886526,2023-06-26 05:28:00+00:00,1.8999999999977035,2.199999999999136,4.199999999997317,1.0000000000019327,13.0,13.0,100000,5,Monday,,1.2000000000000455,,99894.32506002433,100.0257411026978,0.1000313920749715
10,4,2023-06-26 06:59:00+00:00,2023-06-26 07:00:00+00:00,long,143.53,143.5,143.5,143.57,SL hit,-3.0000000000001137,1.6999999999995907,-4.699999999999704,-32.7457674353773,11.84421375321947,2023-06-26 06:58:00+00:00,3.6000000000001364,3.6000000000001364,3.8999999999987267,3.100000000000591,1.0,1.0,100000,6,Monday,,1.300000000000523,,99861.57929258895,132.7715085380769,0.13277900948838445
