trade_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,pnl_usd,usd,position_units,entry_level_name,entry_level_tier,entry_level_price,zone_distance_at_entry_pips,confirmation_signals_present,confluence_count,ib_classification,session_phase_at_entry,rsi_at_entry,vwap_at_entry,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,day_of_week,hour_utc,duration_min,is_win,month,dow,equity_after,drawdown_usd,drawdown_pct
11,2024-10-30 01:01:00+00:00,2024-10-30 01:20:00+00:00,short,153.27556169579884,153.25313964562673,153.37556169579884,153.20556169579885,Trailing_Stop,2.242205017211063,73.15364051907196,73.15364051907196,500000,IB_High,1,153.308,2.2999999999996135,"A,C",2,wide,Morning_Active,40.4088050314476,153.17279032258065,5.342205017211654,5.015284576634826,19.0,19.0,Wednesday,1,19.0,True,2024-10,Wednesday,100704.80203648012,0.0,0.0
12,2024-10-30 01:04:00+00:00,2024-10-30 01:21:00+00:00,short,153.26944477488885,153.19944477488886,153.36944477488885,153.19944477488886,TP_Hit_7,6.999999999999318,228.460358008644,228.460358008644,500000,IB_High,1,153.308,2.899999999999636,"A,C",2,wide,Morning_Active,40.4088050314476,153.17766153846154,9.227743347719297,5.6269766676336985,17.0,17.0,Wednesday,1,17.0,True,2024-10,Wednesday,100933.26239448876,0.0,0.0
13,2024-10-30 01:25:00+00:00,2024-10-30 01:37:00+00:00,long,153.1402613904091,153.14963475841364,153.0402613904091,153.2102613904091,Trailing_Stop,0.9373368004531812,30.601992682900814,30.601992682900814,500000,PTS_Mid,2,153.10399999999998,2.600000000001046,"B,C",2,wide,Morning_Active,39.34169278996907,153.1939534883721,5.13733680045334,4.055904842653035,9.0,12.0,Wednesday,1,12.0,True,2024-10,Wednesday,100963.86438717166,0.0,0.0
14,2024-10-30 02:09:00+00:00,2024-10-30 02:19:00+00:00,short,153.27398563334626,153.37398563334625,153.37398563334625,153.20398563334626,SL_Hit_10,-9.999999999999432,-326.00052605744025,-326.00052605744025,500000,IB_High,1,153.308,2.5999999999982037,C,1,wide,Morning_Active,47.20327421555275,153.1896923076923,0.0,13.008410819691107,,10.0,Wednesday,2,10.0,False,2024-10,Wednesday,100637.86386111422,326.00052605743986,0.3228883205255573
15,2024-10-30 02:13:00+00:00,2024-10-30 02:29:00+00:00,short,153.3259813856906,153.4259813856906,153.4259813856906,153.2559813856906,SL_Hit_10,-9.999999999999432,-325.89004514368685,-325.89004514368685,500000,IB_High,1,153.308,2.600000000001046,C,1,wide,Morning_Active,47.20327421555275,153.19374626865672,0.0,12.627197645358024,,16.0,Wednesday,2,16.0,False,2024-10,Wednesday,100311.97381597053,651.8905712011328,0.6456672148574785
16,2024-10-30 02:29:00+00:00,2024-10-30 02:41:00+00:00,short,153.4137466378558,153.34374663785582,153.5137466378558,153.34374663785582,TP_Hit_7,6.999999999999318,228.24536877042874,228.24536877042874,500000,PTS_High,1,153.452,3.0000000000001137,C,1,wide,Morning_Active,54.41176470588235,153.21180444444445,7.722398050555057,2.0529400248307184,12.0,12.0,Wednesday,2,12.0,True,2024-10,Wednesday,100540.21918474096,423.6452024307073,0.4196008195626624
17,2024-10-30 06:15:00+00:00,2024-10-30 06:28:00+00:00,short,153.4141510499801,153.3441510499801,153.5141510499801,153.3441510499801,TP_Hit_7,6.999999999999318,228.2447668224978,228.2447668224978,500000,PTS_High,1,153.452,3.0000000000001137,"B,C",2,wide,Afternoon_Active,60.24096385542024,153.26760372340425,7.244815054897913,1.768314081476774,13.0,13.0,Wednesday,6,13.0,True,2024-10,Wednesday,100768.46395156345,195.40043560821505,0.19353502046920698
19,2024-10-30 08:26:00+00:00,2024-10-30 08:28:00+00:00,long,153.11130508742565,153.03130508742564,153.03130508742564,153.16130508742566,SL_Hit_8,-8.00000000000125,-261.38442704356834,-261.38442704356834,500000,IB_Low,1,153.072,3.0000000000001137,"A,C",2,wide,Late_Session,41.16251482799479,153.2734838921762,0.0,8.466507828006797,,2.0,Wednesday,8,2.0,False,2024-10,Wednesday,100507.07952451988,456.7848626517807,0.4524241077977392
18,2024-10-30 08:23:00+00:00,2024-10-30 08:30:00+00:00,long,153.08722398374405,153.058585595708,153.00722398374404,153.13722398374406,Wind_Down_Close_Small_Loss,-2.863838803605745,-93.5536805223833,-93.5536805223833,500000,IB_Low,1,153.072,0.6000000000000227,"A,C",2,wide,Late_Session,41.16251482799479,153.27466931216932,1.9443478547714221,6.061130539697501,4.0,7.0,Wednesday,8,7.0,False,2024-10,Wednesday,100413.5258439975,550.3385431741626,0.5450846661967585
20,2024-10-31 00:07:00+00:00,2024-10-31 00:12:00+00:00,long,153.17626423094228,153.24626423094227,153.0762642309423,153.24626423094227,TP_Hit_7,6.999999999999318,228.3905593108068,228.3905593108068,500000,PTS_Mid,2,153.136,2.7999999999991587,"B,C",2,unknown,IB_Formation_PTS,35.214007782102414,153.19341666666668,7.260068071616388,2.5503169620748167,5.0,5.0,Thursday,0,5.0,True,2024-10,Thursday,100641.9164033083,321.94798386335606,0.3188744664415424
21,2024-10-31 00:52:00+00:00,2024-10-31 00:56:00+00:00,short,153.43338057192082,153.53338057192082,153.53338057192082,153.36338057192083,SL_Hit_10,-9.999999999999432,-325.66207956695956,-325.66207956695956,500000,PTS_High,1,153.468,2.5999999999982037,C,1,unknown,IB_Formation_PTS,46.32768361581836,153.261213836478,1.8696519051189853,12.437069197480355,2.0,4.0,Thursday,0,4.0,False,2024-10,Thursday,100316.25432374135,647.6100634303148,0.6414275714991345
22,2024-10-31 00:55:00+00:00,2024-10-31 00:57:00+00:00,short,153.4852826027085,153.5852826027085,153.5852826027085,153.41528260270852,SL_Hit_10,-9.999999999999432,-325.55202655280596,-325.55202655280596,500000,PTS_High,1,153.468,2.600000000001046,"C,D",2,unknown,IB_Formation_PTS,46.32768361581836,153.2724226190476,0.0,10.750292338957479,,2.0,Thursday,0,2.0,False,2024-10,Thursday,99990.70229718855,973.1620899831178,0.9638716741776838
23,2024-10-31 04:22:00+00:00,2024-10-31 04:25:00+00:00,long,152.85029565961335,152.92029565961334,152.75029565961336,152.92029565961334,TP_Hit_7,6.999999999999318,174.90353314207695,174.90353314207695,382090,PTS_Low,1,152.804,3.8000000000010914,"B,C",2,volatile,Afternoon_Active,28.976697061803733,153.29467553865655,7.948323968176396,1.4568164329887168,3.0,3.0,Thursday,4,3.0,True,2024-10,Thursday,100165.60583033062,798.2585568410432,0.7906378798853394
24,2024-10-31 05:59:00+00:00,2024-10-31 06:04:00+00:00,long,152.84889209869988,152.74889209869988,152.74889209869988,152.91889209869987,SL_Hit_10,-9.999999999999432,-250.57792219707764,-250.57792219707764,382755,PTS_Low,1,152.804,3.8000000000010914,"B,C",2,volatile,Afternoon_Active,26.30614115490289,153.1966064814815,0.0,10.86389160876422,,5.0,Thursday,5,5.0,False,2024-10,Thursday,99915.02790813355,1048.8364790381165,1.038823628041896
25,2024-10-31 06:02:00+00:00,2024-10-31 06:04:00+00:00,long,152.8518062599824,152.7518062599824,152.7518062599824,152.9218062599824,SL_Hit_10,-9.999999999999432,-250.577724330487,-250.577724330487,382762,PTS_Low,1,152.804,3.999999999999204,"B,C",2,volatile,Afternoon_Active,23.563218390803527,153.19360789715336,0.0,11.155307737016074,,2.0,Thursday,6,2.0,False,2024-10,Thursday,99664.45018380306,1299.4142033686076,1.287009180220829
26,2024-11-01 00:01:00+00:00,2024-11-01 00:02:00+00:00,long,151.95862247643814,152.02862247643813,151.85862247643814,152.02862247643813,TP_Hit_7,6.999999999999318,230.21980617775446,230.21980617775446,500000,PTS_Low,1,151.922,2.400000000000091,C,1,unknown,IB_Formation_PTS,45.138055222089825,151.97400000000002,7.879367941407622,4.92063205859381,1.0,1.0,Friday,0,1.0,True,2024-11,Friday,99894.66998998082,1069.1943971908477,1.058987196736794
27,2024-11-01 00:48:00+00:00,2024-11-01 00:49:00+00:00,long,151.96171238311257,151.99926822689514,151.86171238311258,152.03171238311256,Trailing_Stop,3.7555843782570264,123.53955456716153,123.53955456716153,500000,PTS_Low,1,151.922,3.100000000000591,C,1,unknown,IB_Formation_PTS,50.54401582591469,152.06465986394556,6.75558437825714,1.7444156217436557,1.0,1.0,Friday,0,1.0,True,2024-11,Friday,100018.20954454798,945.6548426236841,0.936627028257684
28,2024-11-01 00:53:00+00:00,2024-11-01 00:57:00+00:00,long,151.93280623484125,152.00280623484124,151.83280623484126,152.00280623484124,TP_Hit_7,6.999999999999318,230.2589068383534,230.2589068383534,500000,PTS_Low,1,151.922,0.20000000000095497,"A,C",2,unknown,IB_Formation_PTS,50.54401582591469,152.06025925925928,7.932335639043231,6.562974024816981,4.0,4.0,Friday,0,4.0,True,2024-11,Friday,100248.46845138633,715.395935785331,0.708566317392491
29,2024-11-01 01:15:00+00:00,2024-11-01 01:24:00+00:00,long,151.9429096338036,152.0129096338036,151.8429096338036,152.0129096338036,TP_Hit_7,6.999999999999318,230.24360289077404,230.24360289077404,500000,PTS_Low,1,151.922,1.2000000000000455,C,1,wide,Morning_Active,46.2862318840584,152.04446491228072,9.03177371170898,3.178214343660102,9.0,9.0,Friday,1,9.0,True,2024-11,Friday,100478.7120542771,485.1523328945623,0.4805207643737982
30,2024-11-01 01:18:00+00:00,2024-11-01 01:24:00+00:00,long,151.962872509633,152.032872509633,151.862872509633,152.032872509633,TP_Hit_7,6.999999999999318,230.2133704523602,230.2133704523602,500000,PTS_Low,1,151.922,3.2000000000010687,C,1,wide,Morning_Active,46.2862318840584,152.04071308016879,7.035486128768298,4.368135404939721,6.0,6.0,Friday,1,6.0,True,2024-11,Friday,100708.92542472946,254.93896244220377,0.2525051551756927
31,2024-11-01 01:38:00+00:00,2024-11-01 01:40:00+00:00,short,152.18847683015844,152.28847683015843,152.28847683015843,152.11847683015844,SL_Hit_10,-9.999999999999432,-328.3242504011664,-328.3242504011664,500000,IB_High,1,152.169,2.7999999999991587,C,1,wide,Morning_Active,51.983805668016394,152.0421414141414,0.0,10.602270341928488,,2.0,Friday,1,2.0,False,2024-11,Friday,100380.60117432829,583.2632128433761,0.5776950163146537
32,2024-11-04 01:01:00+00:00,2024-11-04 01:03:00+00:00,long,152.03840467550702,151.93840467550703,151.93840467550703,152.10840467550702,SL_Hit_10,-9.999999999999432,-329.0807225913787,-329.0807225913787,500000,IB_Low,1,152.003,2.600000000001046,"B,C,D",3,wide,Morning_Active,9.228187919464176,152.12982795698923,0.0,11.277539725818997,,2.0,Monday,1,2.0,False,2024-11,Monday,100051.52045173691,912.3439354347502,0.9036341278857304
33,2024-11-04 01:23:00+00:00,2024-11-04 01:30:00+00:00,long,151.92235820570713,151.82235820570713,151.82235820570713,151.99235820570712,SL_Hit_10,-9.999999999999432,-329.33225771826807,-329.33225771826807,500000,PTS_Low,1,151.876,3.700000000000614,"B,C",2,wide,Morning_Active,9.861591695502042,152.09938888888888,0.0,10.67822260039577,,7.0,Monday,1,7.0,False,2024-11,Monday,99722.18819401864,1241.67619315302,1.2298223732715858
34,2024-11-04 01:26:00+00:00,2024-11-04 01:47:00+00:00,long,151.90138689284436,151.80138689284436,151.80138689284436,151.97138689284435,SL_Hit_10,-9.999999999999432,-329.3777548639384,-329.3777548639384,500000,PTS_Low,1,151.876,1.5999999999991132,"B,C",2,wide,Morning_Active,9.861591695502042,152.09221455938697,4.314881983273722,12.080495558021198,15.0,21.0,Monday,1,21.0,False,2024-11,Monday,99392.81043915471,1571.0539480169537,1.556055681458811
35,2024-11-05 00:32:00+00:00,2024-11-05 00:37:00+00:00,short,152.24753641584533,152.34753641584533,152.34753641584533,152.17753641584534,SL_Hit_10,-9.999999999999432,-328.1969710591052,-328.1969710591052,500000,PTS_High,1,152.292,3.3999999999991815,"B,C",2,unknown,IB_Formation_PTS,59.27977839335306,152.17201010101007,0.0,12.781283449953662,,5.0,Tuesday,0,5.0,False,2024-11,Tuesday,99064.6134680956,1899.250919076061,1.8811194783441523
36,2024-11-05 00:35:00+00:00,2024-11-05 00:44:00+00:00,short,152.30360409368168,152.40360409368168,152.40360409368168,152.2336040936817,SL_Hit_10,-9.999999999999432,-328.0762308564726,-328.0762308564726,500000,PTS_High,1,152.292,2.199999999999136,"B,C",2,unknown,IB_Formation_PTS,59.27977839335306,152.18160185185187,0.0,10.658761382251214,,9.0,Tuesday,0,9.0,False,2024-11,Tuesday,98736.53723723913,2227.3271499325347,2.2060636876885784
38,2024-11-05 01:05:00+00:00,2024-11-05 01:31:00+00:00,short,152.3989679527413,152.3289679527413,152.49896795274128,152.3289679527413,TP_Hit_7,6.999999999999318,229.76588412819177,229.76588412819177,500000,IB_High,1,152.4,0.899999999998613,"B,C",2,wide,Morning_Active,68.87159533073884,152.25898484848486,8.060917126374534,5.908083845022816,26.0,26.0,Tuesday,1,26.0,True,2024-11,Tuesday,98966.30312136732,1997.5612658043392,1.9784912928294638
37,2024-11-05 01:02:00+00:00,2024-11-05 01:35:00+00:00,short,152.36698349202078,152.2969834920208,152.46698349202077,152.2969834920208,TP_Hit_7,6.999999999999318,229.81413812329598,229.81413812329598,500000,IB_High,1,152.4,2.2999999999996135,"B,C",2,wide,Morning_Active,68.87159533073884,152.25261904761905,7.461581850481025,9.106529917073658,33.0,33.0,Tuesday,1,33.0,True,2024-11,Tuesday,99196.11725949062,1767.7471276810393,1.750871104638153
39,2024-11-07 00:11:00+00:00,2024-11-07 00:16:00+00:00,short,154.35162478877083,154.45162478877083,154.45162478877083,154.28162478877084,SL_Hit_10,-9.999999999999432,-323.7259567089535,-323.7259567089535,500000,PTS_High,1,154.384,1.999999999998181,C,1,unknown,IB_Formation_PTS,38.10240963855283,154.29194444444445,1.526689905753642,17.471551254706696,2.0,5.0,Thursday,0,5.0,False,2024-11,Thursday,98872.39130278167,2091.473084389989,2.071506570281128
40,2024-11-07 00:14:00+00:00,2024-11-07 00:16:00+00:00,short,154.36964919098898,154.46964919098897,154.46964919098897,154.299649190989,SL_Hit_10,-9.999999999999432,-323.6881825126455,-323.6881825126455,500000,PTS_High,1,154.384,0.1999999999981128,C,1,unknown,IB_Formation_PTS,38.10240963855283,154.30417777777777,0.0,15.669111032892147,,2.0,Thursday,0,2.0,False,2024-11,Thursday,98548.70312026903,2415.1612669026363,2.3921046223439753
41,2024-11-08 01:12:00+00:00,2024-11-08 01:29:00+00:00,short,153.2036242172243,153.3036242172243,153.3036242172243,153.1336242172243,SL_Hit_10,-9.999999999999432,-326.15014977825587,-326.15014977825587,500000,IB_High,1,153.242,2.899999999999636,"B,C",2,wide,Morning_Active,67.1287128712894,153.12764383561642,0.02551771371486211,12.76073492363139,1.0,17.0,Friday,1,17.0,False,2024-11,Friday,98222.55297049077,2741.3114166808955,2.7151411381884496
42,2024-11-08 01:15:00+00:00,2024-11-08 01:30:00+00:00,short,153.23964670939114,153.33964670939113,153.33964670939113,153.16964670939115,SL_Hit_10,-9.999999999999432,-326.07353070766504,-326.07353070766504,500000,IB_High,1,153.242,0.7000000000005002,"B,C",2,wide,Morning_Active,76.1978361669268,153.13153070175437,3.438776691010048,12.958034704334409,10.0,15.0,Friday,1,15.0,False,2024-11,Friday,97896.4794397831,3067.384947388564,3.0381017664160463
44,2024-11-08 02:19:00+00:00,2024-11-08 02:22:00+00:00,long,152.9844291239001,153.00750716727907,152.8844291239001,153.0544291239001,Trailing_Stop,2.3078043378973234,75.41474208106213,75.41474208106213,500000,IB_Low,1,152.972,0.39999999999906777,C,1,wide,Morning_Active,54.242135367016225,153.1498,5.307804337897437,1.9881255137192966,3.0,3.0,Friday,2,3.0,True,2024-11,Friday,97971.89418186416,2991.9702053075016,2.963406980772873
43,2024-11-08 02:16:00+00:00,2024-11-08 02:31:00+00:00,long,152.99635027138333,152.98542069866087,152.89635027138334,153.06635027138333,Trailing_Stop,-1.0929572722460534,-35.72096175095267,-35.72096175095267,500000,IB_Low,1,152.972,1.5999999999991132,C,1,wide,Morning_Active,54.242135367016225,153.15327737226278,5.707042727755152,3.9779395283431995,14.0,15.0,Friday,2,15.0,False,2024-11,Friday,97936.17322011321,3027.6911670584523,2.998786927814093
45,2024-11-11 01:00:00+00:00,2024-11-11 01:10:00+00:00,short,153.13019633877815,153.06019633877816,153.23019633877814,153.06019633877816,TP_Hit_7,6.999999999999318,228.6682026888872,228.6682026888872,500000,IB_High,1,153.149,0.9999999999990905,"B,C",2,wide,Morning_Active,85.44232922732189,153.0203606557377,7.9594319538529135,3.658853502034276,10.0,10.0,Monday,1,10.0,True,2024-11,Monday,98164.8414228021,2799.022964369564,2.7723017352386563
46,2024-11-11 01:05:00+00:00,2024-11-11 01:15:00+00:00,short,153.11429529656897,153.09658237672605,153.21429529656896,153.04429529656898,Trailing_Stop,1.7712919842921337,57.84884145661399,57.84884145661399,500000,IB_High,1,153.149,2.600000000001046,"B,C",2,wide,Morning_Active,85.44232922732189,153.02766161616162,6.371291984291361,1.7388685811027926,6.0,10.0,Monday,1,10.0,True,2024-11,Monday,98222.69026425871,2741.1741229129548,2.715005155112946
48,2024-11-11 01:19:00+00:00,2024-11-11 01:29:00+00:00,short,153.11554395980838,153.04554395980838,153.21554395980837,153.04554395980838,TP_Hit_7,6.999999999999318,228.69009508168375,228.69009508168375,500000,IB_High,1,153.149,2.5000000000005684,"B,C",2,wide,Morning_Active,81.5035799522649,153.03914166666667,7.311414020747975,2.0892982805264637,10.0,10.0,Monday,1,10.0,True,2024-11,Monday,98451.38035934039,2512.4840278312768,2.4884982791432355
47,2024-11-11 01:16:00+00:00,2024-11-11 01:30:00+00:00,short,153.1115046902464,153.09442412298048,153.2115046902464,153.0415046902464,Trailing_Stop,1.708056726590712,55.7844198564225,55.7844198564225,500000,IB_High,1,153.149,2.899999999999636,"B,C",2,wide,Morning_Active,81.5035799522649,153.03558441558442,6.9074870645494,4.89762372307041,13.0,14.0,Monday,1,14.0,True,2024-11,Monday,98507.16477919681,2456.6996079748496,2.433246412354037
50,2024-11-11 01:39:00+00:00,2024-11-11 01:59:00+00:00,short,153.1354072724472,153.2354072724472,153.2354072724472,153.0654072724472,SL_Hit_10,-9.999999999999432,-326.29534446369115,-326.29534446369115,500000,IB_High,1,153.149,0.49999999999954525,"B,C",2,wide,Morning_Active,78.19083023543635,153.04906333333332,0.47607319598341746,10.188046496980974,2.0,20.0,Monday,1,20.0,False,2024-11,Monday,98180.86943473312,2782.9949524385447,2.7564267367643946
49,2024-11-11 01:36:00+00:00,2024-11-11 02:19:00+00:00,short,153.13947565209767,153.23947565209767,153.23947565209767,153.06947565209768,SL_Hit_10,-9.999999999999432,-326.2866815957597,-326.2866815957597,500000,IB_High,1,153.149,0.10000000000047748,"B,C",2,wide,Morning_Active,78.19083023543635,153.04594845360825,0.8829111610310747,11.028508456345776,5.0,43.0,Monday,1,43.0,False,2024-11,Monday,97854.58275313737,3109.281634034298,3.0795984810079826
52,2024-11-12 01:06:00+00:00,2024-11-12 01:14:00+00:00,short,153.87349027322747,153.8703973867114,153.97349027322747,153.80349027322748,Trailing_Stop,0.3092886516071758,7.566466916432618,7.566466916432618,376430,PTS_High,1,153.858,2.400000000000091,C,1,volatile,Morning_Active,57.092198581560766,153.67322388059702,5.409288651605948,1.6993769176224305,5.0,8.0,Tuesday,1,8.0,True,2024-11,Tuesday,97862.1492200538,3101.715167117858,3.072104248331404
53,2024-11-12 01:14:00+00:00,2024-11-12 01:27:00+00:00,short,153.83164881579268,153.93164881579267,153.93164881579267,153.76164881579268,SL_Hit_10,-9.999999999999432,-244.49617924274855,-244.49617924274855,376357,PTS_High,1,153.858,1.8000000000000682,C,1,volatile,Morning_Active,57.092198581560766,153.69127555555553,1.7326351301647946,10.670503319300906,3.0,13.0,Tuesday,1,13.0,False,2024-11,Tuesday,97617.65304081106,3346.2113463606074,3.314266313667143
51,2024-11-12 01:03:00+00:00,2024-11-12 01:28:00+00:00,short,153.8394049715841,153.93940497158408,153.93940497158408,153.7694049715841,SL_Hit_10,-9.999999999999432,-244.47736436908352,-244.47736436908352,376347,PTS_High,1,153.858,0.9999999999990905,C,1,volatile,Morning_Active,57.092198581560766,153.66393229166667,2.508250709306026,10.096188659397853,14.0,25.0,Tuesday,1,25.0,False,2024-11,Tuesday,97373.17567644197,3590.6887107296934,3.556409743747805
54,2024-11-13 01:08:00+00:00,2024-11-13 01:14:00+00:00,short,154.913015425519,154.843015425519,155.013015425519,154.843015425519,TP_Hit_7,6.999999999999318,226.0353810846052,226.0353810846052,500000,IB_High,1,154.935,1.300000000000523,"B,C",2,wide,Morning_Active,68.0451127819544,154.79761835748792,7.100864378608662,3.296955672283275,6.0,6.0,Wednesday,1,6.0,True,2024-11,Wednesday,97599.21105752657,3364.6533296450943,3.332532238209974
55,2024-11-13 01:42:00+00:00,2024-11-13 02:00:00+00:00,long,154.68517946256097,154.58517946256097,154.58517946256097,154.75517946256096,SL_Hit_10,-9.999999999999432,-323.446271976588,-323.446271976588,500000,IB_Low,1,154.656,1.999999999998181,C,1,wide,Morning_Active,64.67391304347902,154.80725889967636,1.1670908071806707,14.399658802517479,3.0,18.0,Wednesday,1,18.0,False,2024-11,Wednesday,97275.76478554998,3688.0996016216814,3.6528906891664956
56,2024-11-13 01:46:00+00:00,2024-11-13 02:00:00+00:00,long,154.6681365687033,154.5681365687033,154.5681365687033,154.73813656870328,SL_Hit_10,-9.999999999999432,-323.48193560432094,-323.48193560432094,500000,IB_Low,1,154.656,0.2999999999985903,C,1,wide,Morning_Active,51.721014492754136,154.80244548286606,2.0882977091332577,12.695369416749713,8.0,14.0,Wednesday,1,14.0,False,2024-11,Wednesday,96952.28284994567,4011.5815372259967,3.9732844632833837
57,2024-11-13 05:55:00+00:00,2024-11-13 06:04:00+00:00,short,154.90348930556024,155.00348930556024,155.00348930556024,154.83348930556025,SL_Hit_10,-9.999999999999432,-322.5733835025582,-322.5733835025582,500000,IB_High,1,154.935,2.2999999999996135,"B,C",2,wide,Afternoon_Active,63.72093023255974,154.78866760299624,0.0,14.90923221913647,,9.0,Wednesday,5,9.0,False,2024-11,Wednesday,96629.7094664431,4334.154920728557,4.292778358906841
58,2024-11-13 05:58:00+00:00,2024-11-13 06:04:00+00:00,short,154.91345165812135,155.01345165812134,155.01345165812134,154.84345165812135,SL_Hit_10,-9.999999999999432,-322.5526524644521,-322.5526524644521,500000,IB_High,1,154.935,1.300000000000523,"B,C",2,wide,Afternoon_Active,63.72093023255974,154.78980687093778,0.9893615337318806,13.912996963026103,1.0,6.0,Wednesday,5,6.0,False,2024-11,Wednesday,96307.15681397865,4656.707573193009,4.612251721403687
