trade_id,strategy,date,day_of_week,direction,entry_time_utc,exit_time_utc,entry_price,exit_price,sl_price,tp1_price,tp2_price,sl_pips,pnl_pips,pnl_usd,exit_reason,asian_range_pips,impulse_range_pips,MAE_pips,MFE_pips,position_units,trade_duration_minutes,entry_hour_utc
1,ARB,2025-06-26,Thursday,short,2025-06-26 07:08:00+00:00,2025-06-26 10:06:00+00:00,144.18550838138677,144.17550838138678,144.17550838138678,143.78550838138676,143.38550838138676,40.0,20.492785793562536,385.2150568877467,BE_STOP,68.30000000000211,,4.449161861322182,43.35083813867584,270300,178,7
2,ARB,2025-07-01,Tuesday,short,2025-07-01 07:18:00+00:00,2025-07-01 12:00:00+00:00,143.34678327804374,142.7459754423665,143.33678327804375,142.94678327804374,142.54678327804373,40.0,50.0403917838625,945.267809079784,TP1_ONLY,50.19999999999811,,3.5216721956260244,64.07832780437559,269800,282,7
3,ARB,2025-07-02,Wednesday,long,2025-07-02 07:31:00+00:00,2025-07-02 12:00:00+00:00,143.9715834007003,144.1740245576335,143.5715834007003,144.3715834007003,144.7715834007003,40.0,20.24411569331903,384.03350805466596,HARD_CLOSE,56.800000000001205,,19.158340070029567,27.641659929969364,273500,269,7
4,ARB,2025-08-13,Wednesday,short,2025-08-13 07:14:00+00:00,2025-08-13 12:00:00+00:00,147.6208982219933,147.2919754423665,147.6108982219933,147.22089822199328,146.82089822199328,40.0,36.44487650850918,696.7080090668481,TP1_ONLY,46.79999999999893,,1.1101778006718632,43.98982219932748,281500,286,7
5,ARB,2025-09-03,Wednesday,long,2025-09-03 07:21:00+00:00,2025-09-03 07:48:00+00:00,149.08930660332808,148.68930660332808,148.68930660332808,149.4893066033281,149.8893066033281,40.0,-40.00000000000057,-769.9275934173953,SL_FULL,43.59999999999786,,40.73066033280952,4.869339667192207,286200,27,7
6,ARB,2025-09-04,Thursday,long,2025-09-04 07:23:00+00:00,2025-09-04 12:00:00+00:00,148.3693664366902,148.3380245576335,147.9693664366902,148.7693664366902,149.1693664366902,40.0,-3.1341879056697053,-59.730802238678606,HARD_CLOSE,49.39999999999998,,23.136643669019463,4.6633563309796955,282700,277,7
7,ARB,2025-09-09,Tuesday,short,2025-09-09 08:28:00+00:00,2025-09-09 12:00:00+00:00,146.69321082019565,146.7359754423665,147.09321082019565,146.29321082019564,145.89321082019563,40.0,-4.276462217086419,-81.39898164927985,HARD_CLOSE,61.69999999999902,,7.77891798043413,38.62108201956573,279300,212,8
8,ARB,2025-11-06,Thursday,short,2025-11-06 08:27:00+00:00,2025-11-06 13:00:00+00:00,153.68219775400064,153.62075331841723,154.08219775400065,153.28219775400063,152.88219775400063,40.0,6.144443558341095,116.95264198678694,HARD_CLOSE,36.7999999999995,,9.480224599934672,15.119775400063418,292400,273,8
9,ARB,2025-11-13,Thursday,short,2025-11-13 08:58:00+00:00,2025-11-13 13:00:00+00:00,154.54708487977652,154.62175331841723,154.94708487977653,154.14708487977651,153.7470848797765,40.0,-7.466843864071394,-142.1687949079014,HARD_CLOSE,39.400000000000546,,21.891512022347115,22.408487977651248,294400,242,8
10,ARB,2025-11-19,Wednesday,long,2025-11-19 08:30:00+00:00,2025-11-19 13:00:00+00:00,155.67076778126523,156.23824668158278,155.68076778126522,156.07076778126523,156.47076778126524,40.0,48.37677309592384,917.2347709847827,TP1_ONLY,36.69999999999902,,11.376778126523845,62.52322187347659,296100,270,8
11,ARB,2025-11-25,Tuesday,short,2025-11-25 09:01:00+00:00,2025-11-25 13:00:00+00:00,156.42456812532612,156.31175331841723,156.82456812532612,156.0245681253261,155.6245681253261,40.0,11.281480690888657,216.73537527102235,HARD_CLOSE,45.79999999999984,,9.743187467387315,28.056812532611275,300300,239,9
12,ARB,2025-11-27,Thursday,long,2025-11-27 09:06:00+00:00,2025-11-27 13:00:00+00:00,156.38443455978435,156.36624668158277,155.98443455978435,156.78443455978436,157.18443455978436,40.0,-1.8187878201587182,-34.987817889996094,HARD_CLOSE,58.19999999999936,,13.343455978434804,1.9565440215643548,300800,234,9
13,ARB,2025-12-02,Tuesday,long,2025-12-02 08:27:00+00:00,2025-12-02 13:00:00+00:00,155.92580224599936,155.99824668158277,155.52580224599936,156.32580224599937,156.72580224599938,40.0,7.244443558340663,139.22490957373975,HARD_CLOSE,37.79999999999859,,3.3802245999368097,16.019775400064873,299800,273,8
14,ARB,2025-12-04,Thursday,short,2025-12-04 08:11:00+00:00,2025-12-04 13:00:00+00:00,154.89081177782597,154.6817533184172,155.29081177782598,154.49081177782597,154.09081177782596,40.0,20.90584594087659,403.0290015355762,HARD_CLOSE,52.00000000000102,,16.718822217401907,38.18117778259875,298200,289,8
15,ARB,2025-12-09,Tuesday,long,2025-12-09 08:05:00+00:00,2025-12-09 13:00:00+00:00,156.28437484378267,156.34424668158277,155.88437484378267,156.68437484378268,157.08437484378268,40.0,5.987183780010241,115.68882503395378,HARD_CLOSE,45.599999999998886,,30.637484378266322,14.962515621732564,302100,295,8
