trade_id,date,day_of_week,direction,entry_time_utc,exit_time_utc,entry_price,exit_price,sl_price,tp1_price,tp2_price,sl_pips,pnl_pips,pnl_usd,exit_reason,asian_range_pips,MAE_pips,MFE_pips,position_units,trade_duration_minutes
1,2025-06-26,Thursday,short,2025-06-26 07:08:00+00:00,2025-06-26 10:06:00+00:00,144.18550838138677,144.17550838138678,144.17550838138678,143.78550838138676,143.38550838138676,40.0,20.492785793562536,385.2150568877467,BE_STOP,68.30000000000211,4.449161861322182,43.35083813867584,270300,178
2,2025-07-01,Tuesday,short,2025-07-01 07:18:00+00:00,2025-07-01 12:00:00+00:00,143.34678327804374,142.7459754423665,143.33678327804375,142.94678327804374,142.54678327804373,40.0,50.0403917838625,945.267809079784,TP1_PARTIAL,50.19999999999811,3.5216721956260244,64.07832780437559,269800,282
3,2025-07-02,Wednesday,long,2025-07-02 07:31:00+00:00,2025-07-02 12:00:00+00:00,143.9715834007003,144.1740245576335,143.5715834007003,144.3715834007003,144.7715834007003,40.0,20.24411569331903,384.0335080546659,HARD_CLOSE,56.800000000001205,19.158340070029567,27.641659929969364,273500,269
4,2025-08-05,Tuesday,long,2025-08-05 07:48:00+00:00,2025-08-05 12:00:00+00:00,147.46573518233583,147.6240245576335,147.06573518233583,147.86573518233584,148.26573518233585,40.0,15.82893752976702,301.5157760878376,HARD_CLOSE,72.49999999999943,12.973518233582126,31.326481766416236,281200,252
5,2025-08-13,Wednesday,short,2025-08-13 07:14:00+00:00,2025-08-13 12:00:00+00:00,147.6208982219933,147.2919754423665,147.6108982219933,147.22089822199328,146.82089822199328,40.0,36.44488008618635,698.6880650600967,TP1_PARTIAL,46.79999999999893,1.1101778006718632,43.98982219932748,282300,286
6,2025-09-03,Wednesday,long,2025-09-03 07:21:00+00:00,2025-09-03 07:48:00+00:00,149.08930660332808,148.68930660332808,148.68930660332808,149.4893066033281,149.8893066033281,40.0,-40.00000000000057,-772.3487493715381,SL_FULL,43.59999999999786,40.73066033280952,4.869339667192207,287100,27
7,2025-09-04,Thursday,long,2025-09-04 07:23:00+00:00,2025-09-04 12:00:00+00:00,148.3693664366902,148.3380245576335,147.9693664366902,148.7693664366902,149.1693664366902,40.0,-3.1341879056697053,-59.8998317462518,HARD_CLOSE,49.39999999999998,23.136643669019463,4.6633563309796955,283500,277
8,2025-09-09,Tuesday,short,2025-09-09 08:28:00+00:00,2025-09-09 12:00:00+00:00,146.69321082019565,146.7359754423665,147.09321082019565,146.29321082019564,145.89321082019563,40.0,-4.276462217086419,-81.66127697145797,HARD_CLOSE,61.69999999999902,7.77891798043413,38.62108201956573,280200,212
9,2025-09-16,Tuesday,short,2025-09-16 07:19:00+00:00,2025-09-16 08:36:00+00:00,146.69675346683965,147.09675346683966,147.09675346683966,146.29675346683965,145.89675346683964,40.0,-40.00000000000057,-761.4036160577126,SL_FULL,76.09999999999957,39.72465331603416,0.475346683964517,280000,77
10,2025-09-30,Tuesday,short,2025-09-30 07:46:00+00:00,2025-09-30 12:00:00+00:00,147.94725380449668,147.9789754423665,148.3472538044967,147.54725380449668,147.14725380449667,40.0,-3.172163786982196,-60.065309308658435,HARD_CLOSE,79.50000000000159,16.07461955033216,11.42538044966841,280200,254
11,2025-11-06,Thursday,short,2025-11-06 08:27:00+00:00,2025-11-06 13:00:00+00:00,153.68219775400064,153.62075331841723,154.08219775400065,153.28219775400063,152.88219775400063,40.0,6.144443558341095,116.35267973309274,HARD_CLOSE,36.7999999999995,9.480224599934672,15.119775400063418,290900,273
12,2025-11-12,Wednesday,long,2025-11-12 09:28:00+00:00,2025-11-12 13:00:00+00:00,154.87596543703725,154.79524668158277,154.47596543703725,155.27596543703726,155.67596543703726,40.0,-8.071875545448393,-153.04704268228497,HARD_CLOSE,74.39999999999998,16.996543703726275,3.4034562962744985,293500,212
13,2025-11-13,Thursday,short,2025-11-13 08:58:00+00:00,2025-11-13 13:00:00+00:00,154.54708487977652,154.62175331841723,154.94708487977653,154.14708487977651,153.7470848797765,40.0,-7.466843864071393,-141.25126532119958,HARD_CLOSE,39.400000000000546,21.891512022347115,22.408487977651248,292500,242
14,2025-11-19,Wednesday,long,2025-11-19 08:30:00+00:00,2025-11-19 13:00:00+00:00,155.67076778126523,156.23824668158278,155.68076778126522,156.07076778126523,156.47076778126524,40.0,48.37394501587795,911.295986887116,TP1_PARTIAL,36.69999999999902,11.376778126523844,62.52322187347659,294200,270
15,2025-11-25,Tuesday,short,2025-11-25 09:01:00+00:00,2025-11-25 13:00:00+00:00,156.42456812532612,156.31175331841723,156.82456812532612,156.0245681253261,155.6245681253261,40.0,11.281480690888657,215.29191622825832,HARD_CLOSE,45.79999999999984,9.743187467387315,28.056812532611275,298300,239
16,2025-11-27,Thursday,long,2025-11-27 09:06:00+00:00,2025-11-27 13:00:00+00:00,156.38443455978435,156.36624668158277,155.98443455978435,156.78443455978436,157.18443455978436,40.0,-1.8187878201587184,-34.75518612211049,HARD_CLOSE,58.19999999999936,13.343455978434804,1.9565440215643548,298800,234
17,2025-12-02,Tuesday,long,2025-12-02 08:27:00+00:00,2025-12-02 13:00:00+00:00,155.92580224599936,155.99824668158277,155.52580224599936,156.32580224599937,156.72580224599938,40.0,7.244443558340663,138.29612431974547,HARD_CLOSE,37.79999999999859,3.3802245999368097,16.019775400064873,297800,273
18,2025-12-04,Thursday,short,2025-12-04 08:11:00+00:00,2025-12-04 13:00:00+00:00,154.89081177782597,154.6817533184172,155.29081177782598,154.49081177782597,154.09081177782596,40.0,20.90584594087659,400.46107697850846,HARD_CLOSE,52.00000000000102,16.718822217401907,38.18117778259875,296300,289
19,2025-12-09,Tuesday,long,2025-12-09 08:05:00+00:00,2025-12-09 13:00:00+00:00,156.28437484378267,156.34424668158275,155.88437484378267,156.68437484378268,157.08437484378268,40.0,5.987183780010241,114.92292748324904,HARD_CLOSE,45.599999999998886,30.63748437826632,14.962515621732564,300100,295
20,2026-01-14,Wednesday,short,2026-01-14 08:35:00+00:00,2026-01-14 13:00:00+00:00,158.93825842487465,158.5697533184172,158.92825842487466,158.53825842487464,158.13825842487464,40.0,38.42473985816588,740.36638035041,TP1_PARTIAL,37.10000000000093,14.974157512534704,80.22584248746512,305500,265
21,2026-01-20,Tuesday,short,2026-01-20 08:58:00+00:00,2026-01-20 13:00:00+00:00,157.7650848797765,157.87575331841722,158.16508487977651,157.3650848797765,156.9650848797765,40.0,-11.06684386407153,-214.15073115470267,HARD_CLOSE,75.69999999999766,17.491512022348843,20.708487977651657,305500,242
22,2026-01-27,Tuesday,long,2026-01-27 08:34:00+00:00,2026-01-27 09:51:00+00:00,154.848743786282,154.448743786282,154.448743786282,155.248743786282,155.648743786282,40.0,-40.00000000000057,-774.8849039886563,SL_FULL,67.9000000000002,48.47437862819959,3.125621371799525,299200,77
23,2026-02-03,Tuesday,long,2026-02-03 09:16:00+00:00,2026-02-03 13:00:00+00:00,155.70231809653956,155.86724668158277,155.30231809653955,156.10231809653956,156.50231809653957,40.0,16.49285850432136,315.95910329070233,HARD_CLOSE,32.30000000000075,9.031809653956202,28.268190346045685,298600,224
24,2026-02-17,Tuesday,short,2026-02-17 08:56:00+00:00,2026-02-17 11:50:00+00:00,152.74410079123996,153.14410079123996,153.14410079123996,152.34410079123995,151.94410079123995,40.0,-40.00000000000057,-767.3818279177488,SL_FULL,76.09999999999957,42.389920876004794,4.410079123996979,293800,174
