trade_id,setup_type,date,day_of_week,direction,entry_time_utc,exit_time_utc,entry_price,exit_price,sl_price,tp1_price,tp2_price,sl_pips,pnl_pips,pnl_usd,exit_reason,asian_range_pips,lor_range_pips,MAE_pips,MFE_pips,position_units,trade_duration_minutes,trade_sequence_number,is_reentry,entry_hour_utc
18,D,2025-08-14,Thursday,long,2025-08-14 07:52:00+00:00,2025-08-14 12:00:00+00:00,146.52968983824485,146.4870245576335,146.32968983824486,146.72968983824484,146.92968983824485,20.0,-4.266528061134522,-222.7237544213982,HARD_CLOSE,,16.200000000000614,10.568983824484235,14.131016175514333,764700,248,1,False,7
19,D,2025-08-19,Tuesday,long,2025-08-19 07:49:00+00:00,2025-08-19 12:00:00+00:00,147.6907267058583,147.7040245576335,147.503,147.87845341171663,148.06618011757496,18.77267058583243,1.329785177517806,73.77090622421889,HARD_CLOSE,54.09999999999968,11.50000000000091,9.072670585831588,13.127329414169253,819400,251,1,False,7
20,D,2025-08-20,Wednesday,long,2025-08-20 07:32:00+00:00,2025-08-20 12:00:00+00:00,147.50160603634265,147.5310245576335,147.30160603634266,147.70160603634264,147.90160603634266,20.0,2.9418521290835997,153.2831306775843,HARD_CLOSE,,12.79999999999859,13.360603634265544,19.43939636573475,768700,268,1,False,7
21,D,2025-08-27,Wednesday,long,2025-08-27 07:30:00+00:00,2025-08-27 12:00:00+00:00,147.85255950631722,148.1340245576335,147.8625595063172,148.02111901263444,148.18967851895167,16.855950631722294,22.50122788167488,1391.1733185546846,TP1_PARTIAL,56.60000000000025,8.799999999999386,10.855950631722067,33.144049368277706,915600,270,1,False,7
22,D,2025-08-28,Thursday,long,2025-08-28 07:19:00+00:00,2025-08-28 07:45:00+00:00,147.40324653316034,147.226,147.226,147.58049306632068,147.75773959948103,17.724653316034278,-17.724653316034278,-1059.077711960887,SL_FULL,49.00000000000091,10.300000000000864,17.224653316034733,0.27534668396640427,879700,26,1,False,7
23,D,2025-09-03,Wednesday,long,2025-09-03 07:17:00+00:00,2025-09-03 07:35:00+00:00,148.8301872233061,148.8401872233061,148.8401872233061,149.0301872233061,149.2301872233061,20.0,10.49878095726832,549.0295368274634,BE_STOP,43.59999999999786,16.70000000000016,1.618722330610467,30.78127766939076,779300,18,1,False,7
24,A,2025-09-03,Wednesday,long,2025-09-03 07:21:00+00:00,2025-09-03 07:48:00+00:00,149.08930660332808,148.68930660332808,148.68930660332808,149.4893066033281,149.8893066033281,40.0,-40.00000000000057,-1049.9746321132404,SL_FULL,43.59999999999786,16.70000000000016,40.73066033280952,4.869339667192207,390300,27,2,False,7
25,D,2025-09-03,Wednesday,long,2025-09-03 07:41:00+00:00,2025-09-03 08:03:00+00:00,148.8477384884804,148.6477384884804,148.6477384884804,149.04773848848038,149.2477384884804,20.0,-19.999999999998863,-1054.0355446587112,SL_FULL,43.59999999999786,16.70000000000016,19.073848848037755,2.6261511519606984,783400,22,3,True,7
26,A,2025-09-04,Thursday,long,2025-09-04 07:23:00+00:00,2025-09-04 12:00:00+00:00,148.3693664366902,148.3380245576335,147.9693664366902,148.7693664366902,149.1693664366902,40.0,-3.1341879056697053,-80.83836199688163,HARD_CLOSE,49.39999999999998,,23.136643669019463,4.6633563309796955,382600,277,1,False,7
27,D,2025-09-09,Tuesday,long,2025-09-09 07:27:00+00:00,2025-09-09 08:15:00+00:00,147.1104813560077,147.1204813560077,147.1204813560077,147.25296271201543,147.39544406802315,14.248135600772116,7.623445413107543,551.0321862136848,BE_STOP,,6.200000000001182,24.248135600771548,22.65186439922786,1064300,48,1,False,7
28,D,2025-09-11,Thursday,long,2025-09-11 07:31:00+00:00,2025-09-11 12:00:00+00:00,147.81558340070032,147.9580245576335,147.626,148.00516680140063,148.19475020210095,18.958340070031454,14.244115693318806,777.8723401188993,HARD_CLOSE,46.999999999999886,9.799999999998477,4.5583400700309085,17.741659929967568,808000,269,1,False,7
29,D,2025-09-16,Tuesday,long,2025-09-16 08:04:00+00:00,2025-09-16 12:00:00+00:00,146.94740508979925,146.9500245576335,146.74740508979926,147.14740508979924,147.34740508979925,20.0,0.26194678342505995,13.673994146666882,HARD_CLOSE,,19.10000000000025,7.940508979925198,16.85949102007669,767100,236,1,False,8
30,D,2025-09-17,Wednesday,long,2025-09-17 07:23:00+00:00,2025-09-17 08:43:00+00:00,146.66936643669018,146.4693664366902,146.4693664366902,146.86936643669017,147.0693664366902,20.0,-19.999999999998863,-1045.6794053669446,SL_FULL,39.19999999999959,13.000000000002387,21.236643669018918,1.263356330980514,765800,80,1,False,7
31,D,2025-09-24,Wednesday,long,2025-09-24 08:26:00+00:00,2025-09-24 11:28:00+00:00,148.13481687299583,148.44845061898747,148.14481687299582,148.29163374599165,148.44845061898747,15.681687299581881,23.522530949372822,1548.0256760451725,TP2_FULL,59.30000000000177,8.599999999998431,2.281687299583268,32.71831270041616,976600,182,1,False,8
32,D,2025-09-30,Tuesday,long,2025-09-30 07:42:00+00:00,2025-09-30 07:43:00+00:00,148.1697440455168,148.012,148.012,148.32748809103362,148.48523213655042,15.774404551680732,-15.774404551680732,-1050.4049081247824,SL_FULL,,6.60000000000025,16.374404551680755,0.0,985600,1,1,False,7
33,D,2025-10-07,Tuesday,long,2025-10-07 08:40:00+00:00,2025-10-07 12:00:00+00:00,150.75275088611804,150.8900245576335,150.76275088611803,150.92750177223607,151.1022526583541,17.475088611803358,15.60101876877091,926.3785965571387,TP1_PARTIAL,45.09999999999934,10.499999999998977,4.4750886118038125,19.924911388196165,896100,200,1,False,8
34,D,2025-10-08,Wednesday,long,2025-10-08 07:16:00+00:00,2025-10-08 09:03:00+00:00,152.49615815645078,152.88447446935234,152.50615815645077,152.69031631290156,152.88447446935234,19.415815645078283,29.12490289998561,1568.6921184647863,TP2_FULL,59.00000000000034,12.300000000001887,14.6158156450781,39.78418435492301,823100,107,1,False,7
35,D,2025-10-15,Wednesday,long,2025-10-15 07:17:00+00:00,2025-10-15 12:00:00+00:00,151.1991872233061,151.4920245576335,151.2091872233061,151.3991872233061,151.5991872233061,20.0,24.64186671636952,1308.4464737469607,TP1_PARTIAL,,17.199999999999704,10.81872233060892,31.281277669390306,804200,283,1,False,7
36,D,2025-10-16,Thursday,long,2025-10-16 07:59:00+00:00,2025-10-16 08:05:00+00:00,151.32154517018296,151.12154517018297,151.12154517018297,151.52154517018295,151.72154517018296,20.0,-19.999999999998863,-1078.204962876065,SL_FULL,,18.000000000000682,20.954517018296315,0.0,814700,6,1,False,7
37,D,2025-10-21,Tuesday,long,2025-10-21 08:27:00+00:00,2025-10-21 09:12:00+00:00,151.34180224599936,151.74180224599937,151.35180224599935,151.54180224599935,151.74180224599937,20.0,30.00123961819731,1595.6476652559459,TP2_FULL,,14.000000000001478,0.9802245999367187,41.41977540006394,806700,45,1,False,8
38,D,2025-11-04,Tuesday,long,2025-11-04 08:32:00+00:00,2025-11-04 09:51:00+00:00,153.65675269204573,153.45675269204574,153.45675269204574,153.85675269204572,154.05675269204573,20.0,-19.999999999998863,-1083.4322835804962,SL_FULL,,13.2000000000005,22.075269204572123,10.12473079542815,831300,79,1,False,8
39,A,2025-11-06,Thursday,short,2025-11-06 08:27:00+00:00,2025-11-06 13:00:00+00:00,153.68219775400064,153.62075331841723,154.08219775400065,153.28219775400063,152.88219775400063,40.0,6.144443558341095,164.5896449301054,HARD_CLOSE,36.7999999999995,16.800000000000637,9.480224599934672,15.119775400063418,411500,273,1,False,8
40,D,2025-11-11,Tuesday,long,2025-11-11 08:19:00+00:00,2025-11-11 13:00:00+00:00,154.31495989586148,154.18524668158278,154.139,154.49091979172294,154.6668796875844,17.595989586146743,-12.971321427869498,-791.4777491352098,HARD_CLOSE,40.99999999999966,9.299999999998931,14.295989586148039,12.804010413853462,940800,281,1,False,8
41,D,2025-11-12,Wednesday,long,2025-11-12 09:12:00+00:00,2025-11-12 13:00:00+00:00,154.8003856283371,154.79524668158277,154.6003856283371,155.00038562833709,155.2003856283371,20.0,-0.5138946754328799,-27.362079945712765,HARD_CLOSE,,12.999999999999545,9.438562833710762,10.961437166290011,824200,228,1,False,9
42,A,2025-11-13,Thursday,short,2025-11-13 08:58:00+00:00,2025-11-13 13:00:00+00:00,154.54708487977652,154.62175331841723,154.94708487977653,154.14708487977651,153.7470848797765,40.0,-7.466843864071393,-198.62101000550217,HARD_CLOSE,39.400000000000546,10.80000000000041,21.891512022347115,22.408487977651248,411300,242,1,False,8
43,D,2025-11-18,Tuesday,long,2025-11-18 08:35:00+00:00,2025-11-18 12:58:00+00:00,155.158743786282,155.168743786282,155.168743786282,155.358743786282,155.558743786282,20.0,10.499999999998977,557.2074359615756,BE_STOP,56.60000000000025,17.199999999999704,7.474378628199929,28.32562137180048,824400,263,1,False,8
44,D,2025-11-19,Wednesday,long,2025-11-19 08:21:00+00:00,2025-11-19 09:47:00+00:00,155.59891228691615,155.89473686074845,155.60891228691614,155.7468245738323,155.89473686074845,14.791228691615288,22.1875011858919,1599.7965866809236,TP2_FULL,36.69999999999902,5.299999999999727,4.191228691615834,34.50877130838421,1123700,86,1,False,8
45,A,2025-11-19,Wednesday,long,2025-11-19 08:30:00+00:00,2025-11-19 13:00:00+00:00,155.67076778126523,156.23824668158278,155.68076778126522,156.07076778126523,156.47076778126524,40.0,48.37595943613677,1287.7004407050379,TP1_PARTIAL,36.69999999999902,5.299999999999727,11.376778126523845,62.52322187347659,415700,270,2,False,8
46,A,2025-11-25,Tuesday,short,2025-11-25 09:01:00+00:00,2025-11-25 13:00:00+00:00,156.42456812532612,156.31175331841723,156.82456812532612,156.0245681253261,155.6245681253261,40.0,11.281480690888657,309.6219646728891,HARD_CLOSE,45.79999999999984,13.399999999998613,9.743187467387315,28.056812532611275,429000,239,1,False,9
47,D,2025-11-26,Wednesday,long,2025-11-26 08:57:00+00:00,2025-11-26 13:00:00+00:00,156.50190756830335,156.46824668158277,156.30190756830336,156.70190756830334,156.90190756830336,20.0,-3.366088672058254,-185.20471720196292,HARD_CLOSE,,11.999999999997613,17.590756830335863,8.809243169665137,860900,243,1,False,8
48,D,2025-11-27,Thursday,long,2025-11-27 08:21:00+00:00,2025-11-27 13:00:00+00:00,156.26691228691615,156.36624668158277,156.06691228691616,156.46691228691614,156.66691228691616,20.0,9.933439466661298,545.1230420398666,HARD_CLOSE,58.19999999999936,13.399999999998613,12.491228691615675,13.708771308384371,858100,279,1,False,8
49,A,2025-11-27,Thursday,long,2025-11-27 09:06:00+00:00,2025-11-27 13:00:00+00:00,156.38443455978435,156.36624668158277,155.98443455978435,156.78443455978436,157.18443455978436,40.0,-1.8187878201587182,-49.946040565040974,HARD_CLOSE,58.19999999999936,13.399999999998613,13.343455978434804,1.9565440215643548,429400,234,2,False,9
50,D,2025-12-02,Tuesday,long,2025-12-02 08:21:00+00:00,2025-12-02 11:35:00+00:00,155.88691228691613,155.89691228691612,155.89691228691612,156.03782457383227,156.1887368607484,15.091228691613878,8.045614345806484,587.6329771340588,BE_STOP,37.79999999999859,7.800000000000296,2.8912286916124685,19.908771308388395,1139600,194,1,False,8
51,A,2025-12-02,Tuesday,long,2025-12-02 08:27:00+00:00,2025-12-02 13:00:00+00:00,155.92580224599936,155.99824668158277,155.52580224599936,156.32580224599937,156.72580224599938,40.0,7.244443558340663,199.68882960876613,HARD_CLOSE,37.79999999999859,7.800000000000296,3.3802245999368097,16.019775400064873,430000,273,2,False,8
52,A,2025-12-04,Thursday,short,2025-12-04 08:11:00+00:00,2025-12-04 13:00:00+00:00,154.89081177782597,154.6817533184172,155.29081177782598,154.49081177782597,154.09081177782596,40.0,20.90584594087659,581.4321812897548,HARD_CLOSE,52.00000000000102,,16.718822217401907,38.18117778259875,430200,289,1,False,8
54,D,2025-12-09,Tuesday,long,2025-12-09 08:25:00+00:00,2025-12-09 09:14:00+00:00,156.3388330369719,156.154,156.154,156.5236660739438,156.70849911091568,18.483303697189513,-18.483303697189513,-1118.3207175675714,SL_FULL,45.599999999998886,10.200000000000387,18.083303697190445,9.516696302810601,944800,49,2,False,8
53,A,2025-12-09,Tuesday,long,2025-12-09 08:05:00+00:00,2025-12-09 13:00:00+00:00,156.28437484378267,156.34424668158277,155.88437484378267,156.68437484378268,157.08437484378268,40.0,5.987183780010241,167.11884556377834,HARD_CLOSE,45.599999999998886,10.200000000000387,30.637484378266322,14.962515621732564,436400,295,1,False,8
55,D,2025-12-10,Wednesday,long,2025-12-10 09:14:00+00:00,2025-12-10 13:00:00+00:00,156.74235538150558,156.7042466815828,156.551,156.93371076301116,157.12506614451675,19.135538150558773,-3.8108699922787537,-220.59645754337652,HARD_CLOSE,37.999999999999545,11.600000000001387,6.935538150557363,14.76446184944109,907100,226,1,False,9
56,D,2025-12-31,Wednesday,long,2025-12-31 09:56:00+00:00,2025-12-31 13:00:00+00:00,156.64506684275543,156.58924668158278,156.5,156.79013368551085,156.93520052826628,14.506684275542625,-5.582016117264743,-425.4529846166657,HARD_CLOSE,32.20000000000027,6.399999999999295,9.306684275543375,3.093315724456147,1193500,184,1,False,9
57,D,2026-01-07,Wednesday,long,2026-01-07 08:38:00+00:00,2026-01-07 09:30:00+00:00,156.5807433399752,156.431,156.431,156.73048667995036,156.88023001992553,14.97433399751742,-14.97433399751742,-1102.0801971055485,SL_FULL,51.59999999999911,7.299999999997908,14.274333997519761,0.5256660024826942,1151300,52,1,False,8
58,D,2026-01-08,Thursday,long,2026-01-08 08:27:00+00:00,2026-01-08 13:00:00+00:00,156.60680224599938,156.71224668158277,156.43,156.78360449199874,156.9604067379981,17.680224599936878,10.544443558339367,649.6403740712318,HARD_CLOSE,48.70000000000232,9.999999999999432,4.280224599938265,17.71977540006162,965500,273,1,False,8
59,D,2026-01-13,Tuesday,long,2026-01-13 08:51:00+00:00,2026-01-13 09:33:00+00:00,159.0378492945286,158.84,158.84,159.2356985890572,159.4335478835858,19.7849294528595,-19.7849294528595,-1097.8617992791717,SL_FULL,,11.7999999999995,19.18492945285948,1.2150705471412948,881400,42,1,False,8
60,A,2026-01-14,Wednesday,short,2026-01-14 08:35:00+00:00,2026-01-14 13:00:00+00:00,158.93825842487465,158.5697533184172,158.92825842487466,158.53825842487464,158.13825842487464,40.0,38.42489020701825,1045.24148054942,TP1_PARTIAL,37.10000000000093,17.599999999998772,14.974157512534703,80.22584248746512,431300,265,1,False,8
61,D,2026-01-21,Wednesday,long,2026-01-21 09:57:00+00:00,2026-01-21 12:13:00+00:00,158.03105380740058,157.8310538074006,157.8310538074006,158.23105380740057,158.4310538074006,20.0,-19.999999999998863,-1097.249215679189,SL_FULL,42.199999999999704,15.299999999999159,19.90538074005883,5.794619259941669,865900,136,1,False,9
62,D,2026-01-27,Tuesday,long,2026-01-27 08:33:00+00:00,2026-01-27 09:15:00+00:00,154.8327474795243,154.6327474795243,154.6327474795243,155.0327474795243,155.2327474795243,20.0,-19.999999999998863,-1086.3158207949034,SL_FULL,,14.900000000000091,20.07474795242956,4.725252047569484,839900,42,1,False,8
63,D,2026-01-29,Thursday,long,2026-01-29 08:36:00+00:00,2026-01-29 09:35:00+00:00,153.40874080060934,153.20874080060935,153.20874080060935,153.60874080060933,153.80874080060934,20.0,-19.999999999998863,-1075.5261033992865,SL_FULL,,15.800000000001546,22.274080060932988,5.125919939067103,823900,59,1,False,8
64,D,2026-02-03,Tuesday,long,2026-02-03 08:17:00+00:00,2026-02-03 10:47:00+00:00,155.5250120554535,155.90103616636048,155.53501205545348,155.71302411090699,155.90103616636048,18.80120554534983,28.201808318024746,1591.7979213156002,TP2_FULL,32.30000000000075,9.499999999999886,8.501205545348967,39.09879445465094,879600,150,1,False,8
65,A,2026-02-03,Tuesday,long,2026-02-03 09:16:00+00:00,2026-02-03 13:00:00+00:00,155.70231809653956,155.86724668158277,155.30231809653955,156.10231809653956,156.50231809653957,40.0,16.49285850432136,437.96206581387037,HARD_CLOSE,32.30000000000075,9.499999999999886,9.031809653956202,28.268190346045685,413900,224,2,False,9
66,D,2026-02-04,Wednesday,long,2026-02-04 09:32:00+00:00,2026-02-04 13:00:00+00:00,156.53581405136788,156.61824668158278,156.54581405136787,156.70662810273575,156.87744215410362,17.081405136786998,12.661889101688132,802.5718047619246,TP1_PARTIAL,,6.89999999999884,4.18140513678793,32.2185948632125,993100,208,1,False,9
67,D,2026-02-05,Thursday,long,2026-02-05 09:21:00+00:00,2026-02-05 12:30:00+00:00,157.21419554815066,157.026,157.026,157.4023910963013,157.59058664445195,18.81955481506452,-18.819554815064517,-1092.9114946478503,SL_FULL,50.900000000001455,10.799999999997567,22.01955481506559,12.480445184934297,911900,189,1,False,9
68,D,2026-02-18,Wednesday,long,2026-02-18 08:43:00+00:00,2026-02-18 12:35:00+00:00,153.75077018635207,153.558,153.558,153.94354037270415,154.13631055905623,19.27701863520781,-19.27701863520781,-1082.1181614470843,SL_FULL,,12.000000000000455,19.077018635206855,10.722981364793327,862000,232,1,False,8
69,D,2026-02-24,Tuesday,long,2026-02-24 08:23:00+00:00,2026-02-24 08:35:00+00:00,156.23186983747374,156.03186983747375,156.03186983747375,156.43186983747373,156.63186983747374,20.0,-19.999999999998863,-1071.319597554705,SL_FULL,,19.700000000000273,21.58698374737469,5.013016252627267,835800,12,1,False,8
70,D,2026-02-25,Wednesday,long,2026-02-25 08:26:00+00:00,2026-02-25 09:20:00+00:00,156.14781687299583,156.54781687299584,156.15781687299582,156.34781687299582,156.54781687299584,20.0,30.00120933607421,1585.367136674948,TP2_FULL,,17.600000000001614,4.881687299584314,42.61831270041796,826900,54,1,False,8
