time,open,high,low,close
2026-02-23T15:45:00.000000000Z,154.492,154.504,154.472,154.472
2026-02-23T15:46:00.000000000Z,154.472,154.486,154.460,154.461
2026-02-23T15:47:00.000000000Z,154.462,154.468,154.399,154.408
2026-02-23T15:48:00.000000000Z,154.411,154.424,154.400,154.409
2026-02-23T15:49:00.000000000Z,154.411,154.468,154.411,154.468
2026-02-23T15:50:00.000000000Z,154.466,154.503,154.444,154.476
2026-02-23T15:51:00.000000000Z,154.475,154.486,154.426,154.426
2026-02-23T15:52:00.000000000Z,154.425,154.428,154.382,154.390
2026-02-23T15:53:00.000000000Z,154.390,154.416,154.376,154.388
2026-02-23T15:54:00.000000000Z,154.388,154.422,154.384,154.400
2026-02-23T15:55:00.000000000Z,154.400,154.432,154.380,154.415
2026-02-23T15:56:00.000000000Z,154.417,154.424,154.382,154.383
2026-02-23T15:57:00.000000000Z,154.384,154.422,154.380,154.412
2026-02-23T15:58:00.000000000Z,154.412,154.425,154.408,154.417
2026-02-23T15:59:00.000000000Z,154.417,154.430,154.410,154.428
2026-02-23T16:00:00.000000000Z,154.429,154.447,154.424,154.441
2026-02-23T16:01:00.000000000Z,154.443,154.448,154.420,154.430
2026-02-23T16:02:00.000000000Z,154.430,154.435,154.384,154.392
2026-02-23T16:03:00.000000000Z,154.392,154.430,154.384,154.414
2026-02-23T16:04:00.000000000Z,154.414,154.430,154.383,154.408
2026-02-23T16:05:00.000000000Z,154.407,154.440,154.389,154.430
2026-02-23T16:06:00.000000000Z,154.430,154.466,154.423,154.456
2026-02-23T16:07:00.000000000Z,154.454,154.467,154.450,154.453
2026-02-23T16:08:00.000000000Z,154.452,154.475,154.439,154.463
2026-02-23T16:09:00.000000000Z,154.464,154.466,154.437,154.437
2026-02-23T16:10:00.000000000Z,154.438,154.456,154.420,154.451
2026-02-23T16:11:00.000000000Z,154.448,154.476,154.442,154.474
2026-02-23T16:12:00.000000000Z,154.472,154.472,154.444,154.453
2026-02-23T16:13:00.000000000Z,154.452,154.462,154.424,154.426
2026-02-23T16:14:00.000000000Z,154.426,154.426,154.389,154.418
2026-02-23T16:15:00.000000000Z,154.419,154.448,154.416,154.440
2026-02-23T16:16:00.000000000Z,154.440,154.441,154.410,154.412
2026-02-23T16:17:00.000000000Z,154.413,154.423,154.390,154.403
2026-02-23T16:18:00.000000000Z,154.402,154.415,154.378,154.396
2026-02-23T16:19:00.000000000Z,154.394,154.396,154.372,154.380
2026-02-23T16:20:00.000000000Z,154.380,154.388,154.377,154.388
2026-02-23T16:21:00.000000000Z,154.386,154.390,154.379,154.384
2026-02-23T16:22:00.000000000Z,154.384,154.413,154.381,154.404
2026-02-23T16:23:00.000000000Z,154.404,154.404,154.373,154.392
2026-02-23T16:24:00.000000000Z,154.391,154.395,154.358,154.369
2026-02-23T16:25:00.000000000Z,154.368,154.368,154.324,154.334
2026-02-23T16:26:00.000000000Z,154.334,154.354,154.332,154.348
2026-02-23T16:27:00.000000000Z,154.349,154.352,154.332,154.334
2026-02-23T16:28:00.000000000Z,154.333,154.343,154.320,154.340
2026-02-23T16:29:00.000000000Z,154.341,154.366,154.336,154.364
2026-02-23T16:30:00.000000000Z,154.363,154.377,154.343,154.370
2026-02-23T16:31:00.000000000Z,154.369,154.394,154.364,154.378
2026-02-23T16:32:00.000000000Z,154.378,154.416,154.378,154.398
2026-02-23T16:33:00.000000000Z,154.396,154.397,154.366,154.368
2026-02-23T16:34:00.000000000Z,154.368,154.368,154.353,154.366
2026-02-23T16:35:00.000000000Z,154.367,154.378,154.344,154.354
2026-02-23T16:36:00.000000000Z,154.354,154.354,154.328,154.332
2026-02-23T16:37:00.000000000Z,154.332,154.360,154.332,154.351
2026-02-23T16:38:00.000000000Z,154.352,154.355,154.342,154.346
2026-02-23T16:39:00.000000000Z,154.346,154.346,154.322,154.322
2026-02-23T16:40:00.000000000Z,154.323,154.323,154.280,154.282
2026-02-23T16:41:00.000000000Z,154.283,154.299,154.274,154.298
2026-02-23T16:42:00.000000000Z,154.298,154.306,154.289,154.292
2026-02-23T16:43:00.000000000Z,154.293,154.324,154.288,154.288
2026-02-23T16:44:00.000000000Z,154.288,154.324,154.287,154.315
2026-02-23T16:45:00.000000000Z,154.312,154.332,154.308,154.318
2026-02-23T16:46:00.000000000Z,154.318,154.325,154.318,154.321
2026-02-23T16:47:00.000000000Z,154.320,154.324,154.311,154.319
2026-02-23T16:48:00.000000000Z,154.318,154.334,154.311,154.327
2026-02-23T16:49:00.000000000Z,154.326,154.332,154.318,154.330
2026-02-23T16:50:00.000000000Z,154.328,154.332,154.318,154.324
2026-02-23T16:51:00.000000000Z,154.322,154.324,154.310,154.318
2026-02-23T16:52:00.000000000Z,154.318,154.336,154.310,154.334
2026-02-23T16:53:00.000000000Z,154.334,154.346,154.332,154.346
2026-02-23T16:54:00.000000000Z,154.346,154.351,154.338,154.346
2026-02-23T16:55:00.000000000Z,154.346,154.346,154.332,154.340
2026-02-23T16:56:00.000000000Z,154.340,154.340,154.299,154.300
2026-02-23T16:57:00.000000000Z,154.300,154.331,154.298,154.329
2026-02-23T16:58:00.000000000Z,154.330,154.336,154.320,154.332
