ema5,ema9,ema21,signal_rate,signals,precision,capture,quality,horizon_bars,target_pips
0.7,0.28,0.15,0.24535397787513252,12265,0.4137790460660416,0.12897733048693708,0.4072215234110575,8,1.2
0.7,0.15,0.15,0.24537398227610074,12266,0.4137453122452307,0.12897733048693708,0.40719019011836277,8,1.2
0.7,0.18,0.15,0.24537398227610074,12266,0.4137453122452307,0.12897733048693708,0.40719019011836277,8,1.2
0.7,0.12,0.12,0.25027506051331294,12511,0.41315642234833344,0.1313662702043306,0.407189429609931,8,1.2
0.7,0.15,0.12,0.25027506051331294,12511,0.41315642234833344,0.1313662702043306,0.407189429609931,8,1.2
0.7,0.18,0.12,0.25027506051331294,12511,0.41315642234833344,0.1313662702043306,0.407189429609931,8,1.2
0.7,0.35,0.12,0.24981495929104403,12488,0.41319666880204997,0.13113754193351632,0.40717446391697526,8,1.2
0.7,0.45,0.05,0.2527956150353078,12637,0.41275619213420905,0.13256074006302734,0.407091665938446,8,1.2
0.7,0.35,0.15,0.24507391626157754,12251,0.413680515876255,0.1287994307207482,0.4070893858276443,8,1.2
0.7,0.45,0.1,0.2483746424213327,12416,0.413257087628866,0.1304005286164481,0.4070620447194259,8,1.2
0.45,0.45,0.1,0.32409130008601894,16201,0.40991296833528795,0.16877604960862053,0.40702201232496565,8,1.2
0.45,0.28,0.22,0.3219108203804837,16092,0.4096445438727318,0.16753075124529837,0.40701524542707374,8,1.2
0.45,0.45,0.45,0.1859209025985717,9294,0.42070152786744136,0.09936972654264511,0.40701203617926995,8,1.2
0.7,0.45,0.12,0.2462341715177339,12309,0.41343732228450725,0.12933313001931482,0.4069854228666353,8,1.2
0.45,0.35,0.22,0.3192302306507432,15958,0.40926181225717506,0.16598048185422384,0.4069541845790859,8,1.2
0.7,0.45,0.08,0.25035507811718577,12515,0.41286456252497006,0.1313154416997052,0.40690717189903236,8,1.2
0.45,0.45,0.35,0.2409930184640621,12047,0.41396198223624137,0.12674087628341973,0.4068811444519288,8,1.2
0.7,0.55,0.05,0.2342315309368061,11709,0.41472371679904346,0.12341160923045644,0.4068315005114602,8,1.2
0.7,0.45,0.15,0.2422332913240913,12109,0.41374184490874555,0.12732540408661178,0.4068098398676365,8,1.2
0.55,0.28,0.28,0.2588769529296445,12941,0.41171470520052544,0.1354071363220494,0.4067799395520828,8,1.2
0.45,0.22,0.22,0.32231090839984794,16112,0.40944637537239326,0.16765782250686184,0.4067690663644115,8,1.2
0.7,0.55,0.1,0.23171097641481125,11583,0.4149184149184149,0.1221408966148216,0.4067237320881923,8,1.2
0.7,0.55,0.08,0.23281121846806296,11638,0.414761986595635,0.12267459591338822,0.4066993328118026,8,1.2
0.55,0.35,0.28,0.2587969353257717,12937,0.41161011053567287,0.13533089356511133,0.40666574277476547,8,1.2
0.55,0.28,0.12,0.31979035387785315,15986,0.40898286000250217,0.16615838162041272,0.4066080175371598,8,1.2
0.55,0.22,0.12,0.3200904198923763,16001,0.40897443909755643,0.16631086713428891,0.40656358871047127,8,1.2
0.45,0.45,0.08,0.3263317929944588,16313,0.40967326671979404,0.16984344820575378,0.406513451560459,8,1.2
0.55,0.18,0.12,0.32015043309528096,16004,0.40889777555611095,0.16631086713428891,0.4064797235846772,8,1.2
0.7,0.55,0.12,0.23041069035187742,11518,0.4148289633616947,0.12142929755006608,0.40647824620392004,8,1.2
0.55,0.12,0.12,0.3201704374962492,16005,0.4088722274289285,0.16631086713428891,0.40645177492937856,8,1.2
0.55,0.15,0.12,0.3201704374962492,16005,0.4088722274289285,0.16631086713428891,0.40645177492937856,8,1.2
0.7,0.7,0.1,0.18390045810078218,9193,0.4203198085499837,0.09820067093626106,0.40638786352207756,8,1.2
0.7,0.55,0.15,0.22807017543859648,11401,0.41496359968423824,0.12023482769136933,0.4063320207368698,8,1.2
0.7,0.7,0.15,0.1827001940426894,9133,0.42034380816818134,0.09756531462844363,0.4062678314533041,8,1.2
0.28,0.28,0.28,0.33023265118326034,16508,0.4098618851465956,0.17195283114770762,0.40623396700460435,8,1.2
0.7,0.22,0.18,0.23891256076336795,11943,0.4135476848363058,0.12552099217241028,0.4062171921279099,8,1.2
0.7,0.28,0.18,0.23891256076336795,11943,0.4135476848363058,0.12552099217241028,0.4062171921279099,8,1.2
0.7,0.35,0.18,0.23881253875852687,11938,0.41355335902161167,0.1254701636677849,0.40621086367263487,8,1.2
0.45,0.45,0.05,0.3289723739222629,16445,0.4096685922772879,0.1712158178306394,0.40619190740661637,8,1.2
0.7,0.7,0.12,0.18344035687851326,9170,0.42017448200654306,0.09792111416082139,0.4061873248319646,8,1.2
0.7,0.18,0.18,0.23893256516433614,11944,0.4135130609511052,0.12552099217241028,0.4061849687708255,8,1.2
0.55,0.35,0.12,0.3172497949548901,15859,0.40822246043256194,0.16453186947240012,0.40615248503797513,8,1.2
0.55,0.45,0.28,0.25517613875052514,12756,0.4114926309187833,0.13339941038934636,0.4061137675688463,8,1.2
0.7,0.7,0.08,0.1842405329172418,9210,0.41997828447339847,0.09830232794551184,0.4060871484234675,8,1.2
0.7,0.7,0.05,0.18488067374822462,9242,0.4197143475438217,0.09858188472095152,0.40590002839360867,8,1.2
0.55,0.35,0.35,0.2242293304526996,11209,0.4149344276920332,0.11820168750635357,0.40584194734635715,8,1.2
0.55,0.55,0.35,0.2139270639540699,10694,0.41602767907237703,0.11306800853918877,0.4056989267468654,8,1.2
0.55,0.28,0.1,0.3247114365160335,16232,0.40863725973385906,0.16857273559011893,0.40567188735193505,8,1.2
0.7,0.55,0.18,0.22494948888755525,11245,0.4146731880835927,0.11850665853410593,0.40566712675009936,8,1.2
0.55,0.22,0.1,0.3252315509412071,16258,0.40853733546561694,0.1688014638609332,0.4055095493526721,8,1.2
0.7,0.22,0.22,0.2299305847286403,11494,0.4138681050983122,0.12089559825149944,0.405459775265749,8,1.2
0.7,0.28,0.22,0.2299305847286403,11494,0.4138681050983122,0.12089559825149944,0.405459775265749,8,1.2
0.7,0.35,0.22,0.22989057592670387,11492,0.41385311521058127,0.12087018399918674,0.40543998432178574,8,1.2
0.55,0.45,0.45,0.17519854367960952,8758,0.4204156200045672,0.0935752770153502,0.40543944524612036,8,1.2
0.7,0.45,0.18,0.23695212946848307,11845,0.4130012663571127,0.12432652231371354,0.40543552189333065,8,1.2
0.55,0.18,0.1,0.3252915641441117,16261,0.40846196420884323,0.1688014638609332,0.40542697651154985,8,1.2
0.55,0.12,0.1,0.3253115685450799,16262,0.4084368466363301,0.1688014638609332,0.4053994584109205,8,1.2
0.55,0.15,0.1,0.3253115685450799,16262,0.4084368466363301,0.1688014638609332,0.4053994584109205,8,1.2
0.7,0.7,0.18,0.18169997399427873,9083,0.4195750302763404,0.09685371556368812,0.4053790271556539,8,1.2
0.55,0.1,0.1,0.32533157294604814,16263,0.40841173215273935,0.1688014638609332,0.40537194339921356,8,1.2
0.55,0.45,0.35,0.2231490928004161,11155,0.41452263558942176,0.11751550269391074,0.4053005267254717,8,1.2
0.55,0.35,0.1,0.3214907279601512,16071,0.40787754340115734,0.16659042390972859,0.4052986560459392,8,1.2
0.55,0.55,0.45,0.17313809037988356,8655,0.4204506065857886,0.09248246416590424,0.4052271774313746,8,1.2
0.7,0.45,0.22,0.22891036027926143,11443,0.41352792099973784,0.12026024194368201,0.4049971642332492,8,1.2
0.7,0.7,0.22,0.17971953829842566,8984,0.41930097951914513,0.09573548846192945,0.40486732411495624,8,1.2
0.55,0.28,0.08,0.3293124487387225,16462,0.4083343457660066,0.17083460404594897,0.4048168519173599,8,1.2
0.55,0.22,0.08,0.3300526115745464,16499,0.408327777441057,0.1712158178306394,0.40472146405211146,8,1.2
0.7,0.55,0.22,0.2197683490367881,10986,0.4143455306754051,0.11568567652739656,0.40471773255981963,8,1.2
0.45,0.35,0.18,0.33863449958990977,16928,0.4093218336483932,0.17609535427467723,0.40468569369760404,8,1.2
0.7,0.55,0.28,0.20830582728200203,10413,0.4156343032747527,0.10999288400935245,0.40463100254859297,8,1.2
0.55,0.18,0.08,0.3301926423813239,16506,0.4082151944747365,0.1712412320829521,0.4045920773889776,8,1.2
0.55,0.12,0.08,0.3302126467822921,16507,0.40819046465136005,0.1712412320829521,0.404564947037485,8,1.2
0.55,0.15,0.08,0.3302126467822921,16507,0.40819046465136005,0.1712412320829521,0.404564947037485,8,1.2
0.7,0.28,0.28,0.21378703314729242,10687,0.41489660334986433,0.11268679475449832,0.40455104732753944,8,1.2
0.7,0.35,0.28,0.21378703314729242,10687,0.41489660334986433,0.11268679475449832,0.40455104732753944,8,1.2
0.55,0.08,0.08,0.33023265118326034,16508,0.4081657378240853,0.1712412320829521,0.404537819682094,8,1.2
0.55,0.1,0.08,0.33023265118326034,16508,0.4081657378240853,0.1712412320829521,0.404537819682094,8,1.2
0.45,0.28,0.18,0.343635599831963,17178,0.4097683083013156,0.17889092202907392,0.40453203632148005,8,1.2
0.55,0.35,0.08,0.3253715817479846,16265,0.4075622502305564,0.16847107858086816,0.4045176604207983,8,1.2
0.7,0.7,0.45,0.14669227229990597,7333,0.42274648847674895,0.07878418216936058,0.4043495611527377,8,1.2
0.45,0.22,0.18,0.3443757626677869,17215,0.40952657566076095,0.17917047880451356,0.4042014841406265,8,1.2
0.7,0.45,0.28,0.21328692312308709,10662,0.4145563684111799,0.11233099522212056,0.4041507991859503,8,1.2
0.45,0.18,0.18,0.3445157934745644,17222,0.4094181860411102,0.17919589305682626,0.40407629082416247,8,1.2
0.7,0.7,0.28,0.17529856568445057,8763,0.41880634485906654,0.09327030598759785,0.4038421727412006,8,1.2
0.7,0.7,0.35,0.1670367480845786,8350,0.41964071856287427,0.08905154010369015,0.4036851283330237,8,1.2
0.55,0.28,0.05,0.3360339274640421,16798,0.4076675794737469,0.1740367998373488,0.4033435081780618,8,1.2
0.7,0.35,0.35,0.19106203364740243,9551,0.4163961888807455,0.10107248144759581,0.40332363291843376,8,1.2
0.55,0.35,0.05,0.3305527215987517,16524,0.40692326313241345,0.17088543255057437,0.4032569365405632,8,1.2
0.45,0.35,0.15,0.35041709176018726,17517,0.40925957641148597,0.18219477482972452,0.4032095254002635,8,1.2
0.7,0.45,0.35,0.19090199843965672,9543,0.4162213140521848,0.10094541018603233,0.40312955386494365,8,1.2
0.55,0.22,0.05,0.3372742003240713,16860,0.4075326215895611,0.1746213276405408,0.40305971755067255,8,1.2
0.7,0.45,0.45,0.15557422632979256,7777,0.42034203420342037,0.08307919081020636,0.4030109413629955,8,1.2
0.7,0.55,0.45,0.15513412950849187,7755,0.4203739522888459,0.08285046253939209,0.4029900478298649,8,1.2
0.55,0.12,0.05,0.33747424433375345,16870,0.4074688796680498,0.1746975703974789,0.40297197034799936,8,1.2
0.55,0.18,0.05,0.337434235531817,16868,0.40745790846573393,0.1746721561451662,0.4029658002019159,8,1.2
0.55,0.05,0.05,0.3374942487347216,16871,0.4074447276391441,0.1746975703974789,0.4029454177909775,8,1.2
0.55,0.08,0.05,0.3374942487347216,16871,0.4074447276391441,0.1746975703974789,0.4029454177909775,8,1.2
0.55,0.1,0.05,0.3374942487347216,16871,0.4074447276391441,0.1746975703974789,0.4029454177909775,8,1.2
0.7,0.55,0.35,0.18916161555542219,9456,0.41624365482233505,0.10003049710277524,0.4029430486889857,8,1.2
0.55,0.15,0.05,0.3374542399327852,16869,0.40743375422372397,0.1746721561451662,0.4029392454317897,8,1.2
0.45,0.28,0.15,0.35813879053391745,17903,0.4092610177065296,0.18621022669513063,0.4022843628424595,8,1.2
0.45,0.22,0.15,0.3592990457900738,17961,0.40916430042870666,0.18676934024600997,0.4020484149338978,8,1.2
0.45,0.18,0.15,0.3594990897997559,17971,0.4090479105225085,0.18682016875063537,0.4019080197465378,8,1.2
0.45,0.15,0.15,0.35951909420072414,17972,0.40902515023369684,0.18682016875063537,0.40188285892960995,8,1.2
0.35,0.35,0.22,0.3476564844265738,17379,0.4075608493008804,0.18000914913083257,0.4018420711696915,8,1.2
0.55,0.55,0.55,0.132889235631839,6643,0.42164684630438054,0.07118532072786418,0.40159355458020124,8,1.2
0.45,0.35,0.12,0.35947908539878776,17970,0.40829159710628826,0.1864643692182576,0.4011541068584337,8,1.2
0.35,0.28,0.22,0.35675848686711076,17834,0.4074800942020859,0.1846853715563688,0.4006690757780326,8,1.2
0.45,0.35,0.1,0.3643401548340635,18213,0.40789545928732224,0.1888024804310257,0.40017464070723463,8,1.2
0.35,0.22,0.22,0.35841885214747243,17917,0.4070435898866998,0.18534614211649894,0.4000333276290031,8,1.2
0.35,0.35,0.18,0.3695613034867671,18474,0.4082494316336473,0.19167429094236046,0.39990207521523524,8,1.2
0.45,0.28,0.12,0.370301466322591,18511,0.40818972502836154,0.19203009047473824,0.3997535490696506,8,1.2
0.45,0.22,0.12,0.3720618536077937,18599,0.4081939889241357,0.19294500355799532,0.39954656649120046,8,1.2
0.45,0.18,0.12,0.37244193722618973,18618,0.40804597701149425,0.19307207481955882,0.3993529445443515,8,1.2
0.45,0.35,0.08,0.36872111864610213,18432,0.4075520833333333,0.19091186337297958,0.39930554909580107,8,1.2
0.45,0.12,0.12,0.3725819680329672,18625,0.408,0.1931229033241842,0.39929016383604393,8,1.2
0.45,0.15,0.12,0.3725019504290944,18621,0.40798023736641426,0.19307207481955882,0.3992800033149229,8,1.2
0.7,0.7,0.55,0.1198063573986277,5989,0.4204374686926031,0.06399308732337095,0.39881423158043844,8,1.2
0.7,0.55,0.55,0.12202684590609934,6100,0.42,0.06511131442512962,0.3986432215087319,8,1.2
0.45,0.28,0.1,0.3771029626517834,18851,0.4076176330168161,0.19528311477076343,0.39836527749860207,8,1.2
0.35,0.35,0.15,0.38228410250255057,19110,0.40805860805860805,0.1981803395344109,0.398184515758302,8,1.2
0.45,0.22,0.1,0.3795635039708736,18974,0.40745230315168124,0.1964775846294602,0.3979046826751764,8,1.2
0.45,0.35,0.05,0.3745423993278521,18723,0.4067724189499546,0.19355494561350006,0.39782733103061235,8,1.2
0.28,0.28,0.22,0.3777431034827662,18883,0.4071386961817508,0.19538477178001423,0.39780952376381884,8,1.2
0.45,0.18,0.1,0.37998359639120605,18995,0.4073703606212161,0.1966554843956491,0.3977723290542714,8,1.2
0.45,0.12,0.1,0.3802036448018564,19006,0.40734504893191625,0.19675714140489986,0.3977206115556935,8,1.2
0.45,0.15,0.1,0.38012362719798354,19002,0.40732554467950743,0.19670631290027446,0.39771070941574943,8,1.2
0.45,0.1,0.1,0.38022364920282464,19007,0.40732361761456304,0.19675714140489986,0.3976967797102241,8,1.2
0.35,0.28,0.18,0.38474464382164075,19233,0.40773670254250505,0.19929856663616957,0.39756734528390814,8,1.2
0.45,0.28,0.08,0.38322430934805657,19157,0.40705747246437335,0.1981803395344109,0.39707055534260655,8,1.2
0.28,0.22,0.22,0.3813438956570446,19063,0.4065991711692808,0.19698586967571413,0.3968379036904354,8,1.2
0.45,0.22,0.08,0.3864650223049071,19319,0.40685335679900614,0.19975602317779811,0.3964775541224173,8,1.2
0.35,0.22,0.18,0.3881854007881734,19405,0.4069569698531306,0.2006963505133679,0.3963747217585498,8,1.2
0.45,0.18,0.08,0.3871251675368581,19352,0.4067796610169492,0.20006099420555049,0.3963246409125262,8,1.2
0.45,0.12,0.08,0.38736522034847665,19364,0.4067857880603181,0.20018806546711396,0.3963019616185009,8,1.2
0.45,0.1,0.08,0.38738522474944487,19365,0.40676478182287634,0.20018806546711396,0.39627855485294294,8,1.2
0.45,0.15,0.08,0.3872651983436356,19359,0.40673588511803294,0.20011182271017586,0.39626406131679665,8,1.2
0.45,0.08,0.08,0.3874052291504131,19366,0.40674377775482806,0.20018806546711396,0.3962551502567785,8,1.2
0.35,0.18,0.18,0.3886455020104423,19428,0.40678402305950173,0.20084883602724407,0.39614656281824867,8,1.2
0.35,0.35,0.12,0.39206625457600675,19599,0.4070615847747334,0.20275490495069634,0.3960136342256126,8,1.2
0.35,0.35,0.1,0.3972874032287103,19860,0.4067472306143001,0.20529633018196605,0.3950727422268549,8,1.2
0.45,0.28,0.05,0.39176618856148354,19584,0.40599468954248363,0.20206872013825353,0.3949827469151056,8,1.2
0.35,0.28,0.15,0.40288863549980997,20140,0.40724925521350547,0.20844769746874048,0.3949026189535283,8,1.2
0.35,0.35,0.08,0.40184840664946286,20088,0.4064615690959777,0.2075073701331707,0.39423976029804214,8,1.2
0.22,0.22,0.22,0.39934785652843624,19963,0.4060011020387717,0.20598251499440887,0.39407935925535936,8,1.2
0.35,0.22,0.15,0.4086699073796235,20429,0.40701943315874495,0.21131950798007523,0.39397904427319014,8,1.2
0.45,0.22,0.05,0.3961671567744904,19804,0.40547364168854777,0.2040764460709566,0.3939335828756089,8,1.2
0.28,0.28,0.18,0.4084898677709096,20420,0.40690499510284034,0.21116702246619903,0.39388621097033116,8,1.2
0.35,0.15,0.15,0.4094900878193202,20470,0.4069858329262335,0.21172613601707838,0.3938470223879151,8,1.2
0.45,0.18,0.05,0.39706735481806,19849,0.40541085193208726,0.20450848836027244,0.3937627693539201,8,1.2
0.45,0.12,0.05,0.39746744283742425,19869,0.40545573506467364,0.2047372166310867,0.3937596419241827,8,1.2
0.35,0.18,0.15,0.40935005701254273,20463,0.40688071152812394,0.2115990647555149,0.39375870468661883,8,1.2
0.45,0.15,0.05,0.39730740762967853,19861,0.40541765268616886,0.20463555962183594,0.39374076377060746,8,1.2
0.45,0.1,0.05,0.39748744723839247,19870,0.4054353296426774,0.2047372166310867,0.39373683597407033,8,1.2
0.45,0.05,0.05,0.39750745163936063,19871,0.40541492627447034,0.2047372166310867,0.3937140320777471,8,1.2
0.45,0.08,0.05,0.39750745163936063,19871,0.40541492627447034,0.2047372166310867,0.3937140320777471,8,1.2
0.35,0.35,0.05,0.407869731340895,20389,0.4056108686056207,0.21017586662600388,0.3926665008447133,8,1.2
0.35,0.28,0.12,0.41795194942887437,20893,0.40616474417268944,0.21566534512554641,0.3920105102412245,8,1.2
0.28,0.22,0.18,0.41609154013883054,20800,0.40533653846153844,0.2142675612483481,0.3914055536448788,8,1.2
0.28,0.28,0.15,0.42777411030426693,21384,0.4063786008230453,0.22084985259733658,0.39104570758653323,8,1.2
0.28,0.18,0.18,0.41735181739982796,20863,0.40507117864161435,0.214775846294602,0.39098896055363497,8,1.2
0.35,0.22,0.12,0.4268138990577927,21336,0.4060273715785527,0.22016366778489377,0.39080970369161755,8,1.2
0.35,0.12,0.12,0.42867430834783654,21429,0.40594521442904474,0.22107858086815085,0.39050429742730436,8,1.2
0.35,0.18,0.12,0.4281741983236312,21404,0.40585871799663614,0.22077360984039848,0.3904778141978004,8,1.2
0.35,0.15,0.12,0.42853427754105905,21422,0.40589113994958453,0.22097692385890008,0.39046702664465743,8,1.2
0.35,0.28,0.1,0.4264538198403649,21318,0.4053851205553992,0.21962996848632713,0.3902106621745554,8,1.2
0.35,0.28,0.08,0.43363539978795335,21677,0.40489920191908474,0.22306089254854122,0.38886295394453035,8,1.2
0.35,0.22,0.1,0.43749624917481844,21870,0.40480109739368997,0.2249923757243062,0.38830154749271173,8,1.2
0.28,0.28,0.12,0.4437176178759327,22181,0.40548216942428206,0.22857578530039646,0.38823605527917016,8,1.2
0.28,0.22,0.15,0.44059693132489147,22025,0.40508513053348466,0.2267459591338823,0.3882134987744977,8,1.2
0.35,0.12,0.1,0.44027686090940005,22009,0.40474351401699304,0.22639015960150452,0.38791029070786504,8,1.2
0.35,0.1,0.1,0.44037688291424115,22014,0.4046970109930044,0.22641557385381722,0.3878517850432955,8,1.2
0.28,0.15,0.15,0.443177499049791,22154,0.40502843730251875,0.22804208600182982,0.3878471374165438,8,1.2
0.35,0.18,0.1,0.43947668487067154,21969,0.40457007601620465,0.22588187455525058,0.38783287383172405,8,1.2
0.35,0.15,0.1,0.44007681689971795,21999,0.4046093004227465,0.22621225983531565,0.38780008239478037,8,1.2
0.22,0.22,0.18,0.4379763547980556,21894,0.40426600895222436,0.2249415472196808,0.3877088463764577,8,1.2
0.28,0.18,0.15,0.4425973714217128,22125,0.4047457627118644,0.22758462946020128,0.3876340781412589,8,1.2
0.35,0.28,0.05,0.44357758706915523,22174,0.4039415531703797,0.22763545796482668,0.3867122427220811,8,1.2
0.22,0.18,0.18,0.44087699293844645,22039,0.4036027042969282,0.22605977432143945,0.38669746514431463,8,1.2
