bar_index,timestamp_utc,price,bid,ask,spread_pips,session_internal,session,trigger_family,trigger_reason,direction,trigger_level_label,trigger_level_price,nearest_level_pips,overhead_level_label,underfoot_level_label,overhead_level_pips,underfoot_level_pips,m3,m1,m5,m5_atr_pips,adx_m5,adx_m15,extension_pips,extension_limit_pips,compression_range_pips,compression_cap_pips,micro_confirmation,bollinger_bandwidth,squeeze_duration_bars,breakout_level,breakout_direction,breakout_bar_atr_multiple,forward_complete,mfe_5m_pips,mae_5m_pips,net_5m_pips,mfe_10m_pips,mae_10m_pips,net_10m_pips,mfe_15m_pips,mae_15m_pips,net_15m_pips,mfe_30m_pips,mae_30m_pips,net_30m_pips,mfe_60m_pips,mae_60m_pips,net_60m_pips,strategy_a_status,strategy_a_filled,strategy_a_pnl_pips,strategy_a_outcome,strategy_a_exit_reason,strategy_a_fill_time_utc,strategy_a_exit_time_utc,strategy_a_hold_minutes,strategy_a_time_to_fill_min,hit_tp_60m,hit_sl_60m,outcome_60m,strategy_b_status,strategy_b_filled,strategy_b_pnl_pips,strategy_b_outcome,strategy_b_exit_reason,strategy_b_fill_time_utc,strategy_b_exit_time_utc,strategy_b_hold_minutes,strategy_b_time_to_fill_min,strategy_c_status,strategy_c_filled,strategy_c_pnl_pips,strategy_c_outcome,strategy_c_exit_reason,strategy_c_fill_time_utc,strategy_c_exit_time_utc,strategy_c_hold_minutes,strategy_c_time_to_fill_min,false_breakout,retest_of_breakout_level,gate_thresholds_json,expansion_followed
782718,2025-08-01T01:58:00+00:00,150.906,150.8985,150.9135,1.4999999999986358,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_HIGH,buy,TOKYO_SESSION_HIGH,150.918,1.2,TOKYO_SESSION_HIGH,TODAY_HIGH,1.2,2.2,bull,bull,bull,9.84,17.32,14.69,,,8.2,8.86,compressed_range_pressing_boundary,0.0009337130400576499,6.0,150.918,buy,0.7599164926934854,True,1.2,11.6,-10.0,1.2,15.2,-13.2,1.2,15.2,-13.0,1.2,15.2,-9.0,1.2,20.2,-13.0,loss,True,-12.0,loss,sl,2025-08-01T01:58:00+00:00,2025-08-01T02:06:00+00:00,8.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-08-01T01:58:00+00:00,2025-08-01T02:06:00+00:00,8.0,0.0,loss,True,-12.0,loss,sl,2025-08-01T01:59:00+00:00,2025-08-01T02:02:00+00:00,3.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
785607,2025-08-05T02:28:00+00:00,147.136,147.1275,147.1445,1.6999999999995907,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_HIGH,buy,TOKYO_SESSION_HIGH,147.15,1.4,TOKYO_SESSION_HIGH,PDL,1.4,8.0,bull,bull,bull,7.76,13.07,17.24,,,5.6,6.98,compressed_range_pressing_boundary,0.0006848526289454039,3.0,147.146,buy,1.6267605633798525,True,6.5,1.2,5.8,9.6,1.2,4.6,9.6,1.2,5.0,9.6,1.2,2.8,12.6,1.2,8.6,win,True,8.0,win,tp,2025-08-05T02:28:00+00:00,2025-08-05T02:35:00+00:00,7.0,0.0,True,False,win,win,True,8.0,win,tp,2025-08-05T02:28:00+00:00,2025-08-05T02:35:00+00:00,7.0,0.0,win,True,8.0,win,tp,2025-08-05T02:29:00+00:00,2025-08-05T02:35:00+00:00,6.0,1.0,False,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
786340,2025-08-05T14:41:00+00:00,147.518,147.5095,147.5265,1.700000000002433,london/ny,london/newyork,compression_breakout,compression_press:HALF_YEN:147.50,sell,HALF_YEN:147.50,147.5,1.8,LONDON/NY_SESSION_HIGH,HALF_YEN:147.50,31.8,1.8,bear,bear,bear,14.74,19.04,16.05,,,12.1,13.27,compressed_range_pressing_boundary,0.0011718553305731898,6.0,147.518,sell,1.0713043478262205,True,16.4,0.0,9.6,16.4,0.0,3.6,16.4,0.0,8.8,16.4,0.0,14.4,21.8,1.2,3.0,win,True,8.0,win,tp,2025-08-05T14:41:00+00:00,2025-08-05T14:43:00+00:00,2.0,0.0,True,False,win,win,True,8.0,win,tp,2025-08-05T14:41:00+00:00,2025-08-05T14:43:00+00:00,2.0,0.0,win,True,8.0,win,tp,2025-08-05T14:42:00+00:00,2025-08-05T14:43:00+00:00,1.0,1.0,False,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",True
793130,2025-08-12T08:52:00+00:00,148.46,148.452,148.46800000000002,1.5999999999991132,tokyo/london,tokyo/london,compression_breakout,compression_press:LOCAL_RANGE_HIGH,buy,LOCAL_RANGE_HIGH,148.464,0.4,LOCAL_RANGE_HIGH,TODAY_HIGH,0.4,20.8,bull,bull,bull,4.76,20.7,17.7,,,3.9,4.28,compressed_range_pressing_boundary,0.0005655686606734332,5.0,148.466,buy,0.7241379310346011,True,0.8,2.8,-0.3,0.8,7.4,-4.4,0.8,7.4,-1.7,0.8,7.4,-6.6,0.8,10.8,-1.4,scratch,True,-1.4,scratch,timeout,2025-08-12T08:52:00+00:00,2025-08-12T09:52:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-1.4,scratch,timeout,2025-08-12T08:52:00+00:00,2025-08-12T09:52:00+00:00,60.0,0.0,scratch,True,-2.0,scratch,timeout,2025-08-12T08:53:00+00:00,2025-08-12T09:52:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
797854,2025-08-15T16:04:00+00:00,147.051,147.043,147.05899999999997,1.5999999999991132,ny,newyork,compression_breakout,compression_press:PWL,buy,PWL,147.056,0.5,PWL,WHOLE_YEN:147.00,0.5,5.1,bull,bull,bull,6.24,17.17,10.8,,,5.0,5.62,compressed_range_pressing_boundary,0.0008244739504127497,1.0,147.052,buy,0.42711864406707417,True,3.7,0.9,1.1,3.7,0.9,1.1,3.7,0.9,2.6,10.2,0.9,9.5,21.5,0.9,17.2,win,True,8.0,win,tp,2025-08-15T16:04:00+00:00,2025-08-15T16:30:00+00:00,26.0,0.0,True,False,win,win,True,8.0,win,tp,2025-08-15T16:04:00+00:00,2025-08-15T16:30:00+00:00,26.0,0.0,win,True,8.0,win,tp,2025-08-15T16:05:00+00:00,2025-08-15T16:30:00+00:00,25.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
823084,2025-09-10T07:40:00+00:00,147.416,147.4085,147.4235,1.500000000001478,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_LOW,sell,TOKYO/LONDON_SESSION_LOW,147.406,1.0,TODAY_HIGH,TOKYO/LONDON_SESSION_LOW,5.7,1.0,bear,bear,,7.55,16.47,19.04,,,5.7,6.79,compressed_range_pressing_boundary,0.0006070081346752643,4.0,147.406,sell,0.9058823529406601,True,2.3,1.6,0.2,2.3,4.1,-2.0,2.3,5.4,-5.1,2.3,13.7,-3.6,2.3,14.2,-10.4,loss,True,-12.0,loss,sl,2025-09-10T07:40:00+00:00,2025-09-10T08:02:00+00:00,22.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-09-10T07:40:00+00:00,2025-09-10T08:02:00+00:00,22.0,0.0,loss,True,-12.0,loss,sl,2025-09-10T07:41:00+00:00,2025-09-10T08:02:00+00:00,21.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
823085,2025-09-10T07:41:00+00:00,147.407,147.399,147.41500000000002,1.5999999999991132,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_LOW,sell,TOKYO/LONDON_SESSION_LOW,147.403,0.4,TODAY_HIGH,TOKYO/LONDON_SESSION_LOW,6.6,0.4,bear,bear,,7.55,16.47,19.04,,,6.0,6.79,compressed_range_pressing_boundary,0.0006015681778041599,5.0,147.403,sell,0.6268656716422875,True,1.4,5.0,-3.1,1.4,5.0,-3.3,1.4,7.8,-7.6,1.4,14.6,-4.1,1.4,15.1,-9.1,loss,True,-12.0,loss,sl,2025-09-10T07:41:00+00:00,2025-09-10T08:02:00+00:00,21.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-09-10T07:41:00+00:00,2025-09-10T08:02:00+00:00,21.0,0.0,loss,True,-12.0,loss,sl,2025-09-10T07:44:00+00:00,2025-09-10T08:02:00+00:00,18.0,3.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
838924,2025-09-25T09:41:00+00:00,148.81,148.80349999999999,148.81650000000002,1.300000000000523,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,148.83,2.0,LONDON_SESSION_HIGH,LONDON_SESSION_LOW,2.0,17.6,bull,bull,bull,4.78,21.28,13.47,,,4.2,4.3,compressed_range_pressing_boundary,0.0004968195150260434,4.0,148.814,buy,0.3381642512072466,True,0.2,3.0,-3.0,0.2,6.2,-4.9,0.2,6.7,-2.0,0.2,6.7,-5.2,0.2,8.4,-5.8,scratch,True,-5.8,scratch,timeout,2025-09-25T09:41:00+00:00,2025-09-25T10:41:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-5.8,scratch,timeout,2025-09-25T09:41:00+00:00,2025-09-25T10:41:00+00:00,60.0,0.0,no_fill,False,,,,,,,,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
848900,2025-10-06T08:54:00+00:00,150.346,150.338,150.354,1.6000000000019554,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_HIGH,buy,TOKYO/LONDON_SESSION_HIGH,150.369,2.3,TOKYO/LONDON_SESSION_HIGH,WHOLE_YEN:150.00,2.3,34.6,bull,bull,bull,9.09,22.08,21.33,,,4.7,8.18,compressed_range_pressing_boundary,0.0007721512472600878,4.0,150.352,buy,0.9139465875366856,True,5.5,0.0,2.1,5.5,1.4,3.0,6.2,1.4,5.6,8.9,4.5,-2.4,13.1,4.5,7.0,win,True,8.0,win,tp,2025-10-06T08:54:00+00:00,2025-10-06T09:10:00+00:00,16.0,0.0,True,False,win,win,True,8.0,win,tp,2025-10-06T08:54:00+00:00,2025-10-06T09:10:00+00:00,16.0,0.0,win,True,8.0,win,tp,2025-10-06T08:55:00+00:00,2025-10-06T09:10:00+00:00,15.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
848901,2025-10-06T08:55:00+00:00,150.366,150.35750000000002,150.3745,1.6999999999995907,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_HIGH,buy,TOKYO/LONDON_SESSION_HIGH,150.374,0.8,TOKYO/LONDON_SESSION_HIGH,WHOLE_YEN:150.00,0.8,36.6,bull,bull,bull,8.26,23.02,21.33,,,6.9,7.44,compressed_range_pressing_boundary,0.0007742113097801816,5.0,150.374,buy,1.1597633136091399,True,3.5,1.7,-1.4,3.6,3.4,3.5,6.9,3.4,4.6,6.9,6.5,-2.1,11.1,6.5,3.0,win,True,8.0,win,tp,2025-10-06T08:55:00+00:00,2025-10-06T09:42:00+00:00,47.0,0.0,True,False,win,win,True,8.0,win,tp,2025-10-06T08:55:00+00:00,2025-10-06T09:42:00+00:00,47.0,0.0,win,True,8.0,win,tp,2025-10-06T08:56:00+00:00,2025-10-06T09:43:00+00:00,47.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
855722,2025-10-13T03:22:00+00:00,151.972,151.9625,151.9815,1.9000000000005457,tokyo,tokyo,compression_breakout,compression_press:WHOLE_YEN:152.00,buy,WHOLE_YEN:152.00,152.0,2.8,WHOLE_YEN:152.00,TOKYO_SESSION_LOW,2.8,16.8,bull,bull,bull,3.74,20.25,14.67,,,3.1,3.36,compressed_range_pressing_boundary,0.00048014812364358713,1.0,151.977,buy,1.7161290322588596,True,1.8,0.4,1.1,1.8,0.6,0.6,4.5,0.6,3.4,4.5,5.5,-0.4,4.5,16.0,-10.4,loss,True,-12.0,loss,sl,2025-10-13T03:22:00+00:00,2025-10-13T04:17:00+00:00,55.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-10-13T03:22:00+00:00,2025-10-13T04:17:00+00:00,55.0,0.0,loss,True,-12.0,loss,sl,2025-10-13T03:24:00+00:00,2025-10-13T04:17:00+00:00,53.0,2.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
862355,2025-10-17T18:45:00+00:00,150.493,150.48399999999998,150.502,1.8000000000000682,ny,newyork,compression_breakout,compression_press:HALF_YEN:150.50,buy,HALF_YEN:150.50,150.5,0.7,HALF_YEN:150.50,NY_SESSION_LOW,0.7,33.2,bull,bull,bull,5.29,23.54,8.9,,,3.8,4.76,compressed_range_pressing_boundary,0.0005551350165595927,2.0,150.494,buy,1.0090090090084116,True,1.9,3.0,1.6,4.2,3.0,4.1,4.2,3.7,-2.5,4.2,3.7,-1.3,4.2,3.7,0.9,scratch,True,0.9,scratch,timeout,2025-10-17T18:45:00+00:00,2025-10-17T19:45:00+00:00,60.0,0.0,False,False,scratch,scratch,True,0.9,scratch,timeout,2025-10-17T18:45:00+00:00,2025-10-17T19:45:00+00:00,60.0,0.0,scratch,True,0.8,scratch,timeout,2025-10-17T18:46:00+00:00,2025-10-17T19:45:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
863405,2025-10-20T12:30:00+00:00,150.658,150.6495,150.66649999999998,1.6999999999995907,london/ny,london/newyork,compression_breakout,compression_press:PDH,sell,PDH,150.65,0.8,LONDON/NY_SESSION_HIGH,PDH,12.0,0.8,bear,bear,bear,6.36,23.18,20.02,,,5.3,5.73,compressed_range_pressing_boundary,0.0008372365762430475,1.0,150.656,sell,1.5928143712568716,True,4.8,1.5,2.0,4.8,2.2,1.3,4.8,2.7,-0.2,4.8,3.6,-1.1,4.8,7.0,-3.0,scratch,True,-3.0,scratch,timeout,2025-10-20T12:30:00+00:00,2025-10-20T13:30:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-3.0,scratch,timeout,2025-10-20T12:30:00+00:00,2025-10-20T13:30:00+00:00,60.0,0.0,scratch,True,-3.2,scratch,timeout,2025-10-20T12:31:00+00:00,2025-10-20T13:30:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",True
871886,2025-10-28T10:27:00+00:00,151.866,151.85750000000002,151.8745,1.6999999999995907,london,london,compression_breakout,compression_press:LONDON_SESSION_LOW,sell,LONDON_SESSION_LOW,151.844,2.2,WHOLE_YEN:152.00,LONDON_SESSION_LOW,13.4,2.2,bear,bear,bear,5.93,13.15,14.98,,,4.0,5.34,compressed_range_pressing_boundary,0.000541916371796736,4.0,151.864,sell,1.1111111111104344,True,1.0,6.1,-2.0,1.0,6.5,-5.7,4.2,6.5,1.2,4.2,6.5,0.6,4.2,13.0,-12.2,loss,True,-12.0,loss,sl,2025-10-28T10:27:00+00:00,2025-10-28T11:16:00+00:00,49.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-10-28T10:27:00+00:00,2025-10-28T11:16:00+00:00,49.0,0.0,loss,True,-12.0,loss,sl,2025-10-28T10:28:00+00:00,2025-10-28T11:16:00+00:00,48.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
890452,2025-11-14T10:26:00+00:00,154.711,154.70300000000003,154.719,1.5999999999991132,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,154.736,2.5,LONDON_SESSION_HIGH,HALF_YEN:154.50,2.5,21.1,bull,bull,bull,3.78,19.54,7.16,,,3.4,3.4,compressed_range_pressing_boundary,0.00021097627845983238,7.0,154.716,buy,0.7106598984783159,True,2.5,0.4,1.7,5.3,0.4,2.9,5.3,1.1,0.3,5.3,4.1,0.1,5.3,7.7,-4.3,scratch,True,-4.3,scratch,timeout,2025-11-14T10:26:00+00:00,2025-11-14T11:26:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-4.3,scratch,timeout,2025-11-14T10:26:00+00:00,2025-11-14T11:26:00+00:00,60.0,0.0,scratch,True,-4.8,scratch,timeout,2025-11-14T10:27:00+00:00,2025-11-14T11:26:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
891301,2025-11-17T00:48:00+00:00,154.616,154.608,154.62400000000002,1.5999999999991132,tokyo,tokyo,compression_breakout,compression_press:TODAY_HIGH,buy,TODAY_HIGH,154.639,2.3,TODAY_HIGH,HALF_YEN:154.50,2.3,11.6,bull,bull,bull,6.97,11.93,16.96,,,6.2,6.27,compressed_range_pressing_boundary,0.000533634747186328,4.0,154.616,buy,1.417721518988059,True,1.0,5.2,0.2,4.2,5.2,2.8,4.4,5.2,-1.8,4.4,7.0,1.6,4.4,10.4,-4.4,scratch,True,-4.4,scratch,timeout,2025-11-17T00:48:00+00:00,2025-11-17T01:48:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-4.4,scratch,timeout,2025-11-17T00:48:00+00:00,2025-11-17T01:48:00+00:00,60.0,0.0,scratch,True,-4.4,scratch,timeout,2025-11-17T00:49:00+00:00,2025-11-17T01:48:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
891823,2025-11-17T09:30:00+00:00,154.737,154.728,154.74599999999998,1.8000000000000682,london,london,compression_breakout,compression_press:PDH,buy,PDH,154.764,2.7,PDH,TODAY_HIGH,2.7,9.8,bull,bull,bull,4.7,8.13,16.96,,,3.8,4.23,compressed_range_pressing_boundary,0.0002283810466566655,10.0,154.74,buy,1.10112359550607,True,0.1,4.5,-3.5,0.1,8.1,-3.4,0.3,8.1,-2.0,5.2,8.1,1.7,5.2,8.1,0.7,scratch,True,0.7,scratch,timeout,2025-11-17T09:30:00+00:00,2025-11-17T10:30:00+00:00,60.0,0.0,False,False,scratch,scratch,True,0.7,scratch,timeout,2025-11-17T09:30:00+00:00,2025-11-17T10:30:00+00:00,60.0,0.0,no_fill,False,,,,,,,,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
