bar_index,timestamp_utc,price,bid,ask,spread_pips,session_internal,session,trigger_family,trigger_reason,direction,trigger_level_label,trigger_level_price,nearest_level_pips,overhead_level_label,underfoot_level_label,overhead_level_pips,underfoot_level_pips,m3,m1,m5,m5_atr_pips,adx_m5,adx_m15,extension_pips,extension_limit_pips,compression_range_pips,compression_cap_pips,micro_confirmation,bollinger_bandwidth,squeeze_duration_bars,breakout_level,breakout_direction,breakout_bar_atr_multiple,forward_complete,mfe_5m_pips,mae_5m_pips,net_5m_pips,mfe_10m_pips,mae_10m_pips,net_10m_pips,mfe_15m_pips,mae_15m_pips,net_15m_pips,mfe_30m_pips,mae_30m_pips,net_30m_pips,mfe_60m_pips,mae_60m_pips,net_60m_pips,strategy_a_status,strategy_a_filled,strategy_a_pnl_pips,strategy_a_outcome,strategy_a_exit_reason,strategy_a_fill_time_utc,strategy_a_exit_time_utc,strategy_a_hold_minutes,strategy_a_time_to_fill_min,hit_tp_60m,hit_sl_60m,outcome_60m,strategy_b_status,strategy_b_filled,strategy_b_pnl_pips,strategy_b_outcome,strategy_b_exit_reason,strategy_b_fill_time_utc,strategy_b_exit_time_utc,strategy_b_hold_minutes,strategy_b_time_to_fill_min,strategy_c_status,strategy_c_filled,strategy_c_pnl_pips,strategy_c_outcome,strategy_c_exit_reason,strategy_c_fill_time_utc,strategy_c_exit_time_utc,strategy_c_hold_minutes,strategy_c_time_to_fill_min,false_breakout,retest_of_breakout_level,gate_thresholds_json,expansion_followed
214368,2024-01-19T03:21:00+00:00,148.296,148.2885,148.30349999999999,1.500000000001478,tokyo,tokyo,compression_breakout,compression_press:TODAY_HIGH,buy,TODAY_HIGH,148.305,0.9,TODAY_HIGH,WHOLE_YEN:148.00,0.9,29.6,bull,bull,bull,6.41,19.83,21.67,,,4.8,5.77,compressed_range_pressing_boundary,0.00030522114536863667,11.0,148.296,buy,1.529411764705194,True,0.1,4.4,-4.2,0.1,4.7,-4.6,0.1,8.6,-6.0,0.1,10.6,-6.1,3.4,10.6,1.7,scratch,True,1.7,scratch,timeout,2024-01-19T03:21:00+00:00,2024-01-19T04:21:00+00:00,60.0,0.0,False,False,scratch,scratch,True,1.7,scratch,timeout,2024-01-19T03:21:00+00:00,2024-01-19T04:21:00+00:00,60.0,0.0,scratch,True,1.7,scratch,timeout,2024-01-19T03:22:00+00:00,2024-01-19T04:21:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
222954,2024-01-29T03:40:00+00:00,148.184,148.17649999999998,148.19150000000002,1.500000000001478,tokyo,tokyo,compression_breakout,compression_press:TODAY_HIGH,buy,TODAY_HIGH,148.189,0.5,TODAY_HIGH,TODAY_LOW,0.5,15.6,bull,bull,bull,3.39,23.25,20.26,,,3.0,3.05,compressed_range_pressing_boundary,0.00031294982098641836,2.0,148.186,buy,0.804597701148663,True,0.1,2.4,-1.2,0.1,4.6,-2.4,0.1,5.8,-5.4,0.1,14.1,-13.6,0.1,14.2,-11.4,loss,True,-12.0,loss,sl,2024-01-29T03:40:00+00:00,2024-01-29T04:07:00+00:00,27.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-01-29T03:40:00+00:00,2024-01-29T04:07:00+00:00,27.0,0.0,no_fill,False,,,,,,,,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
243328,2024-02-16T09:53:00+00:00,150.292,150.28449999999998,150.29950000000002,1.500000000001478,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,150.303,1.1,LONDON_SESSION_HIGH,LONDON_SESSION_LOW,1.1,15.2,bull,bull,bull,3.5,21.64,23.85,,,3.0,3.15,compressed_range_pressing_boundary,0.0005367262281205259,2.0,150.296,buy,1.1978609625664693,True,0.2,2.6,-0.4,1.6,2.6,0.2,1.6,2.6,0.4,1.6,2.6,-0.8,1.6,3.0,-2.5,scratch,True,-2.5,scratch,timeout,2024-02-16T09:53:00+00:00,2024-02-16T10:53:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-2.5,scratch,timeout,2024-02-16T09:53:00+00:00,2024-02-16T10:53:00+00:00,60.0,0.0,scratch,True,-2.9,scratch,timeout,2024-02-16T10:01:00+00:00,2024-02-16T10:53:00+00:00,52.0,8.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
243349,2024-02-16T10:14:00+00:00,150.296,150.288,150.30399999999997,1.5999999999991132,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,150.308,1.2,LONDON_SESSION_HIGH,LONDON_SESSION_LOW,1.2,15.6,bull,bull,bull,3.39,16.31,23.24,,,3.0,3.05,compressed_range_pressing_boundary,0.00021664132237680445,1.0,150.298,buy,0.7608695652168272,True,0.6,1.2,-0.1,0.6,1.6,-0.1,0.6,1.6,0.0,0.6,2.8,-2.0,0.6,10.0,-9.4,scratch,True,-9.4,scratch,timeout,2024-02-16T10:14:00+00:00,2024-02-16T11:14:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-9.4,scratch,timeout,2024-02-16T10:14:00+00:00,2024-02-16T11:14:00+00:00,60.0,0.0,scratch,True,-9.6,scratch,timeout,2024-02-16T10:15:00+00:00,2024-02-16T11:14:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
247093,2024-02-21T01:20:00+00:00,150.068,150.06,150.07600000000002,1.5999999999991132,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_HIGH,buy,TOKYO_SESSION_HIGH,150.07,0.2,TOKYO_SESSION_HIGH,WHOLE_YEN:150.00,0.2,6.8,bull,bull,bull,4.62,14.18,12.97,,,3.8,4.16,compressed_range_pressing_boundary,0.00034741322612285387,6.0,150.07,buy,1.0000000000001128,True,2.4,0.9,-0.2,2.4,0.9,-0.4,2.4,3.0,-2.9,2.4,3.2,-0.4,2.4,12.2,-8.8,loss,True,-12.0,loss,sl,2024-02-21T01:20:00+00:00,2024-02-21T02:06:00+00:00,46.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-02-21T01:20:00+00:00,2024-02-21T02:06:00+00:00,46.0,0.0,loss,True,-12.0,loss,sl,2024-02-21T01:21:00+00:00,2024-02-21T02:05:00+00:00,44.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
247094,2024-02-21T01:21:00+00:00,150.071,150.063,150.079,1.6000000000019554,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_HIGH,buy,TOKYO_SESSION_HIGH,150.072,0.1,TOKYO_SESSION_HIGH,WHOLE_YEN:150.00,0.1,7.1,bull,bull,bull,4.62,14.18,12.97,,,4.0,4.16,compressed_range_pressing_boundary,0.00030861605788358584,7.0,150.072,buy,0.480686695279549,True,2.1,1.2,-0.4,2.1,1.2,-0.7,2.1,3.3,-2.9,2.1,3.5,-0.5,2.1,12.5,-10.5,loss,True,-12.0,loss,sl,2024-02-21T01:21:00+00:00,2024-02-21T02:05:00+00:00,44.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-02-21T01:21:00+00:00,2024-02-21T02:05:00+00:00,44.0,0.0,loss,True,-12.0,loss,sl,2024-02-21T01:22:00+00:00,2024-02-21T02:05:00+00:00,43.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
252285,2024-02-26T16:31:00+00:00,150.797,150.79,150.804,1.4000000000010004,ny,newyork,compression_breakout,compression_press:NY_SESSION_HIGH,buy,NY_SESSION_HIGH,150.81,1.3,NY_SESSION_HIGH,PDH,1.3,2.7,bull,bull,bull,3.87,23.51,23.69,,,2.7,3.48,compressed_range_pressing_boundary,0.00020134212367293303,11.0,150.802,buy,1.5909090909095018,True,2.3,2.3,-2.0,2.3,2.5,0.6,2.3,2.5,0.4,2.3,2.5,-0.1,4.3,2.5,-1.9,scratch,True,-1.9,scratch,timeout,2024-02-26T16:31:00+00:00,2024-02-26T17:31:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-1.9,scratch,timeout,2024-02-26T16:31:00+00:00,2024-02-26T17:31:00+00:00,60.0,0.0,scratch,True,-2.4,scratch,timeout,2024-02-26T16:32:00+00:00,2024-02-26T17:31:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
253585,2024-02-27T14:26:00+00:00,150.362,150.3535,150.3705,1.6999999999995907,london/ny,london/newyork,compression_breakout,compression_press:LOCAL_RANGE_HIGH,buy,LOCAL_RANGE_HIGH,150.378,1.6,LOCAL_RANGE_HIGH,TODAY_LOW,1.6,6.8,bull,bull,bull,6.43,16.83,20.35,,,5.4,5.79,compressed_range_pressing_boundary,0.0005800564481540745,3.0,150.362,buy,0.9790209790202785,True,3.5,1.2,0.2,4.7,1.2,0.8,6.2,1.2,4.2,8.3,1.2,0.8,8.3,10.5,7.8,win,True,8.0,win,tp,2024-02-27T14:26:00+00:00,2024-02-27T14:55:00+00:00,29.0,0.0,True,False,win,win,True,8.0,win,tp,2024-02-27T14:26:00+00:00,2024-02-27T14:55:00+00:00,29.0,0.0,win,True,8.0,win,tp,2024-02-27T14:27:00+00:00,2024-02-27T14:55:00+00:00,28.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
261545,2024-03-06T03:55:00+00:00,149.992,149.9845,149.99949999999998,1.4999999999986358,tokyo,tokyo,compression_breakout,compression_press:WHOLE_YEN:150.00,buy,WHOLE_YEN:150.00,150.0,0.8,WHOLE_YEN:150.00,TOKYO_SESSION_LOW,0.8,9.6,bull,bull,bull,3.18,16.5,15.14,,,2.8,2.86,compressed_range_pressing_boundary,0.0003549485261102608,1.0,149.994,buy,0.7724137931043377,True,3.2,2.3,2.0,3.2,2.3,-0.7,3.2,2.3,-0.9,3.2,4.8,-2.0,3.2,5.8,-4.5,scratch,True,-4.5,scratch,timeout,2024-03-06T03:55:00+00:00,2024-03-06T04:55:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-4.5,scratch,timeout,2024-03-06T03:55:00+00:00,2024-03-06T04:55:00+00:00,60.0,0.0,scratch,True,-4.7,scratch,timeout,2024-03-06T03:56:00+00:00,2024-03-06T04:55:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
274190,2024-03-18T23:41:00+00:00,149.149,149.141,149.157,1.6000000000019554,tokyo,tokyo,compression_breakout,compression_press:PDH,buy,PDH,149.166,1.7,PDH,TODAY_HIGH,1.7,3.6,bull,bull,bull,3.53,22.62,21.15,,,2.5,3.18,compressed_range_pressing_boundary,0.0004505570191629042,3.0,149.15,buy,0.7738693467335377,True,0.3,2.1,-1.8,0.3,2.1,-0.3,0.3,2.3,-1.7,2.9,3.5,-0.5,7.2,3.5,1.0,scratch,True,1.0,scratch,timeout,2024-03-18T23:41:00+00:00,2024-03-19T00:41:00+00:00,60.0,0.0,False,False,scratch,scratch,True,1.0,scratch,timeout,2024-03-18T23:41:00+00:00,2024-03-19T00:41:00+00:00,60.0,0.0,scratch,True,0.9,scratch,timeout,2024-03-18T23:42:00+00:00,2024-03-19T00:41:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
283238,2024-03-27T07:46:00+00:00,151.709,151.702,151.716,1.4000000000010004,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_HIGH,buy,TOKYO/LONDON_SESSION_HIGH,151.734,2.5,TOKYO/LONDON_SESSION_HIGH,TOKYO/LONDON_SESSION_LOW,2.5,9.3,bull,bull,,5.06,13.05,23.19,,,3.7,4.55,compressed_range_pressing_boundary,0.0004452388568052059,3.0,151.713,buy,1.1178707224329654,True,0.3,6.4,-3.5,2.5,6.4,0.9,2.5,6.4,-2.1,2.5,6.5,-0.7,13.3,6.5,11.9,win,True,8.0,win,tp,2024-03-27T07:46:00+00:00,2024-03-27T08:36:00+00:00,50.0,0.0,True,False,win,win,True,8.0,win,tp,2024-03-27T07:46:00+00:00,2024-03-27T08:36:00+00:00,50.0,0.0,win,True,8.0,win,tp,2024-03-27T07:55:00+00:00,2024-03-27T08:36:00+00:00,41.0,9.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
283287,2024-03-27T08:35:00+00:00,151.78,151.7715,151.7885,1.700000000002433,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_HIGH,buy,TOKYO/LONDON_SESSION_HIGH,151.788,0.8,TOKYO/LONDON_SESSION_HIGH,TOKYO/LONDON_SESSION_LOW,0.8,16.4,bull,bull,bull,4.89,18.22,22.96,,,4.3,4.4,compressed_range_pressing_boundary,0.0007422766509754141,1.0,151.788,buy,2.1355932203396693,True,1.8,0.8,1.6,6.2,0.8,3.9,6.2,0.8,1.9,6.2,45.0,-29.6,6.2,68.8,-53.0,loss,True,-12.0,loss,sl,2024-03-27T08:35:00+00:00,2024-03-27T09:01:00+00:00,26.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-03-27T08:35:00+00:00,2024-03-27T09:01:00+00:00,26.0,0.0,loss,True,-12.0,loss,sl,2024-03-27T08:36:00+00:00,2024-03-27T09:01:00+00:00,25.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
287122,2024-04-01T01:50:00+00:00,151.267,151.259,151.275,1.6000000000019554,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_LOW,sell,TOKYO_SESSION_LOW,151.252,1.5,TODAY_HIGH,TOKYO_SESSION_LOW,16.5,1.5,bear,bear,bear,4.22,16.71,12.16,,,3.7,3.8,compressed_range_pressing_boundary,0.0004479876478568446,5.0,151.266,sell,2.114583333332988,True,1.7,1.5,-0.5,1.7,2.7,-2.5,1.7,4.1,-2.9,1.7,4.1,-0.6,1.7,4.1,-2.8,scratch,True,-2.8,scratch,timeout,2024-04-01T01:50:00+00:00,2024-04-01T02:50:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-2.8,scratch,timeout,2024-04-01T01:50:00+00:00,2024-04-01T02:50:00+00:00,60.0,0.0,scratch,True,-2.9,scratch,timeout,2024-04-01T01:51:00+00:00,2024-04-01T02:50:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
288957,2024-04-02T08:35:00+00:00,151.591,151.58300000000003,151.599,1.5999999999991132,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_LOW,sell,TOKYO/LONDON_SESSION_LOW,151.557,3.4,TOKYO/LONDON_SESSION_HIGH,TOKYO/LONDON_SESSION_LOW,16.5,3.4,bear,bear,bear,3.96,21.69,15.45,,,3.0,3.56,compressed_range_pressing_boundary,0.0004470104992794922,2.0,151.59,sell,1.5033557046971442,True,0.4,3.4,-1.1,1.9,3.4,-0.3,1.9,3.4,-0.2,1.9,6.7,-5.3,1.9,9.7,-8.5,scratch,True,-8.5,scratch,timeout,2024-04-02T08:35:00+00:00,2024-04-02T09:35:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-8.5,scratch,timeout,2024-04-02T08:35:00+00:00,2024-04-02T09:35:00+00:00,60.0,0.0,scratch,True,-8.6,scratch,timeout,2024-04-02T08:36:00+00:00,2024-04-02T09:35:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
299268,2024-04-11T13:36:00+00:00,152.992,152.98499999999999,152.999,1.3999999999981585,london/ny,london/newyork,compression_breakout,compression_press:WHOLE_YEN:153.00,buy,WHOLE_YEN:153.00,153.0,0.8,WHOLE_YEN:153.00,LONDON/NY_SESSION_LOW,0.8,19.5,bull,bull,,11.39,14.48,18.45,,,8.7,10.25,compressed_range_pressing_boundary,0.0008314500864106597,3.0,153.006,buy,0.9665924276170232,True,7.2,2.4,7.2,7.8,2.4,5.6,9.6,2.4,8.4,19.4,2.4,17.4,26.6,2.4,24.3,win,True,8.0,win,tp,2024-04-11T13:36:00+00:00,2024-04-11T13:47:00+00:00,11.0,0.0,True,False,win,win,True,8.0,win,tp,2024-04-11T13:36:00+00:00,2024-04-11T13:47:00+00:00,11.0,0.0,win,True,8.0,win,tp,2024-04-11T13:39:00+00:00,2024-04-11T13:50:00+00:00,11.0,3.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
306037,2024-04-18T07:18:00+00:00,154.307,154.298,154.31599999999997,1.8000000000000682,tokyo/london,tokyo/london,compression_breakout,compression_press:TOKYO/LONDON_SESSION_HIGH,buy,TOKYO/LONDON_SESSION_HIGH,154.324,1.7,TOKYO/LONDON_SESSION_HIGH,TOKYO/LONDON_SESSION_LOW,1.7,5.9,bull,bull,bull,5.21,22.51,18.67,,,3.9,4.69,compressed_range_pressing_boundary,0.0003992075103089278,1.0,154.312,buy,0.7551867219920506,True,0.9,2.5,-0.1,0.9,5.3,-2.5,0.9,5.3,-4.1,0.9,11.3,-10.2,0.9,11.3,-1.6,scratch,True,-1.6,scratch,timeout,2024-04-18T07:18:00+00:00,2024-04-18T08:18:00+00:00,60.0,0.0,False,False,scratch,scratch,True,-1.6,scratch,timeout,2024-04-18T07:18:00+00:00,2024-04-18T08:18:00+00:00,60.0,0.0,scratch,True,-2.1,scratch,timeout,2024-04-18T07:19:00+00:00,2024-04-18T08:18:00+00:00,59.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
