trade_id,strategy,entry_datetime,exit_datetime,direction,phase,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,usd,position_size_units,duration_minutes,equity_before,equity_after,mfe_pips,mae_pips,session_day,strategy_tag,risk_pct,pivot_P,pivot_R1,pivot_S1,bb_upper,bb_lower,rsi_m5,adx_m15,combo,sl_pips,R,asian_high,asian_low,asian_mid,asian_width_pips,asian_bucket,ema20_m5,roc10_m5
1,strat_a_meanrev,2025-06-27 17:26:00+00:00,2025-06-29 21:38:00+00:00,short,strat_a_window,144.714,144.47500000000002,144.694,144.62305263157896,134.724,partial_tp_then_be,16.49736842105085,619.2470144098994,542456,3132.0,100000.0,100619.2470144099,32.99999999999841,20.000000000001705,2025-06-27,strat_a_meanrev,0.0075,144.37033333333332,144.83408133333333,143.9065853333333,144.7480792577234,144.52862074227662,66.90476190476078,17.697412039098097,ABC,2.000000000001023,8.248684210521205,,,,,,,
2,strat_a_meanrev,2025-06-27 17:37:00+00:00,2025-06-29 21:38:00+00:00,short,strat_a_window,144.755,144.47500000000002,144.73499999999999,144.6438382352942,134.765,partial_tp_then_be,19.558100605169386,923.5601341676661,682457,3121.0,100619.2470144099,101542.80714857757,37.09999999999809,15.900000000002024,2025-06-27,strat_a_meanrev,0.0075,144.37033333333332,144.83408133333333,143.9065853333333,144.77845129277134,144.51544870722867,70.3448275862046,16.8949748538109,AC,2.000000000001023,9.77905030257969,,,,,,,
3,strat_a_meanrev,2025-07-01 17:32:00+00:00,2025-07-01 19:04:00+00:00,long,strat_a_window,143.638,143.70099999999996,143.65800000000002,143.698,153.62800000000001,partial_tp_then_be,6.149999999998102,427.97632802485475,1000000,92.0,101542.80714857757,101970.78347660243,14.799999999999613,4.400000000001114,2025-07-01,strat_a_meanrev,0.0075,144.19566666666665,144.57155466666666,143.81977866666665,143.7676440426653,143.6161559573347,35.4466858789642,34.31813172682016,AC,2.000000000001023,3.074999999997478,,,,,,,
4,strat_a_meanrev,2025-07-01 17:42:00+00:00,2025-07-01 19:04:00+00:00,long,strat_a_window,143.642,143.70099999999996,143.662,143.702,153.632,partial_tp_then_be,5.9499999999985675,414.05272917115417,1000000,82.0,101970.78347660243,102384.83620577358,14.400000000000546,4.800000000000182,2025-07-01,strat_a_meanrev,0.0075,144.19566666666665,144.57155466666666,143.81977866666665,143.76341851607148,143.6229814839285,36.607142857143984,34.31813172682016,AC,2.000000000001023,2.974999999997762,,,,,,,
5,strat_a_meanrev,2025-07-02 17:09:00+00:00,2025-07-02 17:30:00+00:00,long,strat_a_window,143.672,143.692,143.692,143.732,153.662,sl_hit,3.9999949240259745,109.65962227848956,394013,21.0,102384.83620577358,102494.49582805207,6.999999999999318,6.200000000001182,2025-07-02,strat_a_meanrev,0.0075,143.37333333333333,143.89361733333334,142.85304933333333,143.86589565963777,143.63550434036222,31.630170316303037,15.159717393631228,BC,2.000000000001023,1.999997462011964,,,,,,,
6,strat_a_meanrev,2025-07-02 18:39:00+00:00,2025-07-02 21:44:00+00:00,long,strat_a_window,143.62400000000002,143.64400000000003,143.64400000000003,143.68716923076923,153.61400000000003,sl_hit,4.15845606434177,114.12363471435908,394303,185.0,102494.49582805207,102608.61946276642,18.599999999997863,6.0000000000030695,2025-07-02,strat_a_meanrev,0.0075,143.37333333333333,143.89361733333334,142.85304933333333,143.7428414285496,143.61655857145038,26.122448979597053,29.341830715207657,BC,2.000000000001023,2.0792280321698215,,,,,,,
7,strat_a_meanrev,2025-07-02 18:49:00+00:00,2025-07-02 21:44:00+00:00,long,strat_a_window,143.608,143.64499999999998,143.62800000000001,143.68111428571427,153.598,partial_tp_then_be,5.505709705691857,151.08867924956513,394259,175.0,102608.61946276642,102759.70814201598,20.199999999999818,4.400000000001114,2025-07-02,strat_a_meanrev,0.0075,143.37333333333333,143.89361733333334,142.85304933333333,143.74672289369263,143.5968771063074,28.632478632480655,31.218198594998313,BC,2.000000000001023,2.7528548528445205,,,,,,,
8,strat_a_meanrev,2025-07-03 19:00:00+00:00,2025-07-03 20:00:00+00:00,short,strat_a_window,145.095,145.075,145.075,145.035,135.105,sl_hit,4.000000000000625,275.7764870924378,1000000,60.0,102759.70814201598,103035.48462910842,10.199999999997544,3.0000000000001137,2025-07-03,strat_a_meanrev,0.0075,143.73799999999997,144.09249599999998,143.38350399999996,145.09519536314514,145.01540463685484,40.20618556701424,19.21774345336735,AB,2.000000000001023,1.9999999999992895,,,,,,,
9,strat_a_meanrev,2025-07-03 19:10:00+00:00,2025-07-03 20:00:00+00:00,short,strat_a_window,145.094,145.07399999999998,145.07399999999998,145.034,135.10399999999998,sl_hit,4.000000000000625,275.7783884223442,1000000,50.0,103035.48462910842,103311.26301753077,10.099999999997067,1.700000000002433,2025-07-03,strat_a_meanrev,0.0075,143.73799999999997,144.09249599999998,143.38350399999996,145.10855357881763,145.01354642118235,55.5555555555543,17.36979745017793,AB,2.000000000001023,1.9999999999992895,,,,,,,
10,strat_a_meanrev,2025-07-03 20:22:00+00:00,2025-07-03 22:00:00+00:00,long,strat_a_window,144.98600000000002,144.90599999999998,144.70600000000002,145.05930042918445,154.97600000000003,session_close,-8.000000000004093,-221.50304335235552,401214,98.0,103311.26301753077,103089.75997417842,0.5999999999971806,8.40000000000316,2025-07-03,strat_a_meanrev,0.0075,143.73799999999997,144.09249599999998,143.38350399999996,145.10559714940177,144.9758028505982,34.4262295081987,18.28344103153595,BC,28.000000000000114,-0.28571428571443075,,,,,,,
