trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
11,2023-07-07 18:56:00+00:00,2023-07-07 18:55:00+00:00,1,2023-07-09 21:03:00+00:00,long,142.14149999999998,142.1945,142.04149999999998,144.08333333333334,session_close,5.300000000002569,49.63183526791417,4,133158,6.0,10.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2023-07-08,3007.0,49962.94432716338,50012.576162431295,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.08333333333334,144.50276933333333,144.76189733333334,143.66389733333335,143.40476933333335,142.1732064568235,142.1461,142.1189935431765,142.1543,bearish,33.0985915493014,0.08435714285714369
12,2023-07-11 16:54:00+00:00,2023-07-11 16:52:00+00:00,2,2023-07-11 19:21:00+00:00,long,140.38549999999998,140.4145,140.4055,141.87199999999999,tp1_then_time_decay,5.049965702619143,22.540272761071424,5,62687,7.199999999999969,28.0,favorable,ABCDE,high,0.5,1.0,1.0,0.5,1.0,full,2023-07-12,147.0,50012.576162431295,50035.116435192365,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.87199999999999,142.531332,142.93866799999998,141.21266799999998,140.805332,140.62349730290643,140.503,140.38250269709354,140.358,bullish,27.73109243697766,0.14399999999999938
13,2023-07-11 17:06:00+00:00,2023-07-11 17:03:00+00:00,3,2023-07-11 19:59:00+00:00,long,140.3295,140.38049999999998,140.3495,141.87199999999999,tp1_then_trailing_stop,5.960714285713208,28.271182663293263,5,66586,6.821428571428559,26.350000000002183,neutral,ABCDE,high,0.5,0.5,1.0,1.0,1.0,full,2023-07-12,173.0,50035.116435192365,50063.38761785566,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.87199999999999,142.531332,142.93866799999998,141.21266799999998,140.805332,140.62340936923096,140.48104999999998,140.338690630769,140.362,bearish,16.343490304714194,0.13642857142857118
14,2023-07-11 20:12:00+00:00,2023-07-11 20:09:00+00:00,3,2023-07-11 22:00:00+00:00,long,140.3655,140.3065,140.0855,141.87199999999999,session_close,-5.89999999999975,-14.840566901746616,4,35292,6.0,28.0,neutral,ABCE,medium,0.28125,0.5,0.75,0.75,1.0,full,2023-07-12,108.0,50063.38761785566,50048.547050953915,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.87199999999999,142.531332,142.93866799999998,141.21266799999998,140.805332,140.47036535233596,140.4281,140.38583464766404,140.342,bullish,34.146341463418295,0.0644999999999994
15,2023-07-12 18:40:00+00:00,2023-07-12 18:36:00+00:00,4,2023-07-12 21:03:00+00:00,long,138.3075,138.4625,138.32750000000001,140.66166666666666,tp1_then_trailing_stop,10.750000000000169,134.38045974778208,5,173052,6.0,10.0,neutral,ABCDE,high,0.5,0.5,1.0,1.0,1.0,full,2023-07-13,143.0,50048.547050953915,50182.927510701695,TOKYO_MEANREV,tokyo_meanrev,tokyo,140.66166666666666,141.15826666666666,141.46506666666667,140.16506666666666,139.85826666666665,138.47310598980053,138.3938,138.31449401019947,138.395505152,bearish,28.571428571427248,0.11885714285713586
16,2023-07-13 18:36:00+00:00,2023-07-13 18:35:00+00:00,1,2023-07-13 18:43:00+00:00,long,138.01749999999998,138.0375,138.0375,138.984,tp1_then_be_stop,4.000000000000625,35.83174952736219,3,123680,6.0,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2023-07-14,7.0,50182.927510701695,50218.75926022905,TOKYO_MEANREV,tokyo_meanrev,tokyo,138.984,139.826692,140.34730800000003,138.141308,137.620692,138.1706407455314,138.0711,137.97155925446862,138.06296,bearish,33.510638297873186,0.08985714285714153
17,2023-07-14 20:00:00+00:00,2023-07-14 19:59:00+00:00,1,2023-07-14 20:55:00+00:00,short,138.8685,138.8485,138.8485,138.31566666666666,tp1_then_be_stop,3.999971448558064,20.18419763426748,4,70049,6.0,28.0,favorable,ABCE,medium,0.5625,1.0,0.75,0.75,1.0,full,2023-07-15,55.0,50218.75926022905,50238.94345786332,TOKYO_MEANREV,tokyo_meanrev,tokyo,138.31566666666666,138.71065466666664,138.95467866666667,137.92067866666667,137.67665466666665,138.89482166999792,138.81289999999998,138.73097833000205,138.84672,bullish,69.5067264573955,0.0660714285714233
18,2023-07-19 19:33:00+00:00,2023-07-19 19:32:00+00:00,1,2023-07-19 21:05:00+00:00,short,139.6845,139.6645,139.6645,138.548,tp1_then_be_stop,3.9999787200091377,26.923002936517463,5,93985,6.0,28.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2023-07-20,92.0,50238.94345786332,50265.86646079984,TOKYO_MEANREV,tokyo_meanrev,tokyo,138.548,139.103046,139.445954,137.992954,137.650046,139.70133016828643,139.61335,139.52536983171356,139.70858,bearish,73.78640776698131,0.07957142857142685
19,2023-07-19 19:43:00+00:00,2023-07-19 19:39:00+00:00,4,2023-07-19 22:00:00+00:00,short,139.7115,139.6095,139.6915,138.548,tp1_then_session_close,8.10002233971287,54.53365187013991,5,94003,6.0,28.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2023-07-20,137.0,50265.86646079984,50320.40011266998,TOKYO_MEANREV,tokyo_meanrev,tokyo,138.548,139.103046,139.445954,137.992954,137.650046,139.71351750107317,139.61780000000002,139.52208249892686,139.68838240000002,bullish,77.88461538460828,0.07957142857142685
20,2023-07-21 19:00:00+00:00,2023-07-21 18:59:00+00:00,1,2023-07-21 19:21:00+00:00,short,141.79850000000002,141.7785,141.7785,139.89066666666668,tp1_then_be_stop,3.999992525460776,75.50683185748974,5,267575,6.0,10.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2023-07-22,21.0,50320.40011266998,50395.90694452747,TOKYO_MEANREV,tokyo_meanrev,tokyo,139.89066666666668,140.42088266666667,140.74845066666666,139.36045066666668,139.0328826666667,141.80875519679685,141.71734999999998,141.6259448032031,141.7599,bullish,74.31906614785944,0.07557142857143008
21,2023-07-25 18:51:00+00:00,2023-07-25 18:50:00+00:00,1,2023-07-25 21:12:00+00:00,long,141.0075,141.0275,141.0275,141.33466666666666,tp1_then_be_stop,4.000000000000625,35.98419138679295,3,126896,6.0,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2023-07-26,141.0,50395.90694452747,50431.891135914266,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.33466666666666,141.74455266666666,141.99778066666667,140.92478066666666,140.67155266666666,141.22372872839952,141.1353,141.04687127160048,141.1104445568,bearish,31.898734177218174,0.08164285714284907
22,2023-07-28 19:02:00+00:00,2023-07-28 19:00:00+00:00,2,2023-07-28 19:43:00+00:00,short,141.0885,141.0685,141.0685,139.846,tp1_then_be_stop,4.226785714286052,28.559488830049123,3,95294,6.453571428571589,28.0,favorable,ABC,high,0.75,1.0,1.0,0.75,1.0,full,2023-07-29,41.0,50431.891135914266,50460.45062474431,TOKYO_MEANREV,tokyo_meanrev,tokyo,139.846,140.82201,141.42499,138.86999,138.26701,141.04189361537144,140.91875,140.79560638462854,140.92344323199998,bullish,68.88888888888991,0.12907142857143178
23,2023-07-28 19:18:00+00:00,2023-07-28 19:17:00+00:00,1,2023-07-28 19:44:00+00:00,short,141.1105,141.0905,141.0905,139.846,tp1_then_be_stop,3.9999790156234942,27.026276336873963,3,95309,6.0,28.0,favorable,ABC,high,0.75,1.0,1.0,0.75,1.0,full,2023-07-29,26.0,50460.45062474431,50487.47690108119,TOKYO_MEANREV,tokyo_meanrev,tokyo,139.846,140.82201,141.42499,138.86999,138.26701,141.12378607809592,140.9611,140.79841392190406,141.1485626933856,bearish,68.45360824742346,0.11342857142857506
24,2023-08-01 17:43:00+00:00,2023-08-01 17:39:00+00:00,4,2023-08-01 18:35:00+00:00,short,143.5285,143.4095,143.5085,141.88733333333334,tp1_then_trailing_stop,9.153613877891443,41.290870434964376,5,64699,6.407142857142897,28.0,neutral,ABCDE,high,0.5,0.5,1.0,1.0,1.0,full,2023-08-02,52.0,50487.47690108119,50528.76777151615,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.88733333333334,142.65286133333333,143.12580533333335,141.12180533333336,140.64886133333334,143.51594287206942,143.37494999999998,143.23395712793055,143.546,bearish,92.05776173285473,0.12814285714285795
