trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
11,2025-08-28 16:50:00+00:00,2025-08-28 16:47:00+00:00,3,2025-08-28 21:04:00+00:00,long,146.8475,146.9035,146.8675,147.62533333333332,tp1_then_trailing_stop,5.799997057223005,26.83255665034833,4,67963,6.0,20.116666666669403,favorable,ABCE,medium,0.375,1.0,0.75,0.5,1.0,full,2025-08-29,254.0,49675.150717993245,49701.98327464359,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.62533333333332,147.96875133333333,148.1809153333333,147.2819153333333,147.06975133333333,147.08708040120277,146.9779,146.86871959879724,146.927,bearish,33.5483870967752,0.10378571428571856
12,2025-08-28 21:22:00+00:00,2025-08-28 21:21:00+00:00,1,2025-08-28 22:00:00+00:00,long,146.8935,146.9485,146.9135,147.62533333333332,tp1_then_session_close,5.750000000000454,21.6710171783442,4,55384,6.0,24.71666666666863,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-08-29,38.0,49701.98327464359,49723.654291821935,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.62533333333332,147.96875133333333,148.1809153333333,147.2819153333333,147.06975133333333,147.0107263889307,146.94615,146.88157361106929,146.86414,bullish,32.66331658291608,0.05335714285714183
13,2025-09-02 17:58:00+00:00,2025-09-02 17:57:00+00:00,1,2025-09-02 18:45:00+00:00,short,148.3665,148.4665,148.4665,147.12,sl,-9.999999999999432,-93.16849255555438,4,138324,6.0,10.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-09-03,47.0,49723.654291821935,49630.48579926638,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.12,147.346144,147.48585599999998,146.893856,146.75414400000003,148.39266571093242,148.31054999999998,148.22843428906754,148.422,bearish,68.14159292034961,0.10878571428570995
14,2025-09-02 18:10:00+00:00,2025-09-02 18:05:00+00:00,5,2025-09-02 18:55:00+00:00,short,148.4165,148.5165,148.5165,147.12,sl,-9.999999999999432,-93.16877249328668,4,138371,6.0,10.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-09-03,45.0,49630.48579926638,49537.3170267731,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.12,147.346144,147.48585599999998,146.893856,146.75414400000003,148.42214436753625,148.3225,148.22285563246373,148.366,bullish,67.18749999999503,0.1027142857142808
15,2025-09-11 19:07:00+00:00,2025-09-11 19:06:00+00:00,1,2025-09-11 20:30:00+00:00,long,147.1085,147.1285,147.1285,147.38666666666666,tp1_then_be_stop,3.999959015554223,13.264201735695968,5,48799,6.0,28.0,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-09-12,83.0,49537.3170267731,49550.581228508796,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.38666666666666,147.59371066666665,147.72162266666666,147.17962266666666,147.05171066666665,147.34960933025977,147.23345,147.11729066974024,147.17366099456,bearish,26.234567901236034,0.08614285714285431
16,2025-09-11 19:18:00+00:00,2025-09-11 19:14:00+00:00,4,2025-09-11 20:35:00+00:00,long,147.10649999999998,147.1265,147.1265,147.38666666666666,tp1_then_be_stop,4.000000000000625,13.264246071665761,5,48798,6.0,28.0,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-09-12,77.0,49550.581228508796,49563.84547458046,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.38666666666666,147.59371066666665,147.72162266666666,147.17962266666666,147.05171066666665,147.35395064525198,147.2319,147.109849354748,147.08976,bullish,22.72727272727704,0.08614285714285431
17,2025-09-17 16:33:00+00:00,2025-09-17 16:30:00+00:00,3,2025-09-17 17:38:00+00:00,long,146.27349999999998,146.2935,146.2935,146.76766666666666,tp1_then_be_stop,3.9999691029034077,17.695175692120486,3,64731,6.0,28.0,favorable,ABC,high,0.5,1.0,1.0,0.5,1.0,full,2025-09-18,65.0,49563.84547458046,49581.54065027258,TOKYO_MEANREV,tokyo_meanrev,tokyo,146.76766666666666,147.25013266666664,147.54820066666667,146.28520066666667,145.98713266666664,146.39626317903588,146.33745000000002,146.27863682096415,146.256,bullish,33.828996282519824,0.08085714285713712
18,2025-09-18 20:01:00+00:00,2025-09-18 20:00:00+00:00,1,2025-09-18 21:06:00+00:00,short,147.9905,147.9705,147.9705,146.493,tp1_then_be_stop,4.000000000000625,24.716423495356615,5,91414,6.0,15.049999999999386,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-09-19,65.0,49581.54065027258,49606.25707376794,TOKYO_MEANREV,tokyo_meanrev,tokyo,146.493,147.091976,147.46202399999999,145.894024,145.523976,147.95904406361416,147.89335,147.82765593638584,147.9026944,bullish,73.40425531914862,0.06535714285714025
19,2025-09-24 18:47:00+00:00,2025-09-24 18:45:00+00:00,2,2025-09-24 20:49:00+00:00,short,148.8205,148.9205,148.9205,147.66133333333335,sl,-9.999999999999432,-185.89784482323404,4,276840,6.0,10.0,favorable,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2025-09-25,122.0,49606.25707376794,49420.359228944704,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.66133333333335,147.83972733333334,147.94993933333336,147.48293933333335,147.37272733333333,148.81447127264354,148.76139999999998,148.70832872735642,148.77641559999998,bullish,67.60000000000446,0.053428571428568716
20,2025-10-01 18:35:00+00:00,2025-10-01 18:33:00+00:00,2,2025-10-01 20:57:00+00:00,long,147.0435,147.07250000000002,147.0635,148.12366666666668,tp1_then_time_decay,4.450000000001352,21.15705432153205,4,69934,6.0,19.48333333333494,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-10-02,142.0,49420.359228944704,49441.51628326624,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.12366666666668,148.58015666666668,148.8621766666667,147.66717666666668,147.38515666666666,147.22808963082267,147.1413,147.05451036917734,147.025,bullish,33.670033670035224,0.10364285714285058
22,2025-10-08 18:14:00+00:00,2025-10-08 18:12:00+00:00,2,2025-10-08 18:17:00+00:00,short,152.8905,152.8705,152.8705,151.39333333333332,tp1_then_be_stop,3.999960489145018,13.247405118893084,4,50619,6.0,28.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-10-09,3.0,49441.51628326624,49454.76368838513,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.39333333333332,152.0794053333333,152.5032613333333,150.70726133333332,150.28340533333332,152.9016261103061,152.8074,152.7131738896939,152.84,bullish,65.55555555555301,0.0822857142857174
21,2025-10-08 18:03:00+00:00,2025-10-08 18:02:00+00:00,1,2025-10-08 19:09:00+00:00,short,152.8385,152.73850000000002,152.8185,151.39333333333332,tp1_then_trailing_stop,8.000029643243394,35.334968406998044,5,67469,6.0,28.0,neutral,ABCDE,high,0.5,0.5,1.0,1.0,1.0,full,2025-10-09,66.0,49454.76368838513,49490.09865679213,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.39333333333332,152.0794053333333,152.5032613333333,150.70726133333332,150.28340533333332,152.8732753403746,152.79360000000003,152.71392465962546,152.948,bearish,77.74294670846577,0.0822857142857174
23,2025-10-09 18:53:00+00:00,2025-10-09 18:48:00+00:00,5,2025-10-09 19:11:00+00:00,short,153.1825,153.1625,153.1625,152.469,tp1_then_be_stop,3.9999852262240787,35.361403133562284,5,135375,6.0,28.0,favorable,ABCDE,high,1.0,1.0,1.0,1.0,1.0,full,2025-10-10,18.0,49490.09865679213,49525.46005992569,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.469,152.95146599999998,153.24953399999998,151.986534,151.688466,153.12373844053167,153.03019999999998,152.9366615594683,153.098,bullish,79.34782608695954,0.11971428571428687
24,2025-10-14 19:45:00+00:00,2025-10-14 19:43:00+00:00,2,2025-10-14 19:54:00+00:00,long,151.6455,151.6655,151.6655,152.14133333333334,tp1_then_be_stop,4.000000000000625,26.522606487732805,5,100584,6.0,28.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2025-10-15,9.0,49525.46005992569,49551.98266641342,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.14133333333334,152.41942933333334,152.59123733333334,151.86323733333333,151.69142933333333,151.80212216702134,151.7464,151.69067783297865,151.606,bullish,26.43171806167456,0.09421428571428489
26,2025-10-15 20:46:00+00:00,2025-10-15 20:41:00+00:00,5,2025-10-15 21:18:00+00:00,long,151.1435,151.1635,151.1635,151.9896666666667,tp1_then_be_stop,3.999965272352208,15.236237233778162,5,57591,6.0,24.383333333329915,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-10-16,32.0,49551.98266641342,49567.218903647205,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.9896666666667,152.3754866666667,152.6138466666667,151.6038466666667,151.3654866666667,151.31570778348424,151.24585,151.17599221651574,151.112,bullish,28.716216216212814,0.08749999999999959
25,2025-10-15 20:06:00+00:00,2025-10-15 20:05:00+00:00,1,2025-10-15 22:00:00+00:00,long,151.2225,151.0325,150.9425,151.9896666666667,session_close,-18.999999999999773,-63.12429443993768,5,50178,6.0,28.0,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-10-16,114.0,49567.218903647205,49504.09460920727,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.9896666666667,152.3754866666667,152.6138466666667,151.6038466666667,151.3654866666667,151.34456983722822,151.2801,151.2156301627718,151.2729552,bearish,23.106060606056616,0.08721428571428598
27,2025-10-21 16:49:00+00:00,2025-10-21 16:47:00+00:00,2,2025-10-21 17:05:00+00:00,short,151.9105,151.8905,151.8905,150.72133333333332,tp1_then_be_stop,4.803531662165174,22.302435791372694,4,70501,7.607142857142739,10.0,neutral,ABCE,medium,0.1875,0.5,0.75,0.5,1.0,full,2025-10-22,16.0,49504.09460920727,49526.397044998645,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.72133333333332,151.07659333333334,151.2960733333333,150.3660733333333,150.14659333333333,151.92557129175034,151.8021,151.67862870824965,151.944,bearish,66.74584323040418,0.15214285714285478
28,2025-10-24 18:26:00+00:00,2025-10-24 18:25:00+00:00,1,2025-10-24 20:32:00+00:00,short,152.8485,152.8285,152.8285,152.39833333333334,tp1_then_be_stop,4.000000000000625,42.638639016125744,3,162878,6.0,23.23833333333596,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2025-10-25,126.0,49526.397044998645,49569.03568401477,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.39833333333334,152.77078333333333,153.00088333333335,152.02588333333335,151.79578333333333,152.85953078892908,152.81425000000002,152.76896921107095,152.83596,bullish,66.37168141592775,0.06407142857143404
29,2025-10-28 19:13:00+00:00,2025-10-28 19:11:00+00:00,2,2025-10-28 19:39:00+00:00,long,152.0545,151.9545,151.9545,152.894,sl,-9.999999999999432,-186.00567933163148,5,282644,6.0,10.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2025-10-29,26.0,49569.03568401477,49383.03000468314,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.894,153.158344,153.32165600000002,152.629656,152.466344,152.25560429615794,152.1532,152.05079570384206,152.034,bullish,24.496644295302048,0.11064285714285761
30,2025-10-28 19:25:00+00:00,2025-10-28 19:20:00+00:00,5,2025-10-28 22:00:00+00:00,long,152.0065,152.1265,152.0265,152.894,tp1_then_session_close,9.000010617402262,167.18536593533474,5,282555,6.0,10.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2025-10-29,155.0,49383.03000468314,49550.215370618476,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.894,153.158344,153.32165600000002,152.629656,152.466344,152.26942385446225,152.1447,152.01997614553775,152.04625085765122,bearish,25.67567567567879,0.10342857142857399
31,2025-10-30 21:05:00+00:00,2025-10-30 21:04:00+00:00,1,2025-10-30 22:00:00+00:00,short,154.1215,154.0955,154.2215,152.42399999999998,session_close,2.600000000001046,64.42603450460263,5,381837,6.0,10.0,favorable,ABCDE,high,1.0,1.0,1.0,1.0,1.0,full,2025-10-31,55.0,49550.215370618476,49614.64140512308,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.42399999999998,153.00693199999998,153.36706799999996,151.84106799999998,151.480932,154.1250235395197,154.0751,154.02517646048028,154.102299008,bullish,71.54150197628512,0.060000000000002274
32,2025-11-06 21:04:00+00:00,2025-11-06 21:03:00+00:00,1,2025-11-06 22:04:00+00:00,long,153.0675,153.0335,152.7875,153.80966666666666,session_close,-3.3999999999991815,-11.298637226486905,4,50855,6.0,28.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-11-07,60.0,49614.64140512308,49603.342767896596,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.80966666666666,154.34408466666665,154.67424866666667,153.27524866666667,152.94508466666665,153.1630166010933,153.10880000000003,153.05458339890677,152.999,bullish,33.760683760685794,0.0827857142857137
33,2025-11-11 21:43:00+00:00,2025-11-11 21:40:00+00:00,3,2025-11-11 22:04:00+00:00,short,154.1545,154.1375,154.4345,153.92866666666666,session_close,1.700000000002433,15.059813478247163,3,136546,6.0,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2025-11-12,21.0,49603.342767896596,49618.402581374845,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.92866666666666,154.25183866666666,154.45149466666666,153.60549466666666,153.40583866666665,154.15624758233693,154.1226,154.08895241766308,154.12391798271997,bullish,66.917293233084,0.04178571428571282
34,2025-11-12 21:04:00+00:00,2025-11-12 21:00:00+00:00,4,2025-11-12 22:04:00+00:00,short,154.78650000000002,154.8015,155.01600000000005,154.10600000000002,session_close,-1.4999999999986358,-6.07997984515101,4,62746,6.0,22.950000000003,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-11-13,60.0,49618.402581374845,49612.3226015297,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.10600000000002,154.42306000000002,154.61894000000004,153.78894000000003,153.59306,154.79521002141436,154.70940000000002,154.62358997858567,154.725,bullish,67.97153024910614,0.05028571428571687
35,2025-11-12 21:23:00+00:00,2025-11-12 21:21:00+00:00,2,2025-11-12 22:04:00+00:00,short,154.83450000000002,154.8015,155.01600000000005,154.10600000000002,session_close,3.300000000001546,16.918731407649325,4,79365,6.0,18.15000000000282,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-11-13,41.0,49612.3226015297,49629.241332937345,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.10600000000002,154.42306000000002,154.61894000000004,153.78894000000003,153.59306,154.83136946644615,154.7441,154.65683053355386,154.805,bullish,67.46031746030968,0.05121428571428867
36,2025-11-19 21:21:00+00:00,2025-11-19 21:20:00+00:00,1,2025-11-19 21:23:00+00:00,short,157.01850000000002,157.1185,157.1185,155.3576666666667,sl,-9.999999999999432,-92.99541428920953,4,146113,6.0,10.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-11-20,2.0,49629.241332937345,49536.245918648136,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.3576666666667,155.70872466666668,155.9256086666667,155.0066086666667,154.78972466666667,157.05960677995117,157.00155,156.94349322004885,157.01,bullish,69.08212560386718,0.0880714285714248
37,2025-11-20 20:16:00+00:00,2025-11-20 20:15:00+00:00,1,2025-11-20 21:03:00+00:00,short,157.5825,157.5625,157.5625,156.52333333333334,tp1_then_be_stop,4.53571428571422,35.2795454701983,3,122524,7.071428571428637,23.891133333333414,favorable,ABC,high,0.75,1.0,1.0,0.75,1.0,full,2025-11-21,47.0,49536.245918648136,49571.525464118335,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.52333333333334,157.27625533333335,157.74141133333333,155.77041133333333,155.30525533333335,157.59797341123516,157.519,157.44002658876485,157.548,bullish,68.42105263157796,0.14142857142857274
38,2025-12-05 21:45:00+00:00,2025-12-05 21:44:00+00:00,1,2025-12-07 22:04:00+00:00,short,155.3365,155.2265,155.3165,155.057,tp1_then_session_close,8.500000000000796,75.28683366352715,3,137504,6.0,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2025-12-06,2899.0,49571.525464118335,49646.812297781864,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.057,155.451606,155.695394,154.66239399999998,154.41860599999998,155.33723095802748,155.30835,155.2794690419725,155.332,bullish,65.33333333333309,0.041785714285718915
39,2025-12-05 21:57:00+00:00,2025-12-05 21:53:00+00:00,4,2025-12-07 22:04:00+00:00,short,155.3425,155.2265,155.3225,155.057,tp1_then_session_close,8.800000000000807,77.946692610618,3,137510,6.0,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2025-12-06,2887.0,49646.812297781864,49724.75899039248,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.057,155.451606,155.695394,154.66239399999998,154.41860599999998,155.34807678449656,155.31189999999998,155.2757232155034,155.3223068,bullish,69.40298507461785,0.039285714285719156
40,2025-12-17 20:56:00+00:00,2025-12-17 20:55:00+00:00,1,2025-12-17 22:04:00+00:00,short,155.71450000000002,155.6555,155.8145,154.789,session_close,5.900000000002592,41.27124965068901,4,108883,6.0,10.0,neutral,ABCE,medium,0.28125,0.5,0.75,0.75,1.0,full,2025-12-18,68.0,49724.75899039248,49766.03024004317,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.789,155.115228,155.316772,154.46277199999997,154.261228,155.73347266997865,155.67105,155.60862733002136,155.6907247298048,bullish,65.05376344086275,0.05714285714285795
41,2025-12-19 17:22:00+00:00,2025-12-19 17:20:00+00:00,2,2025-12-19 18:32:00+00:00,short,157.5465,157.4935,157.5265,155.608,tp1_then_trailing_stop,5.842857142856417,54.54060659453813,4,147008,6.385714285714325,10.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-12-20,70.0,49766.03024004317,49820.570846637704,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.608,155.873108,156.03689200000002,155.342892,155.17910799999999,157.50857664263646,157.4632,157.41782335736355,157.63143271935996,bearish,69.08212560386295,0.1277142857142865
42,2025-12-19 19:34:00+00:00,2025-12-19 19:33:00+00:00,1,2025-12-19 20:16:00+00:00,short,157.5745,157.5545,157.5545,155.608,tp1_then_be_stop,3.9999864125825737,37.37691639945842,5,147195,6.0,10.0,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2025-12-20,42.0,49820.570846637704,49857.94776303716,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.608,155.873108,156.03689200000002,155.342892,155.17910799999999,157.57921669802994,157.48219999999998,157.38518330197002,157.53139468799998,bullish,84.32203389829544,0.07642857142857297
43,2025-12-23 19:12:00+00:00,2025-12-23 19:11:00+00:00,1,2025-12-23 21:31:00+00:00,long,156.2245,156.24450000000002,156.24450000000002,157.15166666666667,tp1_then_be_stop,4.000000000000625,17.323875829142352,4,67682,6.0,16.183333333333394,neutral,ABCE,medium,0.28125,0.5,0.75,0.75,1.0,full,2025-12-24,139.0,49857.94776303716,49875.2716388663,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.15166666666667,157.53710466666666,157.77522866666666,156.76622866666668,156.52810466666668,156.3477767309409,156.2816,156.2154232690591,156.19944,bullish,31.939163498099433,0.080285714285718
44,2025-12-30 19:02:00+00:00,2025-12-30 19:00:00+00:00,2,2025-12-30 22:04:00+00:00,short,156.4365,156.37449999999998,156.41649999999998,156.1783333333333,tp1_then_session_close,6.100000000000704,24.775968142850104,3,63514,6.0,23.03313333333392,neutral,ABC,high,0.375,0.5,1.0,0.75,1.0,full,2025-12-31,182.0,49875.2716388663,49900.04760700915,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.1783333333333,156.4308353333333,156.58683133333332,155.92583133333332,155.7698353333333,156.43300220762168,156.36795,156.30289779237833,156.39585569534617,bullish,65.9663865546186,0.07992857142857142
45,2026-01-08 19:15:00+00:00,2026-01-08 19:14:00+00:00,1,2026-01-08 21:44:00+00:00,short,156.9005,156.8755,156.88049999999998,156.62033333333335,tp1_then_time_decay,4.250000000000398,14.205793700736798,5,52428,6.0,28.0,neutral,ABCDE,high,0.375,0.5,1.0,0.75,1.0,full,2026-01-09,149.0,49900.04760700915,49914.25340070989,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.62033333333335,156.81744533333335,156.93922133333334,156.42322133333334,156.30144533333336,156.91470164650238,156.85785,156.80099835349765,156.902,bullish,75.11520737327243,0.07214285714285243
