trade_id,entry_datetime,exit_datetime,direction,mode,phase,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,usd,position_size_units,duration_minutes,equity_before,equity_after,mfe_pips,mae_pips,entry_session_day,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,rsi_m5,atr_m15,adx_m15,session_mean,day_type,news_event_id,news_move_pips,first_hour_high,first_hour_low,ema20_m5,roc10_m5
11,2024-11-06 00:50:00+00:00,2024-11-06 00:53:00+00:00,short,mean_reversion,morning_active,152.606,152.696,152.856,152.1103725490196,142.61599999999999,trailing_stop,-9.000000000000341,-354.1554461151703,600868,3.0,98434.6636013462,98080.50815523103,1.5999999999991132,11.20000000000232,2024-11-06,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,151.83466666666666,152.29612266666666,152.58121066666666,151.37321066666667,151.08812266666666,152.69290090709734,151.95014999999998,151.20739909290262,74.79338842975234,0.22049999999999517,20.824202704221733,152.1103725490196,UNCLASSIFIED,,,,,,
12,2024-11-07 00:00:00+00:00,2024-11-07 00:05:00+00:00,long,mean_reversion,morning_active,154.34,154.254,154.09,153.53666666666666,164.33,trailing_stop,-51.63995261287161,-2035.915609086605,605509,5.0,98080.50815523103,96044.59254614443,0.0,12.20000000000141,2024-11-07,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,153.53666666666666,154.84157866666666,155.64775466666666,152.23175466666666,151.42557866666667,154.6080098293866,154.45095,154.29389017061342,32.17993079584372,0.08499999999999577,27.929147736930286,154.332,UNCLASSIFIED,,,,,,
13,2024-11-12 00:00:00+00:00,2024-11-12 00:14:00+00:00,long,mean_reversion,morning_active,153.54600000000002,153.554,153.29600000000002,153.45066666666665,163.53600000000003,trailing_stop,-5.400000000003046,-207.59330001297565,589890,14.0,96044.59254614443,95836.99924613145,7.3999999999955435,4.600000000002069,2024-11-12,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,153.45066666666665,153.94268266666666,154.24665066666665,152.95865066666664,152.65468266666664,153.8261917835459,153.6625,153.49880821645408,19.822485207108187,0.053642857142857485,49.888994194085626,153.538,UNCLASSIFIED,,,,,,
14,2024-11-14 00:20:00+00:00,2024-11-14 00:31:00+00:00,short,mean_reversion,morning_active,155.56199999999998,155.62800000000001,155.81199999999998,155.14866666666668,145.57199999999997,trailing_stop,-6.600000000003092,-252.90203562352812,596343,11.0,95836.99924613145,95584.09721050793,0.9999999999962483,12.20000000000141,2024-11-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,155.14866666666668,155.6403006666667,155.94403266666666,154.65703266666668,154.3533006666667,155.59949239331854,155.4516,155.30370760668148,69.1358024691358,0.08685714285713939,33.30004859944808,155.5691904761905,UNCLASSIFIED,,,,,,
15,2024-11-14 00:40:00+00:00,2024-11-14 00:45:00+00:00,short,mean_reversion,morning_active,155.59,155.66400000000002,155.84,155.14866666666668,145.6,trailing_stop,-7.400000000001227,-282.79433908936744,594877,5.0,95584.09721050793,95301.30287141856,0.0,12.399999999999523,2024-11-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,155.14866666666668,155.6403006666667,155.94403266666666,154.65703266666668,154.3533006666667,155.67279686913668,155.48555,155.2983031308633,68.25095057034254,0.08899999999999457,28.844742174775945,155.58509756097564,UNCLASSIFIED,,,,,,
16,2024-11-14 00:55:00+00:00,2024-11-14 01:02:00+00:00,short,mean_reversion,morning_active,155.69,155.76600000000002,155.94,155.6131785714286,145.7,trailing_stop,-7.600000000002183,-289.57441290148654,593498,7.0,95301.30287141856,95011.72845851707,0.7999999999981355,7.800000000000296,2024-11-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,155.14866666666668,155.6403006666667,155.94403266666666,154.65703266666668,154.3533006666667,155.75377856387703,155.5343,155.31482143612297,71.76870748299345,0.09285714285713757,26.787435321209408,155.6131785714286,UNCLASSIFIED,,,,,,
17,2024-11-15 00:05:00+00:00,2024-11-15 00:13:00+00:00,short,mean_reversion,morning_active,156.468,156.55,156.718,156.015,146.47799999999998,trailing_stop,-8.200000000002206,-311.47481315881896,594651,8.0,95011.72845851707,94700.25364535826,2.199999999999136,9.000000000003183,2024-11-15,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,156.015,156.42565,156.67934999999997,155.60434999999998,155.35065,156.51114921973104,156.35095,156.19075078026898,69.10891089109155,0.10357142857142979,82.22151720142452,156.48016666666666,UNCLASSIFIED,,,,,,
18,2024-11-15 00:20:00+00:00,2024-11-15 00:25:00+00:00,short,mean_reversion,morning_active,156.54,156.62900000000002,156.75934999999998,156.015,146.54999999999998,trailing_stop,-8.900000000002706,-384.02242241231374,675832,5.0,94700.25364535826,94316.23122294595,0.0,9.400000000002251,2024-11-15,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,156.015,156.42565,156.67934999999997,155.60434999999998,155.35065,156.5803276736126,156.3953,156.21027232638738,67.00854700854865,0.1054285714285734,83.7169823671463,156.5152857142857,UNCLASSIFIED,,,,,,
19,2024-11-15 00:35:00+00:00,2024-11-15 00:40:00+00:00,short,mean_reversion,morning_active,156.618,156.692,156.868,156.55480555555556,146.628,trailing_stop,-7.400000000001227,-279.0438312103186,590864,5.0,94316.23122294595,94037.18739173563,0.0,7.400000000001228,2024-11-15,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,156.015,156.42565,156.67934999999997,155.60434999999998,155.35065,156.66441185990797,156.44655,156.22868814009203,67.17171717171964,0.10021428571428714,82.57044532095507,156.55480555555556,UNCLASSIFIED,,,,,,
20,2024-11-18 00:20:00+00:00,2024-11-18 00:25:00+00:00,long,mean_reversion,morning_active,154.25400000000002,154.128,154.00400000000002,154.33776190476186,164.24400000000003,trailing_stop,-12.60000000000332,-474.3344752414829,580224,5.0,94037.18739173563,93562.85291649414,0.0,15.00000000000341,2024-11-18,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.98633333333333,156.08993133333334,156.77173533333334,153.88273533333333,153.20093133333333,154.83243513431557,154.53175,154.2310648656844,29.496402877698245,0.19078571428571575,38.62713022590742,154.33776190476186,UNCLASSIFIED,,,,,,
21,2024-11-20 00:45:00+00:00,2024-11-20 00:49:00+00:00,short,mean_reversion,morning_active,154.852,154.93800000000002,155.102,154.77008695652174,144.862,trailing_stop,-8.600000000001273,-321.6771224619356,579535,4.0,93562.85291649414,93241.17579403221,0.0,9.399999999999409,2024-11-20,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.245,154.82525800000002,155.183742,153.664742,153.306258,154.90396593987637,154.70139999999998,154.49883406012358,70.98865478120183,0.08178571428571299,27.310048618416495,154.77008695652174,UNCLASSIFIED,,,,,,
22,2024-11-20 00:55:00+00:00,2024-11-20 01:00:00+00:00,short,mean_reversion,morning_active,154.86999999999998,154.93200000000002,155.11999999999998,154.79025000000001,144.87999999999997,trailing_stop,-6.2000000000040245,-231.1454057265332,577610,5.0,93241.17579403221,93010.03038830568,0.9999999999962483,6.400000000002137,2024-11-20,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.245,154.82525800000002,155.183742,153.664742,153.306258,154.94591279955858,154.73545000000001,154.52498720044144,61.149825783971764,0.08178571428571299,27.310048618416495,154.79025000000001,UNCLASSIFIED,,,,,,
23,2024-11-22 00:20:00+00:00,2024-11-22 00:24:00+00:00,long,mean_reversion,morning_active,154.098,154.082,153.848,154.62766666666667,164.08800000000002,trailing_stop,-1.6000000000019554,-59.532560584696526,573306,4.0,93010.03038830568,92950.49782772097,5.79999999999643,2.000000000001023,2024-11-22,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.62766666666667,155.2094526666667,155.56888066666667,154.04588066666665,153.68645266666667,154.57766460542854,154.28085,153.98403539457144,34.285714285716026,0.10821428571428474,42.46054702773069,154.0994761904762,UNCLASSIFIED,,,,,,
24,2024-11-25 00:25:00+00:00,2024-11-25 00:27:00+00:00,long,mean_reversion,morning_active,154.042,154.018,153.84996866666668,154.58566666666667,164.032,trailing_stop,-2.400000000000091,-116.18725084081522,745622,2.0,92950.49782772097,92834.31057688016,3.6000000000001364,2.400000000000091,2024-11-25,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.58566666666667,154.99096866666667,155.24136466666664,154.18036466666666,153.9299686666667,154.43714330536872,154.1651,153.89305669463127,34.62441314554046,0.14864285714285635,57.3986679343145,153.99746153846155,UNCLASSIFIED,,,,,,
25,2024-11-25 00:40:00+00:00,2024-11-25 00:41:00+00:00,long,mean_reversion,morning_active,153.984,153.968,153.734,154.58566666666667,163.97400000000002,trailing_stop,-1.6000000000019554,-59.42003533208967,571799,1.0,92834.31057688016,92774.89054154807,4.599999999999227,3.000000000002956,2024-11-25,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,154.58566666666667,154.99096866666667,155.24136466666664,154.18036466666666,153.9299686666667,154.394501799695,154.12015,153.84579820030498,38.51174934725872,0.16192857142857114,62.49332249605407,154.0036585365854,UNCLASSIFIED,,,,,,
