trade_number,entry_datetime,exit_datetime,equity_after,drawdown_usd,drawdown_pct
1,2023-06-27 20:55:00+00:00,2023-06-27 22:00:00+00:00,100030.29640415266,0.0,0.0
2,2023-06-28 19:42:00+00:00,2023-06-28 22:00:00+00:00,99840.23465561081,190.06174854184792,0.1900041841063241
3,2023-06-30 17:01:00+00:00,2023-07-02 21:03:00+00:00,100015.97701155067,14.319392601988511,0.014315055654872634
4,2023-07-05 18:36:00+00:00,2023-07-05 21:10:00+00:00,100141.04001837433,0.0,0.0
5,2023-07-11 16:59:00+00:00,2023-07-11 19:21:00+00:00,100379.60484737386,0.0,0.0
6,2023-07-14 20:00:00+00:00,2023-07-14 20:55:00+00:00,100505.1245279823,0.0,0.0
7,2023-07-19 19:40:00+00:00,2023-07-19 21:38:00+00:00,100714.70533812518,0.0,0.0
8,2023-07-21 19:00:00+00:00,2023-07-21 19:21:00+00:00,101029.54949918232,0.0,0.0
9,2023-07-25 18:51:00+00:00,2023-07-25 21:08:00+00:00,101166.20135234023,0.0,0.0
10,2023-08-01 17:43:00+00:00,2023-08-01 18:30:00+00:00,101503.92609634125,0.0,0.0
11,2023-08-04 20:26:00+00:00,2023-08-06 21:03:00+00:00,101630.76100999137,0.0,0.0
12,2023-08-11 17:51:00+00:00,2023-08-11 18:58:00+00:00,101757.84303722078,0.0,0.0
13,2023-08-16 16:30:00+00:00,2023-08-16 17:39:00+00:00,100805.82360741001,952.0194298107672,0.935573515903378
14,2023-08-18 17:16:00+00:00,2023-08-18 17:37:00+00:00,101139.70212269324,618.1409145275393,0.6074626742053062
15,2023-08-25 19:24:00+00:00,2023-08-27 21:03:00+00:00,100831.17911889873,926.6639183220541,0.9106560149698739
16,2023-09-01 20:54:00+00:00,2023-09-03 21:03:00+00:00,100983.74894308226,774.0940941385197,0.760721798962831
17,2023-09-08 18:59:00+00:00,2023-09-10 21:03:00+00:00,101738.00748295768,19.835554263103404,0.019492899683268637
18,2023-09-08 19:16:00+00:00,2023-09-10 21:03:00+00:00,102541.84690443655,0.0,0.0
19,2023-09-13 19:02:00+00:00,2023-09-13 22:00:00+00:00,102728.61491533891,0.0,0.0
20,2023-09-15 20:20:00+00:00,2023-09-17 21:03:00+00:00,103400.57994209074,0.0,0.0
21,2023-09-19 18:20:00+00:00,2023-09-19 19:07:00+00:00,103622.96351633167,0.0,0.0
22,2023-09-22 18:50:00+00:00,2023-09-24 21:03:00+00:00,103808.41745451477,0.0,0.0
23,2023-09-26 18:36:00+00:00,2023-09-26 22:00:00+00:00,103931.35200343767,0.0,0.0
24,2023-10-17 17:53:00+00:00,2023-10-17 19:55:00+00:00,104227.69021482822,0.0,0.0
25,2023-10-17 17:16:00+00:00,2023-10-17 22:00:00+00:00,104182.12682091496,45.563393913267646,0.0437152486247704
26,2023-10-17 20:32:00+00:00,2023-10-17 22:00:00+00:00,104303.67311632443,0.0,0.0
27,2023-10-31 20:48:00+00:00,2023-10-31 21:19:00+00:00,104629.7294291153,0.0,0.0
28,2023-10-31 20:35:00+00:00,2023-10-31 22:00:00+00:00,104754.50891761757,0.0,0.0
29,2023-11-08 18:02:00+00:00,2023-11-08 22:03:00+00:00,104534.81666181351,219.69225580405327,0.20972104978968167
30,2023-11-08 19:55:00+00:00,2023-11-08 22:03:00+00:00,104929.71502778043,0.0,0.0
31,2023-11-10 17:29:00+00:00,2023-11-12 22:03:00+00:00,105144.97608323477,0.0,0.0
32,2023-11-17 18:59:00+00:00,2023-11-17 19:56:00+00:00,105473.44408023637,0.0,0.0
33,2023-12-06 20:11:00+00:00,2023-12-06 22:03:00+00:00,105812.96235649494,0.0,0.0
34,2024-01-10 21:04:00+00:00,2024-01-10 22:03:00+00:00,106357.79554753347,0.0,0.0
35,2024-01-12 19:28:00+00:00,2024-01-12 20:05:00+00:00,106495.32220050915,0.0,0.0
36,2024-01-12 19:15:00+00:00,2024-01-12 21:00:00+00:00,106706.28544641433,0.0,0.0
37,2024-01-26 18:51:00+00:00,2024-01-26 19:56:00+00:00,106839.71320756862,0.0,0.0
38,2024-01-26 19:04:00+00:00,2024-01-26 19:57:00+00:00,106995.8307223735,0.0,0.0
39,2024-01-26 18:32:00+00:00,2024-01-28 22:03:00+00:00,106753.33644037163,242.49428200187685,0.2266390011318168
40,2024-02-27 18:15:00+00:00,2024-02-27 19:30:00+00:00,107172.31533102298,0.0,0.0
41,2024-03-05 19:05:00+00:00,2024-03-05 22:04:00+00:00,107222.99053264958,0.0,0.0
42,2024-03-15 19:57:00+00:00,2024-03-17 21:04:00+00:00,107821.41404799753,0.0,0.0
43,2024-03-27 19:38:00+00:00,2024-03-27 22:00:00+00:00,107601.45566671954,219.95838127798925,0.20400250100603678
44,2024-03-27 20:00:00+00:00,2024-03-27 22:00:00+00:00,107462.6319748116,358.7820731859392,0.33275585963491877
45,2024-03-27 21:17:00+00:00,2024-03-27 22:00:00+00:00,107539.42728345928,281.98676453824737,0.26153131734362045
46,2024-04-03 16:36:00+00:00,2024-04-03 22:00:00+00:00,107441.98115392111,379.4328940764244,0.35190866065577375
