trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
1,2024-11-06 20:50:00+00:00,2024-11-06 20:47:00+00:00,3,2024-11-06 21:42:00+00:00,short,154.55450000000002,154.6545,154.6545,151.83466666666666,sl,-9.999999999999432,-187.3783174753942,5,289789,6.0,10.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2024-11-07,52.0,50000.0,49812.62168252461,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.83466666666666,152.29612266666666,152.58121066666666,151.37321066666667,151.08812266666666,154.54854539542944,154.46385,154.37915460457057,154.49112,bullish,87.05882352941589,0.11728571428571806
2,2024-11-06 21:05:00+00:00,2024-11-06 21:01:00+00:00,4,2024-11-06 22:04:00+00:00,short,154.6225,154.5975,154.7225,151.83466666666666,session_close,2.5000000000005684,62.51006646292596,5,386556,6.0,10.0,favorable,ABCDE,high,1.0,1.0,1.0,1.0,1.0,full,2024-11-07,59.0,49812.62168252461,49875.13174898754,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.83466666666666,152.29612266666666,152.58121066666666,151.37321066666667,151.08812266666666,154.58081248202487,154.47235,154.36388751797514,154.51532,bullish,93.81443298969012,0.11228571428571651
3,2024-11-08 20:44:00+00:00,2024-11-08 20:40:00+00:00,4,2024-11-10 22:04:00+00:00,long,152.6135,152.6845,152.6335,153.43866666666668,tp1_then_session_close,6.6071428571447655,44.11399085191256,3,101940,6.1142857142855735,28.0,favorable,ABC,high,0.75,1.0,1.0,0.75,1.0,full,2024-11-09,2960.0,49875.13174898754,49919.24573983945,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.43866666666668,154.21107066666667,154.68826266666667,152.66626266666668,152.18907066666668,152.80132038990283,152.7172,152.63307961009716,152.6141782272,bullish,30.434782608693354,0.12228571428571147
4,2024-11-14 20:01:00+00:00,2024-11-14 20:00:00+00:00,1,2024-11-14 20:14:00+00:00,short,156.1445,156.4245,156.4245,155.14866666666668,sl,-28.00000000000011,-186.8599867667796,5,104391,6.392857142856911,28.0,favorable,ABCDE,high,0.75,1.0,1.0,0.75,1.0,full,2024-11-15,13.0,49919.24573983945,49732.38575307267,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.14866666666668,155.6403006666667,155.94403266666666,154.65703266666668,154.3533006666667,156.04231527238116,155.91789999999997,155.7934847276188,155.87,bullish,70.67901234567738,0.12785714285713823
5,2024-11-20 20:10:00+00:00,2024-11-20 20:09:00+00:00,1,2024-11-20 22:04:00+00:00,short,155.3965,155.4375,155.6765,154.245,session_close,-4.099999999999682,-10.237767591474878,4,38813,6.0,28.0,neutral,ABCE,medium,0.28125,0.5,0.75,0.75,1.0,full,2024-11-21,114.0,49732.38575307267,49722.14798548119,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.245,154.82525800000002,155.183742,153.664742,153.306258,155.4109053569486,155.3325,155.25409464305142,155.457,bearish,65.77380952381078,0.1090714285714256
6,2024-11-26 17:21:00+00:00,2024-11-26 17:20:00+00:00,1,2024-11-26 18:37:00+00:00,long,153.3495,153.3955,153.36950000000002,154.15,tp1_then_trailing_stop,7.341017744178286,24.42920889483104,4,51059,10.082142857142681,28.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2024-11-27,76.0,49722.14798548119,49746.57719437602,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.15,154.599614,154.877386,153.700386,153.422614,153.69736555706973,153.50459999999998,153.31183444293023,153.256,bullish,30.802919708029677,0.20164285714285363
7,2024-12-26 21:44:00+00:00,2024-12-26 21:40:00+00:00,4,2024-12-26 22:04:00+00:00,short,157.9955,157.9255,157.97549999999998,157.16466666666668,tp1_then_session_close,6.500002544619683,80.87152968682878,5,196493,6.0,10.0,neutral,ABCDE,high,0.5,0.5,1.0,1.0,1.0,full,2024-12-27,20.0,49746.57719437602,49827.44872406285,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.16466666666668,157.3571946666667,157.47613866666669,156.97213866666667,156.85319466666667,158.01282875149735,157.95159999999998,157.89037124850262,158.046,bearish,71.7171717171607,0.07142857142857142
8,2025-01-07 18:51:00+00:00,2025-01-07 18:50:00+00:00,1,2025-01-07 20:53:00+00:00,short,157.86450000000002,157.8395,157.8445,157.2843333333333,tp1_then_time_decay,5.689285714286996,50.64587266977279,3,140464,8.878571428571291,28.0,favorable,ABC,high,1.0,1.0,1.0,1.0,1.0,full,2025-01-08,122.0,49827.44872406285,49878.094596732626,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.2843333333333,157.94481133333332,158.3528553333333,156.6238553333333,156.2158113333333,157.88188415860614,157.7326,157.58331584139384,157.91148813936,bearish,68.97106109324635,0.17757142857142583
9,2025-01-14 17:23:00+00:00,2025-01-14 17:22:00+00:00,1,2025-01-14 18:56:00+00:00,short,158.0915,158.0715,158.0715,157.45166666666668,tp1_then_be_stop,5.316008627757512,17.763914534041394,4,52803,8.632142857142863,28.0,neutral,ABCE,medium,0.375,0.5,0.75,1.0,1.0,full,2025-01-15,93.0,49878.094596732626,49895.85851126667,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.45166666666668,157.85429466666668,158.1030386666667,157.0490386666667,156.80029466666667,158.11132919016313,157.9873,157.86327080983688,158.02999359999998,bullish,65.43574593796265,0.17264285714285726
10,2025-01-14 21:15:00+00:00,2025-01-14 21:10:00+00:00,5,2025-01-14 21:34:00+00:00,short,158.0045,157.9845,157.9845,157.45166666666668,tp1_then_be_stop,3.9999857935381056,35.65089987246522,5,140781,6.0,28.0,favorable,ABCDE,high,1.0,1.0,1.0,1.0,1.0,full,2025-01-15,19.0,49895.85851126667,49931.50941113914,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.45166666666668,157.85429466666668,158.1030386666667,157.0490386666667,156.80029466666667,158.0156870678508,157.9461,157.8765129321492,157.96820137057074,bullish,83.33333333333333,0.0720714285714296
