median_peak_spread_before_reversal_pips,median_bars_narrowing_before_cross,mean_deceleration_at_reversals,mean_deceleration_overall,narrowing_leads_to_reversal_rate_6bars,narrowing_sample_count
4.219,2.0,-0.26154,0.00026,0.3328,5163
