session_day,trades,wins,wr,net_usd,net_pips,pf,mr_trades,bo_trades,news_trades,weekday,month
2024-11-27,3,2,66.66666666666666,6.151585570514527,0.32772376228747824,1.0489209276488334,3,0,0,Wednesday,November
2024-11-29,2,0,0.0,-162.4179399384107,-8.40000000000316,0.0,2,0,0,Friday,November
2024-12-06,1,0,0.0,-13.47457310821028,-0.7000000000033424,0.0,1,0,0,Friday,December
2024-12-09,1,0,0.0,-142.46942893030342,-7.400000000001228,0.0,1,0,0,Monday,December
2024-12-12,2,0,0.0,-294.45978812113003,-15.339980195229312,0.0,2,0,0,Thursday,December
2024-12-13,3,0,0.0,-273.2195555031628,-14.000000000007162,0.0,3,0,0,Friday,December
2024-12-19,3,1,33.33333333333333,-229.81622234931595,-8.40000000000316,0.17979912375033424,2,0,1,Thursday,December
2024-12-20,2,1,50.0,102.53582857113089,5.438751032471794,3.006633144513859,2,0,0,Friday,December
2024-12-24,2,1,50.0,-37.82699382028698,-2.0000000000038654,0.33301782432164023,2,0,0,Tuesday,December
2024-12-26,1,1,100.0,128.0130383396259,6.7799999999982665,inf,1,0,0,Thursday,December
2024-12-30,2,2,100.0,59.08423730219024,3.1200236653920834,inf,2,0,0,Monday,December
2024-12-31,1,0,0.0,-136.63142583732576,-7.200000000000273,0.0,1,0,0,Tuesday,December
2025-01-02,2,2,100.0,382.291433105799,20.199999999996976,inf,2,0,0,Thursday,January
2025-01-03,1,0,0.0,-100.33078900653678,-5.259992311343581,0.0,1,0,0,Friday,January
2025-01-06,3,1,33.33333333333333,51.23451709557442,0.9326118305359952,1.26402635018157,3,0,0,Monday,January
2025-01-07,3,0,0.0,-585.8672657000822,-30.900000000005434,0.0,3,0,0,Tuesday,January
2025-01-09,1,0,0.0,-56.44701894625248,-3.000000000002956,0.0,1,0,0,Thursday,January
2025-01-10,1,0,0.0,-2.675285751333348,-0.13998307685121134,0.0,1,0,0,Friday,January
2025-01-13,4,2,50.0,-134.54878277143246,-7.159985642603023,0.261359222772642,4,0,0,Monday,January
2025-01-15,2,0,0.0,-207.79836291497446,-11.100000000004684,0.0,2,0,0,Wednesday,January
2025-01-21,3,0,0.0,-212.39261937356707,-11.400000000003274,0.0,3,0,0,Tuesday,January
2025-01-23,3,0,0.0,-364.6494985271353,-19.700000000005957,0.0,3,0,0,Thursday,January
2025-01-24,3,1,33.33333333333333,-214.19852668115382,-10.939982125845766,0.026126133434935514,2,0,1,Friday,January
2025-01-30,2,0,0.0,-377.17972180358475,-20.60000000000457,0.0,2,0,0,Thursday,January
2025-02-03,3,0,0.0,-504.85611013764503,-25.000000000008527,0.0,3,0,0,Monday,February
2025-02-05,1,1,100.0,14.385044498033468,0.7999999999981355,inf,1,0,0,Wednesday,February
2025-02-07,3,0,0.0,-475.28787937974255,-26.500000000007162,0.0,3,0,0,Friday,February
2025-02-12,3,0,0.0,-519.2023695232419,-26.400000000006685,0.0,3,0,0,Wednesday,February
2025-02-14,1,1,100.0,17.589044862881103,0.9999999999990904,inf,1,0,0,Friday,February
2025-02-17,2,1,50.0,-154.35381021768336,-8.10000000000457,0.08357749940649929,2,0,0,Monday,February
2025-02-20,2,0,0.0,-205.0575236348835,-11.500000000003752,0.0,2,0,0,Thursday,February
2025-02-24,1,0,0.0,-111.75001342285611,-6.400000000002137,0.0,1,0,0,Monday,February
2025-02-25,3,0,0.0,-300.3633016631878,-17.30000000000871,0.0,3,0,0,Tuesday,February
2025-02-26,1,0,0.0,-117.61623387977289,-6.800000000001205,0.0,1,0,0,Wednesday,February
2025-03-06,1,0,0.0,-124.76278618247653,-7.2400071573339915,0.0,1,0,0,Thursday,March
2025-03-07,1,0,0.0,-221.9658654530268,-12.90000000000191,0.0,1,0,0,Friday,March
2025-03-10,1,0,0.0,-117.59999728389542,-2.200000000001978,0.0,1,0,0,Monday,March
2025-03-11,1,1,100.0,165.249298912792,9.69535129170478,inf,1,0,0,Tuesday,March
2025-03-12,5,0,0.0,-487.42861748810685,-39.00000000001569,0.0,3,2,0,Wednesday,March
2025-03-13,1,0,0.0,-188.4217280845203,-11.139994846436634,0.0,1,0,0,Thursday,March
2025-03-14,1,0,0.0,-85.91358516022956,-5.100000000001614,0.0,1,0,0,Friday,March
2025-03-17,2,1,50.0,-27.7269681506597,-2.9000000000024784,0.8054662499103878,2,0,0,Monday,March
2025-03-19,1,0,0.0,-201.5118522326065,-12.000000000000455,0.0,1,0,0,Wednesday,March
2025-03-20,3,0,0.0,-265.7224524769148,-15.90000000001055,0.0,3,0,0,Thursday,March
2025-03-21,2,0,0.0,-64.46287645694655,-3.880000026989099,0.0,2,0,0,Friday,March
2025-03-24,1,0,0.0,-352.45120290519185,-6.800000000001205,0.0,1,0,0,Monday,March
2025-03-25,3,1,33.33333333333333,-177.3540282012622,-10.200000000008913,0.09271891462519961,2,1,0,Tuesday,March
2025-03-26,1,0,0.0,-52.40983977737715,-3.200000000003911,0.0,1,0,0,Wednesday,March
2025-03-27,2,1,50.0,-67.0725481988577,-4.100000000005366,0.12767369094823183,2,0,0,Thursday,March
2025-03-28,1,1,100.0,125.63895829318442,7.686935917676332,inf,1,0,0,Friday,March
2025-03-31,1,1,100.0,15.359716812188566,0.2999999999985903,inf,1,0,0,Monday,March
2025-04-03,2,1,50.0,-217.20453797460254,-13.200000000003342,0.24363205160823317,2,0,0,Thursday,April
2025-04-07,1,0,0.0,-11.042921469658008,-0.6000027369941714,0.0,1,0,0,Monday,April
2025-04-09,3,0,0.0,-461.64249798439363,-28.400000000007708,0.0,3,0,0,Wednesday,April
2025-04-10,1,0,0.0,-254.87769558763924,-15.800000000001546,0.0,1,0,0,Thursday,April
2025-04-11,3,1,33.33333333333333,-431.6269212585024,-22.78360000000248,0.1465393518955009,3,0,0,Friday,April
2025-04-14,2,0,0.0,-788.4582242457604,-16.0000000000025,0.0,2,0,0,Monday,April
2025-04-16,3,1,33.33333333333333,-60.633102286355964,-3.900000000007253,0.3380947943752426,3,0,0,Wednesday,April
2025-04-17,1,1,100.0,18.91558994123189,1.2199853661238123,inf,1,0,0,Thursday,April
2025-04-21,3,0,0.0,-829.5104576573304,-17.20000000000539,0.0,3,0,0,Monday,April
2025-04-23,1,0,0.0,-154.90309475445684,-10.200000000000387,0.0,1,0,0,Wednesday,April
2025-04-25,1,1,100.0,40.814752413580734,2.699999999995839,inf,1,0,0,Friday,April
2025-04-28,3,1,33.33333333333333,338.5074471961704,3.779987068680046,4.789011931362227,3,0,0,Monday,April
2025-05-01,3,1,33.33333333333333,-341.37988568128964,-7.479963427382241,0.13057315111195122,2,0,1,Thursday,May
2025-05-02,2,0,0.0,-166.18678095167508,-11.000000000004206,0.0,2,0,0,Friday,May
2025-05-05,3,1,33.33333333333333,267.64393141965394,5.699999999995953,5.031383095320661,3,0,0,Monday,May
2025-05-08,1,1,100.0,31.86056920450962,2.0999999999958163,inf,1,0,0,Thursday,May
2025-05-12,1,0,0.0,-275.50834439380986,-18.17997700339986,0.0,1,0,0,Monday,May
2025-05-14,1,0,0.0,-311.4825998506933,-20.700000000000504,0.0,1,0,0,Wednesday,May
2025-05-16,2,0,0.0,-367.1290398666371,-24.600000000006617,0.0,2,0,0,Friday,May
2025-05-19,1,0,0.0,-101.76967291081392,-2.200000000001978,0.0,1,0,0,Monday,May
2025-05-20,3,0,0.0,-205.22165935308084,-13.100000000005707,0.0,3,0,0,Tuesday,May
2025-05-21,3,1,33.33333333333333,-155.5090525467428,-10.60000000000798,0.0533669509144005,3,0,0,Wednesday,May
2025-05-22,2,1,50.0,-21.52199802322702,-1.466482985875719,0.6129538172079196,2,0,0,Thursday,May
2025-05-26,1,0,0.0,-4.151556156074974e-11,-2.8421709430404007e-12,0.0,1,0,0,Monday,May
2025-05-27,3,0,0.0,-276.8044821607458,-18.50000000000591,0.0,3,0,0,Tuesday,May
2025-05-28,2,0,0.0,-497.7848221586912,-34.31989742165652,0.0,2,0,0,Wednesday,May
2025-05-29,3,2,66.66666666666666,201.8342465473674,4.542855998929517,2.064239398565277,3,0,0,Thursday,May
2025-05-30,2,1,50.0,78.76432227702179,5.499999999994998,2.4042763920130277,2,0,0,Friday,May
2025-06-02,2,2,100.0,261.1090738226675,5.799999999999272,inf,2,0,0,Monday,June
2025-06-09,1,1,100.0,24.969089540106665,1.4999999999957936,inf,1,0,0,Monday,June
2025-06-10,1,1,100.0,114.40824707568441,7.882333224811576,inf,1,0,0,Tuesday,June
2025-06-12,1,0,0.0,-33.51544924319646,-2.3000000000024556,0.0,1,0,0,Thursday,June
2025-06-13,3,2,66.66666666666666,54.706378682982326,3.765853658530887,2.2100572783266657,3,0,0,Friday,June
2025-06-17,4,1,25.0,-133.26699499427667,-9.300000000007458,0.11563051413333904,3,0,1,Tuesday,June
2025-06-18,1,0,0.0,-295.7084641998525,-20.31990447670768,0.0,1,0,0,Wednesday,June
2025-06-19,2,1,50.0,-2.11347890790762,0.7999999999924512,0.9476160508923216,1,1,0,Thursday,June
2025-06-20,1,1,100.0,58.85826736279164,11.689285714285802,inf,0,1,0,Friday,June
2025-06-23,1,1,100.0,76.64617593749232,1.6999999999967486,inf,1,0,0,Monday,June
2025-06-26,2,0,0.0,-259.98100564324903,-18.000000000006366,0.0,2,0,0,Thursday,June
2025-06-30,3,0,0.0,-480.32004869412594,-22.400000000001796,0.0,3,0,0,Monday,June
2025-07-01,3,1,33.33333333333333,-99.48305688912606,-6.400000000007822,0.1459075324042872,3,0,0,Tuesday,July
2025-07-02,1,0,0.0,-28.243873897733966,-2.000000000001023,0.0,1,0,0,Wednesday,July
2025-07-03,1,1,100.0,52.23024093199874,3.6999999999977717,inf,1,0,0,Thursday,July
2025-07-04,1,0,0.0,-236.08001640885513,-16.67996846094066,0.0,1,0,0,Friday,July
2025-07-07,2,0,0.0,-287.22635770101294,-11.500000000003752,0.0,2,0,0,Monday,July
2025-07-09,2,1,50.0,-68.23819153029729,-4.9000000000035016,0.22221463981176937,2,0,0,Wednesday,July
2025-07-10,3,0,0.0,-263.5134435835092,-19.0000000000083,0.0,3,0,0,Thursday,July
2025-07-11,3,0,0.0,-229.69871129919062,-16.700037679168915,0.0,3,0,0,Friday,July
2025-07-14,3,0,0.0,-903.7013832630772,-25.766666666672222,0.0,3,0,0,Monday,July
2025-07-15,1,0,0.0,-57.370626338193176,-4.300000000000637,0.0,1,0,0,Tuesday,July
2025-07-16,1,0,0.0,-224.7746031210921,-16.83996275022771,0.0,1,0,0,Wednesday,July
2025-07-17,1,0,0.0,-183.65839712697638,-13.900000000003844,0.0,1,0,0,Thursday,July
2025-07-22,1,1,100.0,21.112694131425243,1.6000545910531765,inf,1,0,0,Tuesday,July
2025-07-23,1,0,0.0,-115.87971733576835,-8.800000000002228,0.0,1,0,0,Wednesday,July
2025-07-25,2,1,50.0,40.678501039707804,3.0999999999920647,2.6328065155977587,2,0,0,Friday,July
2025-07-30,3,0,0.0,-290.7806431203044,-22.200000000003683,0.0,3,0,0,Wednesday,July
2025-08-01,1,1,100.0,14.31630731693818,1.099999999999568,inf,1,0,0,Friday,August
2025-08-04,3,0,0.0,-706.7443978570175,-17.50000000000682,0.0,3,0,0,Monday,August
2025-08-05,1,0,0.0,-90.4756104211232,-7.0999999999997945,0.0,1,0,0,Tuesday,August
2025-08-07,1,0,0.0,-69.82033032929775,-5.5000263563761775,0.0,1,0,0,Thursday,August
2025-08-08,1,0,0.0,-82.33657309865337,-6.500000000002615,0.0,1,0,0,Friday,August
2025-08-11,3,2,66.66666666666666,160.33977254115237,0.9999999999962488,3.536197916386022,3,0,0,Monday,August
2025-08-12,3,0,0.0,-324.1551122861168,-24.50000000000898,0.0,3,0,0,Tuesday,August
2025-08-14,2,0,0.0,-228.57897414968744,-18.20000000000448,0.0,2,0,0,Thursday,August
2025-08-18,2,1,50.0,-277.1438538620182,-7.1000000000026375,0.11144287739729637,2,0,0,Monday,August
2025-08-19,3,2,66.66666666666666,-5.714726682166287,1.199999999991519,0.8641139330847677,1,2,0,Tuesday,August
2025-08-22,2,1,50.0,-22.28958060414064,-1.8000000000057526,0.5382290743178331,2,0,0,Friday,August
2025-08-25,3,1,33.33333333333333,-497.2314763139244,-12.900000000004752,0.19099385509427216,3,0,0,Monday,August
2025-08-26,3,1,33.33333333333333,-83.73607929878825,-6.640068748404158,0.783445307748344,3,0,0,Tuesday,August
2025-08-27,2,0,0.0,-216.51576933308576,-16.600000000002524,0.0,2,0,0,Wednesday,August
2025-08-28,1,0,0.0,-155.64504974470765,-12.939967932831502,0.0,1,0,0,Thursday,August
2025-09-01,4,1,25.0,-299.0667257366302,-7.5000000000045475,0.16052101540934638,2,2,0,Monday,September
2025-09-02,2,0,0.0,-104.05625699652971,-8.700000000004593,0.0,2,0,0,Tuesday,September
2025-09-05,1,0,0.0,-38.302249874420184,-3.2400000000012597,0.0,1,0,0,Friday,September
2025-09-08,2,0,0.0,-265.3818438073459,-7.200000000005957,0.0,2,0,0,Monday,September
2025-09-15,4,0,0.0,-180.66853832304548,-15.08002027764928,0.0,3,1,0,Monday,September
2025-09-16,1,0,0.0,-35.792254834444826,-3.080016452647766,0.0,1,0,0,Tuesday,September
2025-09-17,2,2,100.0,263.3482207499203,22.699999999997544,inf,2,0,0,Wednesday,September
2025-09-18,3,2,66.66666666666666,141.62255995457957,21.88571428571322,2.374502002963775,1,2,0,Thursday,September
2025-09-19,2,1,50.0,-39.773569154844914,-20.800000000005525,0.2621050979957105,1,0,1,Friday,September
2025-09-22,4,0,0.0,-744.8201623277222,-38.50000000000762,0.0,2,2,0,Monday,September
2025-09-23,3,0,0.0,-137.16925682632046,-11.700000000004707,0.0,3,0,0,Tuesday,September
2025-09-24,2,0,0.0,-89.62384209961095,-7.80000000000598,0.0,2,0,0,Wednesday,September
2025-09-25,1,0,0.0,-232.78810755011827,-20.43994147826629,0.0,1,0,0,Thursday,September
2025-09-26,1,1,100.0,194.14566634601564,17.199999999996862,inf,1,0,0,Friday,September
2025-09-29,2,0,0.0,-567.9177336224834,-16.0000000000025,0.0,2,0,0,Monday,September
2025-10-01,3,0,0.0,-42.25500530753463,-3.939987535769598,0.0,1,2,0,Wednesday,October
2025-10-03,2,1,50.0,-77.743912482869,-7.000000000007844,0.1246759690126577,2,0,0,Friday,October
2025-10-06,3,0,0.0,-821.8829482490974,-34.10000000000366,0.0,3,0,0,Monday,October
2025-10-07,3,1,33.33333333333333,-57.00645178620695,-5.300000000008254,0.4102139618108934,3,0,0,Tuesday,October
2025-10-08,3,0,0.0,-157.33247303126234,-14.70000000000482,0.0,3,0,0,Wednesday,October
2025-10-10,1,0,0.0,-95.8199840566806,-14.200000000002433,0.0,0,1,0,Friday,October
2025-10-14,5,1,20.0,-126.76542284292788,-11.900000000008504,0.4548113318023491,5,0,0,Tuesday,October
2025-10-15,1,0,0.0,-58.17577777048366,-5.500000000003524,0.0,1,0,0,Wednesday,October
2025-10-16,2,0,0.0,-94.90825141052214,-9.000000000006025,0.0,2,0,0,Thursday,October
2025-10-17,3,2,66.66666666666666,0.5739426447215887,0.9999999999934062,1.0355333090711532,1,2,0,Friday,October
2025-10-21,1,0,0.0,-24.182624113501,-2.3000000000024556,0.0,1,0,0,Tuesday,October
2025-10-22,2,0,0.0,-294.35416356246054,-28.039949658397703,0.0,2,0,0,Wednesday,October
2025-10-23,3,0,0.0,-58.88299999363139,-5.5000000000063665,0.0,3,0,0,Thursday,October
2025-10-24,5,0,0.0,-246.00437454160638,-28.259969928375867,0.0,5,0,0,Friday,October
2025-10-27,2,0,0.0,-83.41674158615385,-7.300000000006435,0.0,2,0,0,Monday,October
2025-10-28,3,0,0.0,-243.85619456418846,-23.900000000006116,0.0,3,0,0,Tuesday,October
2025-10-29,3,1,33.33333333333333,43.07649254957451,4.299999999994952,1.4653080923739927,3,0,0,Wednesday,October
2025-10-30,2,0,0.0,-192.63703623817682,-25.150000000002137,0.0,1,0,1,Thursday,October
2025-11-03,1,1,100.0,66.81984701404592,6.636992268259217,inf,1,0,0,Monday,November
2025-11-04,3,1,33.33333333333333,-80.7199968724455,-8.000000000004093,0.16680772349561507,3,0,0,Tuesday,November
2025-11-05,2,0,0.0,-144.82583391625542,-14.400000000003388,0.0,2,0,0,Wednesday,November
2025-11-06,1,0,0.0,-98.15033215037384,-9.800000000004161,0.0,1,0,0,Thursday,November
2025-11-11,4,0,0.0,-322.8114161456723,-46.70000000000414,0.0,1,3,0,Tuesday,November
2025-11-12,1,0,0.0,-32.46695878194641,-3.300000000001546,0.0,1,0,0,Wednesday,November
2025-11-13,1,0,0.0,-3.930940047298872,-0.40000000000190994,0.0,1,0,0,Thursday,November
2025-11-14,2,0,0.0,-54.40023295694069,-8.500000000000796,0.0,0,2,0,Friday,November
2025-11-18,1,1,100.0,44.13197351637685,4.499999999995907,inf,1,0,0,Tuesday,November
2025-11-19,1,0,0.0,-96.12046137229297,-9.779985723734136,0.0,1,0,0,Wednesday,November
2025-11-20,1,0,0.0,-310.3701516361258,-31.64000000000101,0.0,1,0,0,Thursday,November
2025-11-24,2,1,50.0,1.968886504670829,-5.6843418860808015e-12,1.1588573548470174,0,2,0,Monday,November
2025-11-27,1,0,0.0,-52.18242619929144,-5.400000000003047,0.0,1,0,0,Thursday,November
2025-12-01,3,1,33.33333333333333,15.993719665160695,-0.9886956521796719,1.2614073672767272,3,0,0,Monday,December
2025-12-02,1,0,0.0,-44.35682598466679,-4.600000000002069,0.0,1,0,0,Tuesday,December
2025-12-03,1,0,0.0,-76.09878977867481,-7.900000000003615,0.0,1,0,0,Wednesday,December
2025-12-04,1,1,100.0,40.29839489457879,4.199999999997317,inf,1,0,0,Thursday,December
2025-12-08,2,0,0.0,-159.05404828679542,-16.55995007472069,0.0,2,0,0,Monday,December
2025-12-09,1,0,0.0,-149.94702018213968,-15.67994857460648,0.0,1,0,0,Tuesday,December
2025-12-10,1,1,100.0,39.26941503919622,4.13676185841938,inf,1,0,0,Wednesday,December
2025-12-11,2,1,50.0,73.92290132548293,7.799999999994611,3.356084035030934,2,0,0,Thursday,December
2025-12-12,1,0,0.0,-34.3188007399047,-3.6000000000001364,0.0,1,0,0,Friday,December
2025-12-15,2,0,0.0,-140.2111440007024,-11.800000000005184,0.0,2,0,0,Monday,December
2025-12-16,3,3,100.0,111.27736841877093,11.427491480059324,inf,3,0,0,Tuesday,December
2025-12-19,4,3,75.0,38.958668599050284,8.770989010989751,1.7189714878112285,3,0,1,Friday,December
2025-12-22,1,0,0.0,-45.736292229087375,-4.800000000000182,0.0,1,0,0,Monday,December
2025-12-23,2,0,0.0,-98.81490861119318,-10.400000000007026,0.0,2,0,0,Tuesday,December
2025-12-26,2,0,0.0,-97.47174533583386,-10.300000000003706,0.0,2,0,0,Friday,December
2025-12-29,1,1,100.0,35.82045798005573,3.799999999998249,inf,1,0,0,Monday,December
2025-12-31,2,0,0.0,-140.4253159163353,-14.900000000005775,0.0,2,0,0,Wednesday,December
2026-01-02,1,1,100.0,30.118032452549496,9.999999999999432,inf,0,1,0,Friday,January
2026-01-05,3,0,0.0,-274.291240912797,-24.10000000000707,0.0,3,0,0,Monday,January
2026-01-07,1,0,0.0,-2.6401431349297602e-11,-2.8421709430404007e-12,0.0,1,0,0,Wednesday,January
2026-01-08,3,0,0.0,-189.25481098257285,-20.400000000006457,0.0,3,0,0,Thursday,January
2026-01-09,2,0,0.0,-95.41995097111555,-10.400000000007026,0.0,1,1,0,Friday,January
2026-01-12,1,0,0.0,-95.48669645578565,-10.400000000001342,0.0,1,0,0,Monday,January
2026-01-14,3,2,66.66666666666666,57.16123468787317,4.799999999994498,3.080916853207992,1,2,0,Wednesday,January
2026-01-15,1,0,0.0,-92.60888614403443,-10.11993856157044,0.0,1,0,0,Thursday,January
2026-01-20,1,1,100.0,44.60277150856538,4.2999999999977945,inf,1,0,0,Tuesday,January
2026-01-21,2,0,0.0,-226.51020098597672,-35.40000000000134,0.0,0,2,0,Wednesday,January
2026-01-22,1,0,0.0,-52.47181551978487,-5.800000000002115,0.0,1,0,0,Thursday,January
2026-01-23,4,2,50.0,-3.428575655120518,-3.300006287957217,0.8270895655883641,2,2,0,Friday,January
2026-01-30,2,0,0.0,-182.79278116468117,-19.200000000006412,0.0,2,0,0,Friday,January
2026-02-02,1,0,0.0,-420.8649600078449,-46.77989839493799,0.0,1,0,0,Monday,February
2026-02-03,2,0,0.0,-36.72727857715438,-5.600000000004002,0.0,0,2,0,Tuesday,February
2026-02-04,1,0,0.0,-51.73349829167843,-5.900000000002592,0.0,1,0,0,Wednesday,February
2026-02-05,2,0,0.0,-131.2022116903932,-15.00000000000341,0.0,2,0,0,Thursday,February
2026-02-06,2,0,0.0,-55.64795269626558,-6.4000000000049795,0.0,2,0,0,Friday,February
2026-02-09,1,1,100.0,110.27208860514301,12.719989028317718,inf,1,0,0,Monday,February
2026-02-12,1,0,0.0,-77.32785539489275,-8.879967638268102,0.0,1,0,0,Thursday,February
2026-02-13,1,0,0.0,-63.92289765878856,-7.360000000001037,0.0,1,0,0,Friday,February
2026-02-17,2,0,0.0,-181.9500360594588,-21.020000000003165,0.0,2,0,0,Tuesday,February
2026-02-18,1,0,0.0,-42.96930111039514,-5.000000000001137,0.0,1,0,0,Wednesday,February
2026-02-19,1,0,0.0,-222.1846873015039,-25.83993279651024,0.0,1,0,0,Thursday,February
2026-02-20,1,1,100.0,31.40207056152099,3.6999999999977717,inf,1,0,0,Friday,February
2026-02-23,3,1,33.33333333333333,-209.43160815975915,-11.60000000000423,0.2378698757285742,3,0,0,Monday,February
2026-02-24,1,0,0.0,-55.50728776327901,-6.60000000000025,0.0,1,0,0,Tuesday,February
2026-02-25,1,1,100.0,57.08787909887269,6.799999999998363,inf,1,0,0,Wednesday,February
2026-02-27,2,1,50.0,-48.515129787462634,-5.600000000004002,0.01704816351252126,2,0,0,Friday,February
2026-03-02,1,1,100.0,44.60347040000662,1.6999999999967486,inf,1,0,0,Monday,March
