trade_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,position_size_units,sl_pips,mfe_pips,mae_pips,rejection_wick_body_ratio,confirmation_types,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session
1,2023-08-01 21:15:00+00:00,2023-08-01 21:35:00+00:00,long,143.305,143.19,143.112,143.416,early_exit_midpoint_shift,-11.500000000000911,-298.1663523989342,371256,19.300000000001205,0.0,14.700000000001978,8.157894736839822,climax,2023-08-01,20.0,50000.0,49701.833647601066,TOKYO_MEANREV_V9,rejection_envelope,tokyo
2,2024-04-12 20:55:00+00:00,2024-04-14 21:04:00+00:00,short,153.266,153.092,153.361,153.173,session_close,12.539999999998486,409.46127880149174,500000,9.499999999999886,17.399999999997817,5.400000000003047,6.124999999989786,climax,2024-04-12,2889.0,49701.833647601066,50111.29492640256,TOKYO_MEANREV_V9,rejection_envelope,tokyo
