trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,signal_strength_score,signal_strength_tier,entry_delay_type,mfe_pips,mae_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
1,2024-12-17 17:12:00+00:00,2024-12-17 17:09:00+00:00,3,2024-12-17 21:40:00+00:00,long,153.3435,153.4895,153.36350000000002,153.98666666666665,tp1_then_trailing_stop,11.162522317514703,112.03348890094487,4,154027,7.72500000000014,28.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,24.799999999999045,19.10000000000025,2024-12-18,268.0,50000.0,50112.03348890095,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.98666666666665,154.42825866666664,154.70107466666664,153.54507466666666,153.27225866666666,153.6601280038973,153.5046,153.3490719961027,153.255,bullish,30.19197207679221,0.1545000000000028
2,2024-12-26 21:44:00+00:00,2024-12-26 21:40:00+00:00,4,2024-12-26 22:04:00+00:00,short,157.9955,157.9255,157.97549999999998,157.16466666666668,tp1_then_session_close,6.500001122694599,183.29759311825603,5,445357,6.0,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,7.800000000000296,5.000000000001137,2024-12-27,20.0,50112.03348890095,50295.331082019205,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.16466666666668,157.3571946666667,157.47613866666669,156.97213866666667,156.85319466666667,158.01282875149735,157.95159999999998,157.89037124850262,158.046,bearish,71.7171717171607,0.07142857142857142
3,2025-01-14 21:15:00+00:00,2025-01-14 21:10:00+00:00,5,2025-01-14 21:34:00+00:00,short,158.0045,157.9845,157.9845,157.45166666666668,tp1_then_be_stop,3.999987472361522,40.42847828316535,5,159647,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,7.00000000000216,1.2999999999976808,2025-01-15,19.0,50295.331082019205,50335.75956030237,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.45166666666668,157.85429466666668,158.1030386666667,157.0490386666667,156.80029466666667,158.0156870678508,157.9461,157.8765129321492,157.96820137057074,bullish,83.33333333333333,0.0720714285714296
4,2025-02-14 19:52:00+00:00,2025-02-14 19:48:00+00:00,4,2025-02-14 21:03:00+00:00,long,152.2355,152.2555,152.2555,153.39499999999998,tp1_then_be_stop,3.9999870080101876,40.43471035395782,5,153941,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,11.100000000001842,6.499999999999773,2025-02-15,71.0,50335.75956030237,50376.19427065633,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.39499999999998,154.147922,154.61307799999997,152.64207799999997,152.176922,152.40119022155375,152.3112,152.22120977844628,152.196,bullish,22.2748815165954,0.06849999999999616
5,2025-06-03 20:02:00+00:00,2025-06-03 20:01:00+00:00,1,2025-06-03 20:56:00+00:00,short,144.05450000000002,144.0345,144.0345,143.06866666666667,tp1_then_be_stop,3.999986281168098,40.49442955035431,5,145785,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,9.500000000002728,1.799999999997226,2025-06-04,54.0,50376.19427065633,50416.68870020668,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.06866666666667,143.62256666666667,143.9647666666667,142.51476666666667,142.17256666666665,144.0784683953372,143.95805000000001,143.83763160466282,144.109,bearish,80.31496062992724,0.07478571428571204
6,2025-06-12 16:34:00+00:00,2025-06-12 16:32:00+00:00,2,2025-06-12 17:04:00+00:00,long,143.6575,143.55433333333332,143.55433333333332,144.77833333333334,sl,-10.316666666668084,-283.7971476537729,5,394898,8.407142857142702,10.316666666668084,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,6,moderate,immediate,2.5000000000005684,11.899999999999977,2025-06-13,30.0,50416.68870020668,50132.89155255291,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.77833333333334,145.21534133333333,145.48532533333335,144.34132533333334,144.07134133333332,143.86346867117814,143.71805,143.57263132882187,143.551,bullish,25.75406032482786,0.16814285714285404
7,2025-09-11 19:18:00+00:00,2025-09-11 19:16:00+00:00,2,2025-09-11 20:35:00+00:00,long,147.10649999999998,147.1265,147.1265,147.38666666666666,tp1_then_be_stop,3.9999865006249715,40.27127640429615,5,148155,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,6,moderate,immediate,7.800000000003138,2.199999999996294,2025-09-12,77.0,50132.89155255291,50173.1628289572,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.38666666666666,147.59371066666665,147.72162266666666,147.17962266666666,147.05171066666665,147.35974135896353,147.22955,147.09935864103645,147.092758016,bullish,23.659305993695696,0.08485714285713998
8,2025-10-28 19:13:00+00:00,2025-10-28 19:11:00+00:00,2,2025-10-28 19:39:00+00:00,long,152.0545,151.9545,151.9545,152.894,sl,-9.999999999999432,-282.4095370653555,5,429134,6.0,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,7,strong,immediate,0.0,10.199999999997544,2025-10-29,26.0,50173.1628289572,49890.75329189185,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.894,153.158344,153.32165600000002,152.629656,152.466344,152.25560429587625,152.15320000000003,152.0507957041238,152.034,bullish,24.496644295302048,0.11064285714285761
9,2025-10-30 21:06:00+00:00,2025-10-30 21:04:00+00:00,2,2025-10-30 21:36:00+00:00,short,154.0805,154.1455,154.1805,152.42399999999998,early_exit_dead_wrong,-6.499999999999773,-182.33590990329927,5,432404,6.0,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,6,moderate,immediate,0.0,6.89999999999884,2025-10-31,30.0,49890.75329189185,49708.417381988555,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.42399999999998,153.00693199999998,153.36706799999996,151.84106799999998,151.480932,154.12502353894186,154.0751,154.02517646105812,154.102299008,bullish,71.54150197628512,0.060000000000002274
10,2025-11-21 19:56:00+00:00,2025-11-21 19:53:00+00:00,3,2025-11-21 20:55:00+00:00,long,156.3235,156.3435,156.3435,157.41366666666667,tp1_then_be_stop,4.0732095425488835,113.85336541490128,5,437095,6.146428571428585,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,6,moderate,immediate,12.300000000001887,3.6999999999977717,2025-11-22,59.0,49708.417381988555,49822.270747403454,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.41366666666667,157.80139666666668,158.04093666666668,157.02593666666667,156.78639666666666,156.64859155963114,156.48315,156.31770844036885,156.264,bullish,28.308207705192032,0.12292857142857169
