trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
1,2023-06-27 19:27:00+00:00,2023-06-27 19:24:00+00:00,2,2023-06-27 22:00:00+00:00,short,144.038,144.0605,144.24466666666672,143.37966666666668,session_close,-2.2499999999979536,-30.615106153289688,4,196019,6.0,20.666666666670608,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-28,153.0,50000.0,49969.38489384671,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.37966666666668,143.67953666666668,143.8647966666667,143.07979666666668,142.89453666666665,144.056887763888,144.0193,143.98171223611197,144.07,bearish,68.55345911948707,0.06871428571428899
2,2023-06-27 21:06:00+00:00,2023-06-27 20:57:00+00:00,2,2023-06-27 22:00:00+00:00,short,144.067,144.0605,144.24466666666672,143.37966666666668,session_close,0.6500000000016826,10.290051749118165,4,228060,6.0,17.76666666667097,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-28,54.0,49969.38489384671,49979.674945595834,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.37966666666668,143.67953666666668,143.8647966666667,143.07979666666668,142.89453666666665,144.08133347545316,144.04715,144.0129665245468,144.09,bearish,67.16417910447286,0.0492142857142913
3,2023-06-30 17:04:00+00:00,2023-06-30 17:02:00+00:00,1,2023-07-02 21:03:00+00:00,long,144.344,144.3955,144.064,144.59400000000002,session_close,5.150000000000432,51.69027774411686,3,144929,7.7678571428572845,28.0,neutral,ABC,medium,0.75,1.0,0.75,1.0,1.0,full,2023-07-01,3119.0,49979.674945595834,50031.36522333995,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.59400000000002,144.886612,145.06738800000002,144.30138800000003,144.12061200000002,144.62786025437669,144.47475000000003,144.32163974562337,144.36145280000002,bearish,31.81818181818207,0.1553571428571457
4,2023-08-16 17:16:00+00:00,2023-08-16 17:10:00+00:00,3,2023-08-16 18:07:00+00:00,short,145.93900000000002,146.21900000000002,146.21900000000002,145.5103333333333,sl,-28.000000000000114,-280.88661528255676,5,146682,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-08-17,51.0,50031.36522333995,49750.47860805739,TOKYO_MEANREV,tokyo_meanrev,tokyo,145.5103333333333,145.80141733333332,145.9812493333333,145.2192493333333,145.03941733333332,145.95495472569763,145.86,145.7650452743024,145.97,bearish,79.56521739130473,0.08792857142856901
5,2023-09-05 17:24:00+00:00,2023-09-05 17:22:00+00:00,1,2023-09-05 17:58:00+00:00,short,147.70000000000002,147.8,147.8,146.33,sl,-9.999999999999432,-279.6562922868582,5,413332,6.0,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-09-06,34.0,49750.47860805739,49470.82231577053,TOKYO_MEANREV,tokyo_meanrev,tokyo,146.33,146.511832,146.62416800000003,146.14816800000003,146.035832,147.70171836401988,147.62745,147.55318163598014,147.732,bearish,76.19047619047711,0.11249999999999513
6,2023-09-15 19:14:00+00:00,2023-09-15 19:10:00+00:00,1,2023-09-17 21:03:00+00:00,short,147.842,147.7475,147.822,147.33633333333333,tp1_then_session_close,7.725005171313502,174.39239799473782,4,333571,6.0,12.333333333333485,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-09-16,2989.0,49470.82231577053,49645.214713765265,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.33633333333333,147.54605133333334,147.67561533333333,147.12661533333332,146.99705133333333,147.85312376549018,147.80625,147.75937623450983,147.85711864094938,bearish,65.90909090908738,0.058499999999997145
7,2023-09-19 18:27:00+00:00,2023-09-19 18:23:00+00:00,3,2023-09-19 20:17:00+00:00,short,147.88400000000001,147.864,147.864,147.68166666666664,tp1_then_be_stop,3.999990475510781,56.8162947036889,5,209985,6.0,19.66666666666299,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-09-20,110.0,49645.214713765265,49702.031008468955,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.68166666666664,147.80352466666665,147.87880866666663,147.55980866666664,147.48452466666666,147.89166953911976,147.8385,147.78533046088026,147.922,bearish,71.91011235955074,0.04571428571428474
8,2023-11-07 17:37:00+00:00,2023-11-07 17:33:00+00:00,3,2023-11-07 18:33:00+00:00,short,150.59300000000002,150.5105,150.573,149.83333333333334,tp1_then_trailing_stop,7.125000000000626,199.29270467670918,4,421018,6.0,10.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-11-08,56.0,49702.031008468955,49901.32371314566,TOKYO_MEANREV,tokyo_meanrev,tokyo,149.83333333333334,150.11601333333334,150.29065333333335,149.55065333333334,149.37601333333333,150.58557304174755,150.5075,150.42942695825244,150.5570335068672,bullish,68.8741721854352,0.09235714285714332
9,2023-11-08 17:40:00+00:00,2023-11-08 17:38:00+00:00,1,2023-11-08 22:03:00+00:00,short,150.857,150.95149999999998,151.137,150.34733333333335,session_close,-9.449999999998226,-94.67434904586786,4,151230,6.0,28.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-11-09,263.0,49901.32371314566,49806.649364099794,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.34733333333335,150.63612533333335,150.81454133333335,150.05854133333335,149.88012533333335,150.8733238402893,150.80185,150.73037615971072,150.904,bearish,69.70588235293894,0.07157142857142722
10,2023-11-08 19:56:00+00:00,2023-11-08 19:54:00+00:00,1,2023-11-08 22:03:00+00:00,short,151.024,150.95149999999998,151.004,150.34733333333335,tp1_then_session_close,6.62500000000108,116.7629941228787,5,266056,6.0,15.933333333336464,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-11-09,127.0,49806.649364099794,49923.412358222675,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.34733333333335,150.63612533333335,150.81454133333335,150.05854133333335,149.88012533333335,151.02229483162225,150.95940000000002,150.8965051683778,151.054,bearish,89.3617021276823,0.054071428571430956
