adr30_median,adr30_p75,adr30_p90,adr60_median,adr60_p75,adr60_p90,adr90_median,adr90_p75,adr90_p90,freq_exceed_100pct,freq_exceed_120pct
107.2,175.7,211.75,92.8,134.05,199.58,92.8,134.05,199.58,0.4419,0.3023
