baseline_wick_body_median,baseline_wick_body_p75,pre_reversal_wick_body_median,pre_reversal_wick_body_p75,baseline_wick_total_median,pre_reversal_wick_total_median,median_shift_wick_body
1.01732,2.73558,0.93542,2.59531,0.51861,0.5,-0.08191
