trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,regime_label,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
1,2023-06-21 20:49:00+00:00,2023-06-21 20:46:00+00:00,3,2023-06-21 22:00:00+00:00,short,141.8905,141.8725,141.8805,141.40966666666668,tp1_then_session_close,3.900000000000148,73.15074798375423,4,266044,6.0,10.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-22,71.0,50000.0,50073.15074798375,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.40966666666668,141.46582066666667,141.50051266666668,141.3535126666667,141.31882066666668,141.87351752267526,141.81965,141.76578247732473,141.89417919999997,bearish,66.43356643356859,0.08021428571429112
2,2023-06-22 17:23:00+00:00,2023-06-22 17:22:00+00:00,1,2023-06-22 18:43:00+00:00,short,143.0215,143.0115,143.0115,141.83733333333333,tp1_then_be_stop,3.523204890262441,66.18124638838886,4,268557,6.046428571428614,10.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-23,80.0,50073.15074798375,50139.33199437214,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,143.03200863131121,142.93425,142.83649136868877,142.951881592,bullish,66.5137614678892,0.12092857142857229
3,2023-06-22 18:58:00+00:00,2023-06-22 18:56:00+00:00,2,2023-06-22 19:34:00+00:00,short,143.06550000000001,143.1655,143.1655,141.83733333333333,sl,-9.999999999999432,-187.8909374115864,5,268995,6.0,10.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-23,36.0,50139.33199437214,49951.44105696056,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,143.07504197349826,142.99640000000002,142.9177580265018,143.03872,bullish,73.52941176471244,0.08378571428571036
4,2023-06-27 19:26:00+00:00,2023-06-27 19:24:00+00:00,2,2023-06-27 22:00:00+00:00,short,144.03050000000002,144.0605,144.24466666666672,143.37966666666668,session_close,-2.9999999999972715,-26.233353348048656,4,125973,6.0,21.416666666669926,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-28,154.0,49951.44105696056,49925.20770361251,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.37966666666668,143.67953666666668,143.8647966666667,143.07979666666668,142.89453666666665,144.056887763888,144.0193,143.98171223611197,144.07,bearish,68.55345911948707,0.06871428571428899
5,2023-06-27 20:55:00+00:00,2023-06-27 20:53:00+00:00,2,2023-06-27 22:00:00+00:00,short,144.0705,144.0605,144.24466666666672,143.37966666666668,session_close,1.0000000000019327,10.755758865219786,4,154948,6.0,17.41666666667072,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-28,65.0,49925.20770361251,49935.96346247773,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.37966666666668,143.67953666666668,143.8647966666667,143.07979666666668,142.89453666666665,144.07668919465377,144.04465,144.0126108053462,144.086,bearish,68.18181818181819,0.0492142857142913
6,2023-06-28 19:42:00+00:00,2023-06-28 19:40:00+00:00,2,2023-06-28 22:00:00+00:00,short,144.3625,144.4175,144.6425,143.83,session_close,-5.499999999997841,-36.768985753097205,4,96547,6.0,28.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-29,138.0,49935.96346247773,49899.19447672463,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.83,144.17150800000002,144.38249199999998,143.488492,143.27750800000004,144.3726360316499,144.31895,144.2652639683501,144.322,bullish,65.38461538461725,0.07650000000000391
7,2023-06-28 20:48:00+00:00,2023-06-28 20:44:00+00:00,4,2023-06-28 22:00:00+00:00,short,144.4865,144.4175,144.47650000000002,143.83,tp1_then_session_close,6.450000000000955,43.155811129467516,5,96630,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-29,72.0,49899.19447672463,49942.3502878541,TOKYO_MEANREV,tokyo_meanrev,tokyo,143.83,144.17150800000002,144.38249199999998,143.488492,143.27750800000004,144.49727112804445,144.39905000000002,144.3008288719556,144.45928,bullish,78.57142857142676,0.06464285714285925
8,2023-06-29 18:27:00+00:00,2023-06-29 18:26:00+00:00,1,2023-06-29 22:00:00+00:00,short,144.8685,144.7895,144.85850000000002,144.24799999999996,tp1_then_session_close,6.950009804225606,46.50868740319771,4,96897,6.0,28.0,neutral,ABCE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-06-30,213.0,49942.3502878541,49988.858975257295,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.24799999999996,144.58721599999996,144.79678399999997,143.90878399999997,143.69921599999995,144.87613703884176,144.82175,144.76736296115826,144.84072,bullish,68.9320388349532,0.07121428571428672
9,2023-06-30 17:01:00+00:00,2023-06-30 16:59:00+00:00,2,2023-07-02 21:03:00+00:00,long,144.3345,144.3955,144.0545,144.59400000000002,session_close,6.100000000000705,40.82142449038011,3,96630,8.20357142857152,28.0,neutral,ABC,medium,0.75,1.0,0.75,1.0,1.0,full,2023-07-01,3122.0,49988.858975257295,50029.680399747675,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.59400000000002,144.886612,145.06738800000002,144.30138800000003,144.12061200000002,144.63863042322095,144.49025,144.34186957677906,144.366,bearish,31.69291338582643,0.1640714285714304
10,2023-07-05 18:36:00+00:00,2023-07-05 18:35:00+00:00,1,2023-07-05 21:11:00+00:00,short,144.64950000000002,144.6275,144.63950000000003,144.45600000000002,tp1_then_time_decay,4.099980396406423,27.48098497916765,5,96921,6.0,28.0,neutral,ABCDE,medium,0.75,1.0,0.75,1.0,1.0,full,2023-07-06,155.0,50029.680399747675,50057.161384726845,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.45600000000002,144.64623600000002,144.76376400000004,144.26576400000002,144.148236,144.67217215354543,144.6018,144.53142784645456,144.61741755648,bullish,71.2802768166111,0.07257142857143199
