trade_id,entry_datetime,exit_datetime,direction,mode,phase,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,usd,position_size_units,duration_minutes,equity_before,equity_after,mfe_pips,mae_pips,entry_session_day,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,rsi_m5,atr_m15,adx_m15,session_mean,day_type,first_hour_high,first_hour_low,ema20_m5,roc10_m5,news_event_id,news_move_pips
11,2025-07-07 00:10:00+00:00,2025-07-07 00:19:00+00:00,long,mean_reversion,morning_active,144.37800000000001,144.339,144.27766666666665,144.48466666666667,154.36800000000002,trailing_stop,-3.900000000001569,-270.19724398822,1000000,9.0,98005.99559493938,97735.79835095115,2.2999999999967713,5.60000000000116,2025-07-07,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.48466666666667,144.53318066666668,144.56315266666667,144.43615266666666,144.40618066666667,144.6027573110726,144.49675,144.3907426889274,38.07339449541398,0.0826428571428579,16.349038633237104,144.37445454545457,UNCLASSIFIED,,,,,,
12,2025-07-07 00:35:00+00:00,2025-07-07 00:39:00+00:00,long,mean_reversion,morning_active,144.454,144.378,144.27766666666665,144.48466666666667,154.44400000000002,trailing_stop,-7.600000000002183,-421.46473839516744,800661,4.0,97735.79835095115,97314.33361255599,0.0,8.600000000001273,2025-07-07,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.48466666666667,144.53318066666668,144.56315266666667,144.43615266666666,144.40618066666667,144.61421412032234,144.47539999999998,144.3365858796776,36.17886178861805,0.0924285714285702,17.136041735331794,144.39319444444448,UNCLASSIFIED,,,,,,
13,2025-07-09 00:00:00+00:00,2025-07-09 00:06:00+00:00,short,mean_reversion,morning_active,146.852,146.83800000000002,147.102,146.457,136.862,trailing_stop,1.3999999999981583,54.501205409972016,571632,6.0,97314.33361255599,97368.83481796597,8.099999999998886,3.2000000000010687,2025-07-09,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.457,146.895154,147.16584600000002,146.018846,145.74815399999997,146.91776601921714,146.6981,146.47843398078288,94.66666666666931,0.06478571428571302,29.357288470245244,146.86,UNCLASSIFIED,,,,,,
14,2025-07-09 00:15:00+00:00,2025-07-09 00:27:00+00:00,short,mean_reversion,morning_active,146.826,146.889,147.076,146.457,136.83599999999998,trailing_stop,-6.30000000000166,-245.26419949764443,571851,12.0,97368.83481796597,97123.57061846832,1.1999999999972033,9.300000000001774,2025-07-09,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.457,146.895154,147.16584600000002,146.018846,145.74815399999997,146.94284056537475,146.73245,146.52205943462525,74.37185929648302,0.07042857142857072,30.954047093747867,146.82512499999999,UNCLASSIFIED,,,,,,
15,2025-07-10 00:15:00+00:00,2025-07-10 00:22:00+00:00,long,mean_reversion,morning_active,146.02800000000002,145.95,145.77800000000002,146.58333333333334,156.01800000000003,trailing_stop,-7.800000000003137,-303.18725590968,567310,7.0,97123.57061846832,96820.38336255864,0.0,10.400000000004184,2025-07-10,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.58333333333334,146.94088533333334,147.16178133333335,146.22578133333334,146.00488533333333,146.3375646043525,146.1692,146.00083539564747,18.750000000003283,0.07378571428571133,25.838915102655086,146.034375,UNCLASSIFIED,,,,,,
16,2025-07-10 00:35:00+00:00,2025-07-10 00:38:00+00:00,long,mean_reversion,morning_active,145.84400000000002,145.802,145.59400000000002,145.96388888888887,155.83400000000003,trailing_stop,-4.200000000003001,-162.70484629852095,564826,3.0,96820.38336255864,96657.67851626012,2.899999999996794,4.700000000002547,2025-07-10,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.58333333333334,146.94088533333334,147.16178133333335,146.22578133333334,146.00488533333333,146.3659892351206,146.09660000000002,145.82721076487945,21.764705882355727,0.0858571428571407,30.711529665656993,145.96388888888887,UNCLASSIFIED,,,,,,
17,2025-07-10 00:45:00+00:00,2025-07-10 00:51:00+00:00,long,mean_reversion,morning_active,145.87400000000002,145.804,145.62400000000002,145.93758695652173,155.86400000000003,trailing_stop,-7.00000000000216,-270.77110367350815,563993,6.0,96657.67851626012,96386.9074125866,0.2999999999957481,7.600000000002183,2025-07-10,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.58333333333334,146.94088533333334,147.16178133333335,146.22578133333334,146.00488533333333,146.33463599768402,146.0546,145.77456400231597,26.679104477612,0.09014285714285311,35.91872507321196,145.93758695652173,UNCLASSIFIED,,,,,,
18,2025-07-11 00:00:00+00:00,2025-07-11 00:08:00+00:00,short,mean_reversion,morning_active,146.25199999999998,146.36200000000002,146.50199999999998,146.26699999999997,136.26199999999997,trailing_stop,-5.300010108695938,-204.20953586066824,563871,8.0,96386.9074125866,96182.69787672593,0.0,12.400000000002365,2025-07-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.26699999999997,146.66160599999995,146.90539399999997,145.87239399999999,145.62860599999996,146.24856566492727,146.19684999999998,146.1451343350727,61.74496644294956,0.05771428571428926,31.48055605231874,146.26,UNCLASSIFIED,,,,,,
19,2025-07-11 00:15:00+00:00,2025-07-11 00:19:00+00:00,short,mean_reversion,morning_active,146.292,146.35000000000002,146.542,146.26699999999997,136.302,trailing_stop,-5.800000000002115,-223.0552784421722,562830,4.0,96182.69787672593,95959.64259828375,1.8000000000000682,6.400000000002137,2025-07-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.26699999999997,146.66160599999995,146.90539399999997,145.87239399999999,145.62860599999996,146.3084210786666,146.21335000000002,146.11827892133343,72.88732394366454,0.061500000000003344,29.988536501000112,146.312375,UNCLASSIFIED,,,,,,
20,2025-07-11 00:40:00+00:00,2025-07-11 00:47:00+00:00,short,mean_reversion,morning_active,146.42999999999998,146.48600000000002,146.67999999999998,146.35053658536583,136.43999999999997,trailing_stop,-5.600000000004002,-214.86711358097352,562054,7.0,95959.64259828375,95744.77548470278,1.999999999998181,5.800000000002115,2025-07-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.26699999999997,146.66160599999995,146.90539399999997,145.87239399999999,145.62860599999996,146.43537303547106,146.2596,146.08382696452895,88.43749999999784,0.07021428571428803,29.309293029417955,146.35053658536583,UNCLASSIFIED,,,,,,
21,2025-07-14 00:10:00+00:00,2025-07-14 00:23:00+00:00,long,mean_reversion,morning_active,147.15,147.07,147.07,147.20733333333334,157.14000000000001,sl,-8.00000000000125,-543.9586591419902,1000000,13.0,95744.77548470278,95200.81682556079,5.3999999999973625,8.200000000002206,2025-07-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.20733333333334,147.22834333333333,147.24132333333336,147.18632333333335,147.17334333333332,147.56957107808037,147.35084999999998,147.1321289219196,23.868954758189346,0.12564285714285614,16.326652336458068,147.16709090909092,UNCLASSIFIED,,,,,,
22,2025-07-14 00:20:00+00:00,2025-07-14 00:23:00+00:00,long,mean_reversion,morning_active,147.198,147.07233333333332,147.07233333333332,147.20733333333334,157.18800000000002,sl,-12.566666666668878,-854.4548374157532,1000000,3.0,95200.81682556079,94346.36198814503,0.5999999999971806,13.000000000002387,2025-07-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.20733333333334,147.22834333333333,147.24132333333336,147.18632333333335,147.17334333333332,147.57778865279172,147.3328,147.08781134720826,22.719999999999345,0.13449999999999868,17.440638594876113,147.15809523809526,UNCLASSIFIED,,,,,,
23,2025-07-14 00:35:00+00:00,2025-07-14 00:42:00+00:00,long,mean_reversion,morning_active,147.096,147.04399999999998,147.016,147.20733333333334,157.086,trailing_stop,-5.200000000002092,-353.6356464733068,1000000,7.0,94346.36198814503,93992.72634167172,1.999999999998181,5.800000000002115,2025-07-14,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.20733333333334,147.22834333333333,147.24132333333336,147.18632333333335,147.17334333333332,147.5620118286172,147.28355,147.0050881713828,27.881040892191464,0.1409999999999972,19.379272193625834,147.13688888888888,UNCLASSIFIED,,,,,,
24,2025-07-15 00:35:00+00:00,2025-07-15 00:45:00+00:00,long,mean_reversion,morning_active,147.631,147.588,147.381,147.68694444444446,157.621,trailing_stop,-4.300000000000637,-161.71441445106333,555049,10.0,93992.72634167172,93831.01192722065,1.999999999998181,5.100000000001614,2025-07-15,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.45000000000002,147.80526000000003,148.02474,147.09474,146.87526000000003,147.93320059188227,147.7727,147.6121994081177,22.758620689652645,0.060571428571423426,29.003500937876606,147.68694444444446,UNCLASSIFIED,,,,,,
25,2025-07-16 00:00:00+00:00,2025-07-16 00:39:00+00:00,long,mean_reversion,morning_active,148.794,148.84699999999998,148.544,148.47799999999998,158.78400000000002,trailing_stop,-16.839973570130898,-633.5867833131962,558459,39.0,93831.01192722065,93197.42514390746,12.79999999999859,9.000000000003183,2025-07-16,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,148.47799999999998,149.03954,149.38645999999997,147.91645999999997,147.56954,148.96908714173188,148.85895,148.7488128582681,33.13782991202534,0.0647142857142841,11.925970921509052,148.786,UNCLASSIFIED,,,,,,
26,2025-07-17 00:00:00+00:00,2025-07-17 00:07:00+00:00,short,mean_reversion,morning_active,147.99499999999998,148.13400000000001,148.24499999999998,147.98033333333333,138.00499999999997,trailing_stop,-13.900000000003843,-517.6913470237838,551710,7.0,93197.42514390746,92679.73379688368,0.0,13.900000000003843,2025-07-17,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.98033333333333,148.85091133333333,149.38875533333334,147.10975533333334,146.57191133333333,148.02382497819613,147.89475,147.76567502180384,66.7464114832517,0.08214285714285145,14.15568903287709,148.003,UNCLASSIFIED,,,,,,
27,2025-07-22 00:20:00+00:00,2025-07-22 00:37:00+00:00,short,mean_reversion,morning_active,147.63799999999998,147.51600000000002,147.88799999999998,147.69266666666667,137.64799999999997,trailing_stop,1.600006455672536,59.509892450176636,547322,17.0,92679.73379688368,92739.24368933386,18.199999999995953,4.400000000003956,2025-07-22,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.69266666666667,148.29775466666666,148.67157866666668,147.08757866666667,146.71375466666666,147.63742932007426,147.4691,147.30077067992573,68.45528455284327,0.08049999999999866,15.920442214845496,147.59747619047621,UNCLASSIFIED,,,,,,
28,2025-07-23 00:55:00+00:00,2025-07-23 00:58:00+00:00,long,mean_reversion,morning_active,146.41,146.32199999999997,146.16,146.47741071428567,156.4,trailing_stop,-8.800000000002228,-326.63840024064814,543118,3.0,92739.24368933386,92412.60528909322,0.0,10.400000000001342,2025-07-23,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.95633333333333,147.58434133333333,147.97232533333332,146.32832533333334,145.94034133333335,147.04237622506537,146.60999999999999,146.1776237749346,31.895223420646914,0.2085000000000008,28.113925515476392,146.47741071428567,UNCLASSIFIED,,,,,,
29,2025-07-25 00:15:00+00:00,2025-07-25 00:46:00+00:00,short,mean_reversion,morning_active,147.19199999999998,147.14200000000002,147.44199999999998,146.69266666666667,137.20199999999997,trailing_stop,4.9999999999954525,184.8877275011571,544095,31.0,92412.60528909322,92597.49301659438,11.799999999996658,3.200000000003911,2025-07-25,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.69266666666667,147.17704266666667,147.47629066666667,146.20829066666667,145.90904266666666,147.2030424539942,147.06655,146.93005754600583,63.60759493670791,0.0977857142857163,53.30283105085927,147.18474999999998,UNCLASSIFIED,,,,,,
30,2025-07-25 00:25:00+00:00,2025-07-25 00:46:00+00:00,short,mean_reversion,morning_active,147.123,147.14200000000002,147.373,146.69266666666667,137.13299999999998,trailing_stop,-1.9000000000033879,-70.22440907435283,543840,21.0,92597.49301659438,92527.26860752003,4.899999999997817,3.300000000001546,2025-07-25,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,146.69266666666667,147.17704266666667,147.47629066666667,146.20829066666667,145.90904266666666,147.22046012975565,147.0725,146.92453987024433,61.37404580152628,0.0977857142857163,53.30283105085927,147.17819230769229,UNCLASSIFIED,,,,,,
31,2025-07-30 00:05:00+00:00,2025-07-30 00:19:00+00:00,long,mean_reversion,morning_active,148.422,148.35799999999998,148.172,148.47799999999998,158.412,trailing_stop,-6.400000000002137,-236.97186535280704,549323,14.0,92527.26860752003,92290.29674216722,0.6000000000000227,8.799999999999386,2025-07-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,148.47799999999998,148.72706399999998,148.880936,148.22893599999998,148.07506399999997,148.5397265578625,148.47895,148.4181734421375,35.04273504273462,0.04721428571428581,16.159157071790492,148.41649999999998,UNCLASSIFIED,,,,,,
32,2025-07-30 00:40:00+00:00,2025-07-30 00:48:00+00:00,long,mean_reversion,morning_active,148.281,148.196,148.031,148.36080487804878,158.27100000000002,trailing_stop,-8.500000000000796,-313.9664700801936,547395,8.0,92290.29674216722,91976.33027208703,0.0,8.70000000000175,2025-07-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,148.47799999999998,148.72706399999998,148.880936,148.22893599999998,148.07506399999997,148.59095651751622,148.42985,148.26874348248376,19.04761904761601,0.05357142857142857,21.495793682846138,148.36080487804878,UNCLASSIFIED,,,,,,
33,2025-07-30 00:50:00+00:00,2025-07-30 00:54:00+00:00,long,mean_reversion,morning_active,148.286,148.213,148.036,148.3373529411765,158.276,trailing_stop,-7.30000000000075,-268.7031232078434,545552,4.0,91976.33027208703,91707.62714887918,1.3999999999981583,11.000000000001364,2025-07-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,148.47799999999998,148.72706399999998,148.880936,148.22893599999998,148.07506399999997,148.59017750949963,148.40699999999998,148.22382249050034,21.54255319148345,0.059071428571430475,25.459495334972747,148.3373529411765,UNCLASSIFIED,,,,,,
34,2025-08-01 00:10:00+00:00,2025-08-01 00:15:00+00:00,short,mean_reversion,morning_active,150.839,150.828,151.089,150.0473333333333,140.849,trailing_stop,1.099999999999568,40.35426446016396,553323,5.0,91707.62714887918,91747.98141333935,7.499999999998863,2.5000000000005684,2025-08-01,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,150.0473333333333,150.90836133333332,151.4403053333333,149.1863053333333,148.65436133333333,150.87598368936014,150.76524999999998,150.65451631063982,61.844863731656744,0.08500000000000389,17.41478548637091,150.86281818181817,UNCLASSIFIED,,,,,,
35,2025-08-04 00:30:00+00:00,2025-08-04 00:33:00+00:00,short,mean_reversion,morning_active,147.59699999999998,147.63600000000002,147.677,147.48145161290321,137.60699999999997,trailing_stop,-3.900000000004411,-264.1632122249594,1000000,3.0,91747.98141333935,91483.8182011144,2.899999999996794,5.100000000001614,2025-08-04,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.23066666666668,147.25893466666668,147.2763986666667,147.20239866666668,147.18493466666666,147.59439175898032,147.342,147.0896082410197,70.62750333778368,0.14149999999999757,46.73767235680846,147.48145161290321,UNCLASSIFIED,,,,,,
36,2025-08-04 00:40:00+00:00,2025-08-04 00:43:00+00:00,short,mean_reversion,morning_active,147.546,147.602,147.626,147.23066666666668,137.55599999999998,trailing_stop,-5.60000000000116,-379.39865313485996,1000000,3.0,91483.8182011144,91104.41954797953,1.799999999997226,6.0000000000030695,2025-08-04,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.23066666666668,147.25893466666668,147.2763986666667,147.20239866666668,147.18493466666666,147.65012200344856,147.37220000000002,147.09427799655148,65.06849315068507,0.14149999999999757,46.73767235680846,147.5042195121951,UNCLASSIFIED,,,,,,
37,2025-08-04 00:50:00+00:00,2025-08-04 00:52:00+00:00,short,mean_reversion,morning_active,147.595,147.675,147.675,147.5241764705882,137.605,sl,-8.00000000000125,-541.7301506687828,1000000,2.0,91104.41954797953,90562.68939731075,0.0,10.500000000001819,2025-08-04,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.23066666666668,147.25893466666668,147.2763986666667,147.20239866666668,147.18493466666666,147.70768780453105,147.40625,147.10481219546895,72.66576454668511,0.13935714285714035,43.415505888898,147.5241764705882,UNCLASSIFIED,,,,,,
38,2025-08-05 00:10:00+00:00,2025-08-05 00:12:00+00:00,long,mean_reversion,morning_active,146.773,146.702,146.523,147.358,156.763,trailing_stop,-7.099999999999795,-257.32236779320607,531686,2.0,90562.68939731075,90305.36702951754,0.899999999998613,9.499999999999886,2025-08-05,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.358,147.825568,148.114432,146.890432,146.60156800000001,147.00477535854674,146.82435,146.64392464145328,37.36263736263726,0.10657142857143194,26.63702649515569,146.6989090909091,UNCLASSIFIED,,,,,,
39,2025-08-07 00:30:00+00:00,2025-08-07 00:43:00+00:00,short,mean_reversion,morning_active,147.37599999999998,147.46800000000002,147.62599999999998,147.40633333333332,137.38599999999997,trailing_stop,-5.500009267036354,-198.57540342423448,532353,13.0,90305.36702951754,90106.79162609331,0.0,9.900000000004638,2025-08-07,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.40633333333332,147.75395333333333,147.9687133333333,147.05871333333332,146.84395333333333,147.38695309898804,147.25465,147.12234690101195,70.19438444924253,0.0831428571428603,33.1824272559712,147.3382903225807,UNCLASSIFIED,,,,,,
40,2025-08-08 00:20:00+00:00,2025-08-08 00:27:00+00:00,short,mean_reversion,morning_active,147.065,147.13000000000002,147.315,147.00499999999997,137.075,trailing_stop,-6.500000000002615,-234.17406375323765,530062,7.0,90106.79162609331,89872.61756234008,0.1999999999981128,7.900000000000773,2025-08-08,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.15333333333334,147.54373733333333,147.78492933333334,146.76292933333335,146.52173733333333,147.0669256906692,146.87915,146.69137430933083,66.62303664921569,0.11364285714286382,52.601700335424944,147.00499999999997,UNCLASSIFIED,,,,,,
41,2025-08-11 01:55:00+00:00,2025-08-11 02:00:00+00:00,long,mean_reversion,morning_active,147.65,147.6,147.4,147.65333333333334,157.64000000000001,phase_lunch_close,-5.000000000001137,-179.80589430898397,530787,5.0,89872.61756234008,89692.81166803109,0.0,8.200000000002206,2025-08-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.65333333333334,147.72171133333333,147.76395533333334,147.58495533333334,147.54271133333333,147.72897261689536,147.66485,147.60072738310464,39.48220064725238,0.07778571428571622,21.02228611300554,147.66358620689664,RANGING,,,,,,
42,2025-08-11 04:05:00+00:00,2025-08-11 06:00:00+00:00,long,mean_reversion,afternoon_active,147.49,147.51,147.39433333333332,147.59411788617894,157.48000000000002,session_end_close,1.9999999999981812,135.58402820135456,1000000,115.0,89692.81166803109,89828.39569623244,3.5999999999972943,7.200000000003115,2025-08-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.65333333333334,147.72171133333333,147.76395533333334,147.58495533333334,147.54271133333333,147.60387027297608,147.5176,147.4313297270239,33.9622641509428,0.07242857142857417,31.962097227332993,147.59411788617894,RANGING,,,,,,
43,2025-08-11 04:20:00+00:00,2025-08-11 06:00:00+00:00,long,mean_reversion,afternoon_active,147.47,147.51,147.39,147.5861685823755,157.46,session_end_close,3.999999999999204,271.16805640290175,1000000,100.0,89828.39569623244,90099.56375263535,5.599999999998317,3.4000000000020236,2025-08-11,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.65333333333334,147.72171133333333,147.76395533333334,147.58495533333334,147.54271133333333,147.59185148024886,147.50065,147.40944851975115,36.8421052631534,0.07021428571428803,36.179268944505,147.5861685823755,RANGING,,,,,,
44,2025-08-12 00:25:00+00:00,2025-08-12 00:32:00+00:00,short,mean_reversion,morning_active,148.31699999999998,148.358,148.54286666666667,148.259,138.32699999999997,trailing_stop,-4.100000000002524,-163.50614729246104,591645,7.0,90099.56375263535,89936.0576053429,2.4999999999977263,4.100000000002524,2025-08-12,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.90666666666667,148.25046666666668,148.46286666666666,147.56286666666665,147.35046666666668,148.30657249208903,148.21075000000002,148.114927507911,68.12499999999488,0.05842857142857838,16.610529406255335,148.259,UNCLASSIFIED,,,,,,
45,2025-08-12 00:35:00+00:00,2025-08-12 00:47:00+00:00,short,mean_reversion,morning_active,148.29,148.38000000000002,148.54,147.90666666666667,138.29999999999998,trailing_stop,-9.000000000003183,-323.5729882734666,533464,12.0,89936.0576053429,89612.48461706944,0.0,9.000000000003183,2025-08-12,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.90666666666667,148.25046666666668,148.46286666666666,147.56286666666665,147.35046666666668,148.33696526653844,148.2211,148.10523473346157,65.9999999999969,0.06328571428572007,17.275441702686727,148.2729722222222,UNCLASSIFIED,,,,,,
46,2025-08-12 00:45:00+00:00,2025-08-12 00:54:00+00:00,short,mean_reversion,morning_active,148.30599999999998,148.42000000000002,148.54286666666667,147.90666666666667,138.31599999999997,trailing_stop,-11.400000000003274,-432.5148632261045,563104,9.0,89612.48461706944,89179.96975384332,0.0,11.400000000003274,2025-08-12,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,147.90666666666667,148.25046666666668,148.46286666666666,147.56286666666665,147.35046666666668,148.36147981836078,148.23235,148.10322018163922,65.86021505375973,0.06242857142857515,19.18037897062149,148.28454347826084,UNCLASSIFIED,,,,,,
