trade_id,entry_datetime,exit_datetime,direction,mode,phase,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,usd,position_size_units,duration_minutes,equity_before,equity_after,mfe_pips,mae_pips,entry_session_day,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,rsi_m5,atr_m15,adx_m15,session_mean,day_type,first_hour_high,first_hour_low,ema20_m5,roc10_m5,news_event_id,news_move_pips
1,2025-06-27 00:40:00+00:00,2025-06-27 00:53:00+00:00,short,mean_reversion,morning_active,144.744,144.69400000000002,144.994,144.68697560975613,134.754,trailing_stop,5.421462686685115,216.94009101869375,578976,13.0,100000.0,100216.9400910187,11.599999999998545,2.400000000000091,2025-06-27,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.37033333333332,144.83408133333333,145.1205853333333,143.9065853333333,143.62008133333333,144.80574473965652,144.6002,144.39465526034348,63.3181126331812,0.1367857142857137,26.83586931097639,144.68697560975613,UNCLASSIFIED,,,,,,
2,2025-06-30 00:20:00+00:00,2025-06-30 00:32:00+00:00,short,mean_reversion,morning_active,144.571,144.602,144.71566666666666,144.46866666666665,134.581,trailing_stop,-3.100000000000591,-214.38154382377778,1000000,12.0,100216.9400910187,100002.55854719492,4.399999999998272,3.500000000002501,2025-06-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.59192172393057,144.49415,144.3963782760694,66.57681940701022,0.11357142857142678,37.96819714497979,144.5674761904762,UNCLASSIFIED,,,,,,
3,2025-06-30 00:30:00+00:00,2025-06-30 00:39:00+00:00,short,mean_reversion,morning_active,144.53,144.625,144.71566666666666,144.46866666666665,134.54,trailing_stop,-9.499999999999886,-512.442316335344,780126,9.0,100002.55854719492,99490.11623085957,0.0,10.400000000001342,2025-06-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.60060595103477,144.49915000000001,144.39769404896526,65.51724137931242,0.11557142857142619,38.83907950936833,144.56132258064517,UNCLASSIFIED,,,,,,
4,2025-06-30 00:45:00+00:00,2025-06-30 00:51:00+00:00,short,mean_reversion,morning_active,144.557,144.655,144.71566666666666,144.46866666666665,134.56699999999998,trailing_stop,-9.80000000000132,-614.0813936608617,906428,6.0,99490.11623085957,98876.0348371987,0.0,13.000000000002387,2025-06-30,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.6245293555989,144.51209999999998,144.39967064440106,60.64690026954337,0.10135714285713959,35.90033642761611,144.5676956521739,UNCLASSIFIED,,,,,,
5,2025-07-01 00:10:00+00:00,2025-07-01 00:25:00+00:00,long,mean_reversion,morning_active,143.65800000000002,143.67,143.40800000000002,144.19566666666665,153.64800000000002,trailing_stop,1.1999999999972033,47.45650448934441,568173,15.0,98876.0348371987,98923.49134168804,8.999999999997499,4.800000000003024,2025-07-01,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,144.0297678978678,143.85829999999999,143.68683210213217,21.086956521733455,0.07307142857143033,46.3580694153199,143.662,UNCLASSIFIED,,,,,,
6,2025-07-01 00:20:00+00:00,2025-07-01 00:25:00+00:00,long,mean_reversion,morning_active,143.73600000000002,143.67,143.50755466666666,144.19566666666665,153.72600000000003,trailing_stop,-6.600000000003092,-285.79327625822543,622120,5.0,98923.49134168804,98637.69806542982,1.1999999999972033,7.500000000001705,2025-07-01,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,144.021511375631,143.83745000000002,143.65338862436903,33.91472868216792,0.08142857142857249,48.70701960916314,143.6729047619048,UNCLASSIFIED,,,,,,
7,2025-07-01 00:35:00+00:00,2025-07-01 00:47:00+00:00,long,mean_reversion,morning_active,143.674,143.664,143.424,144.19566666666665,153.66400000000002,trailing_stop,-1.0000000000019327,-39.457762557153885,566866,12.0,98637.69806542982,98598.24030287267,6.599999999997408,3.700000000000614,2025-07-01,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,144.00703793424145,143.8014,143.59576206575855,30.823117338001083,0.08571428571428694,52.94575025004167,143.67974999999998,UNCLASSIFIED,,,,,,
8,2025-07-02 00:10:00+00:00,2025-07-02 00:16:00+00:00,short,mean_reversion,morning_active,143.546,143.566,143.796,143.37333333333333,133.55599999999998,trailing_stop,-2.000000000001023,-78.8675591714319,566135,6.0,98598.24030287267,98519.37274370124,5.19999999999925,2.5000000000005684,2025-07-02,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,143.37333333333333,143.89361733333334,144.21504933333335,142.85304933333333,142.53161733333332,143.53451970375377,143.4292,143.32388029624624,64.31718061674113,0.07085714285714621,46.81983398185294,143.537,UNCLASSIFIED,,,,,,
9,2025-07-03 05:20:00+00:00,2025-07-03 05:56:00+00:00,short,mean_reversion,afternoon_active,143.89499999999998,143.858,144.14499999999998,143.67893146417435,133.90499999999997,trailing_stop,3.6999999999977717,145.84596616098767,567057,36.0,98519.37274370124,98665.21870986222,11.899999999997135,4.200000000003001,2025-07-03,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,143.73799999999997,144.09249599999998,144.31150399999996,143.38350399999996,143.16449599999999,143.90161491587816,143.82895000000002,143.75628508412188,69.01408450703511,0.07964285714285577,54.63964853632514,143.67893146417435,RANGING,,,,,,
10,2025-07-04 00:00:00+00:00,2025-07-04 00:03:00+00:00,long,mean_reversion,morning_active,144.77200000000002,144.702,144.52200000000002,144.54066666666668,154.76200000000003,trailing_stop,-16.679977410544737,-659.2231149228435,571358,3.0,98665.21870986222,98005.99559493938,0.3999999999962256,9.200000000004138,2025-07-04,TOKYO_DUAL_MODE_V11,mean_reversion,tokyo,144.54066666666668,145.22444666666667,145.6468866666667,143.8568866666667,143.43444666666667,144.99776517058552,144.8548,144.7118348294145,30.494505494510847,0.06085714285714313,40.659526493356175,144.764,UNCLASSIFIED,,,,,,
