trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,pnl_usd,confluence_score,position_size_units,position_units,partial_tp_pips,initial_sl_pips,regime_label,regime,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,signal_strength_score,signal_strength_tier,entry_delay_type,mfe_pips,mae_pips,rejection_confirmed,divergence_present,inside_ir,quality_markers,sl_source,tp_source,distance_to_ir_boundary_pips,distance_to_midpoint_pips,distance_to_pivot_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_middle,bb_lower,sar_value,sar_direction,rsi_m5,rsi_value,atr_m15,atr_value,hour_utc,day_of_week
1,2025-06-30 00:00:00+00:00,2025-06-30 00:00:00+00:00,0,2025-06-30 00:02:00+00:00,short,144.51255471599606,144.51255471599606,144.51255471599606,144.40487266666665,tp1_then_be_stop,-0.9952975335295378,-32.3361174827941,-32.3361174827941,4,469570,469570,0.0,17.311195067060225,neutral,neutral,ACE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,7.091545616395933,False,False,False,,pivot,pivot_fallback,0.0,0.0,5.733333333336077,2025-06-30,2.0,100000.0,99967.66388251721,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.60974660653693,144.4974,144.4974,144.38505339346307,144.544,bearish,58.78787878788166,58.78787878788166,0.10807142857142692,0.10807142857142692,0,Monday
2,2025-06-30 00:05:00+00:00,2025-06-30 00:05:00+00:00,0,2025-06-30 00:15:00+00:00,short,144.49442014772777,144.62187266666666,144.62187266666666,144.40487266666665,sl,-12.745251893889531,-440.64053586367146,-440.64053586367146,3,500000,500000,8.954748106111765,12.745251893889531,neutral,neutral,AC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,13.846707883061526,False,False,False,,pivot,pivot_fallback,0.0,0.0,3.9333333333360088,2025-06-30,10.0,99967.66388251721,99527.02334665354,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.58171010933052,144.4907,144.4907,144.3996898906695,144.48557260799998,bullish,49.508196721313794,49.508196721313794,0.10807142857142692,0.10807142857142692,0,Monday
3,2025-06-30 00:10:00+00:00,2025-06-30 00:10:00+00:00,0,2025-06-30 00:31:00+00:00,short,144.55726797409034,144.55726797409034,144.55726797409034,144.46866666666665,tp1_then_be_stop,1.2403653711842821,42.90957773302293,42.90957773302293,4,500000,500000,2.4807307423685643,12.839869257632586,neutral,neutral,ABE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,2.7547208382486588,7.561925246804435,False,False,False,,pivot,pivot,0.0,0.0,10.233333333334826,2025-06-30,21.0,99527.02334665354,99569.93292438656,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.56852615125834,144.48845,144.48845,144.40837384874166,144.5078176,bullish,62.39067055393741,62.39067055393741,0.10807142857142692,0.10807142857142692,0,Monday
4,2025-06-30 01:05:00+00:00,2025-06-30 01:05:00+00:00,0,2025-06-30 01:24:00+00:00,short,144.59288179690847,144.46866666666665,144.59288179690847,144.46866666666665,tp1_then_tp2,9.231813024182145,319.46302951868796,319.46302951868796,4,500000,500000,6.042113024182072,9.278486975819078,neutral,neutral,ACE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,17.107782832468388,5.100801381752262,False,False,False,,pivot,pivot,0.0,0.0,13.433333333335895,2025-06-30,19.0,99569.93292438656,99889.39595390526,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.6659413382564,144.55165,144.55165,144.4373586617436,144.73539720026855,bearish,62.19512195122323,62.19512195122323,0.11421428571428091,0.11421428571428091,1,Monday
5,2025-06-30 01:10:00+00:00,2025-06-30 01:10:00+00:00,0,2025-06-30 01:24:00+00:00,short,144.58201051917985,144.46866666666665,144.58201051917985,144.46866666666665,tp1_then_tp2,8.144685251319572,281.84629646767627,281.84629646767627,3,500000,500000,4.954985251319499,10.36561474868165,neutral,neutral,AE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,16.020655059605815,6.187929154614835,False,False,False,,pivot,pivot,0.0,0.0,12.333333333336327,2025-06-30,14.0,99889.39595390526,100171.24225037293,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.66590764474253,144.55815,144.55815,144.4503923552575,144.70559887056805,bearish,58.29145728643375,58.29145728643375,0.11421428571428091,0.11421428571428091,1,Monday
7,2025-06-30 01:29:00+00:00,2025-06-30 01:29:00+00:00,0,2025-06-30 01:32:00+00:00,long,144.3918083972455,144.3918083972455,144.3918083972455,144.53246066666665,tp1_then_be_stop,0.6532134710568016,22.61743177339419,22.61743177339419,5,500000,500000,1.3064269421136032,14.014173057887547,neutral,neutral,ABE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,2.337264401211314,3.1621520303929174,False,False,False,,pivot,pivot_fallback,0.0,0.0,8.666666666664469,2025-06-30,3.0,100171.24225037293,100193.85968214633,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.68008293761764,144.56075,144.56075,144.44141706238238,144.450575104,bearish,29.504950495043673,29.504950495043673,0.1112142857142808,0.1112142857142808,1,Monday
6,2025-06-30 01:24:00+00:00,2025-06-30 01:24:00+00:00,0,2025-06-30 01:38:00+00:00,long,144.43180396858378,144.31546066666664,144.31546066666664,144.53246066666665,sl,-11.63433019171407,-403.08675653908364,-403.08675653908364,3,500000,500000,10.065669808287225,11.63433019171407,neutral,neutral,AB,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,13.168692112347458,False,False,False,,pivot,pivot_fallback,0.0,0.0,4.6666666666652645,2025-06-30,14.0,100193.85968214633,99790.77292560725,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.46866666666665,144.53246066666665,144.57187266666665,144.40487266666665,144.36546066666665,144.66938956511603,144.5635,144.5635,144.45761043488397,144.55973096534632,bearish,40.53452115812675,40.53452115812675,0.1112142857142808,0.1112142857142808,1,Monday
8,2025-07-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,0,2025-07-01 01:03:00+00:00,long,143.7668893719979,143.53755466666667,143.53755466666667,144.19566666666665,sl,-22.933470533124023,-562.218319609036,-562.218319609036,5,351885,351885,42.877729466874825,22.933470533124023,neutral,neutral,ABD,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,23.088948911194507,False,False,False,,pivot,pivot,0.0,0.0,44.16666666666629,2025-07-01,63.0,99790.77292560725,99228.55460599822,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,143.9643622539475,143.8853,143.8853,143.8062377460525,143.85298046385822,bearish,24.33333333333006,24.33333333333006,0.07307142857143033,0.07307142857143033,0,Tuesday
9,2025-07-01 00:50:00+00:00,2025-07-01 00:50:00+00:00,0,2025-07-01 01:03:00+00:00,long,143.67615653016168,143.53755466666667,143.53755466666667,144.19566666666665,sl,-13.860186349501191,-482.80696928717794,-482.80696928717794,3,500000,500000,51.95101365049766,13.860186349501191,neutral,neutral,A,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.7716481846784973,14.015664727571675,False,False,False,,pivot,pivot,0.0,0.0,52.966666666665674,2025-07-01,13.0,99228.55460599822,98745.74763671104,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,143.96611831898645,143.7685,143.7685,143.57088168101353,143.74211920000002,bearish,32.03883495145466,32.03883495145466,0.08957142857142994,0.08957142857142994,0,Tuesday
10,2025-07-01 01:33:00+00:00,2025-07-01 01:33:00+00:00,0,2025-07-01 02:06:00+00:00,long,143.71639261962693,143.753421718367,143.53755466666667,144.19566666666665,tp1_then_trailing_stop,3.702909874007787,114.97705825118535,114.97705825118535,3,446361,446361,47.92740470397234,17.883795296026506,neutral,neutral,AC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,11.102909874009015,5.7015123342011975,False,False,False,,pivot,pivot,0.0,0.0,48.96666666666647,2025-07-01,33.0,98745.74763671104,98860.72469496222,TOKYO_MEANREV,tokyo_meanrev,tokyo,144.19566666666665,144.57155466666666,144.80377866666663,143.81977866666665,143.58755466666668,143.79903245448335,143.65285,143.65285,143.50666754551665,143.54086292410597,bullish,42.95774647887229,42.95774647887229,0.11707142857142523,0.11707142857142523,1,Tuesday
