trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,pnl_usd,confluence_score,position_size_units,position_units,partial_tp_pips,initial_sl_pips,regime_label,regime,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,signal_strength_score,signal_strength_tier,entry_delay_type,mfe_pips,mae_pips,rejection_confirmed,divergence_present,inside_ir,quality_markers,sl_source,tp_source,distance_to_ir_boundary_pips,distance_to_midpoint_pips,distance_to_pivot_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_middle,bb_lower,sar_value,sar_direction,rsi_m5,rsi_value,atr_m15,atr_value,hour_utc,day_of_week
1,2023-06-21 00:01:00+00:00,2023-06-21 00:01:00+00:00,0,2023-06-21 00:26:00+00:00,short,141.41191905987264,141.5505126666667,141.5505126666667,141.33191905987263,sl,-13.859360679404631,-489.55529790420644,-489.55529790420644,4,500000,500000,8.00000000000125,13.859360679404631,neutral,neutral,ABC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.7845844214557474,14.45771272442471,False,False,False,,pivot,pivot_fallback,0.0,0.0,1.4333333333325982,2023-06-21,25.0,100000.0,99510.44470209579,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.40966666666668,141.46582066666667,141.50051266666668,141.3535126666667,141.31882066666668,141.40529046585917,141.34905,141.34905,141.29280953414084,141.285,bullish,52.7343749999964,52.7343749999964,0.06092857142857205,0.06092857142857205,0,Wednesday
2,2023-06-21 00:06:00+00:00,2023-06-21 00:06:00+00:00,0,2023-06-21 00:26:00+00:00,short,141.4179256558128,141.5505126666667,141.5505126666667,141.3379256558128,sl,-13.258701085388225,-468.3381513640564,-468.3381513640564,3,500000,500000,8.00000000000125,13.258701085388225,neutral,neutral,AB,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,13.857053130408303,False,False,False,,pivot,pivot_fallback,0.0,0.0,2.033333333332621,2023-06-21,20.0,99510.44470209579,99042.10655073173,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.40966666666668,141.46582066666667,141.50051266666668,141.3535126666667,141.31882066666668,141.40787486605262,141.34955,141.34955,141.29122513394736,141.29950795968318,bullish,60.14234875444707,60.14234875444707,0.06092857142857205,0.06092857142857205,0,Wednesday
3,2023-06-22 00:11:00+00:00,2023-06-22 00:11:00+00:00,0,2023-06-22 02:16:00+00:00,short,141.75616120231703,141.7093286916704,142.00616120231703,141.42171733333333,tp1_then_trailing_stop,4.683251064662386,104.39789735299787,104.39789735299787,3,315895,315895,33.44438689836977,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,10.983251064661204,14.89809573030243,False,False,False,,pivot,pivot_fallback,0.0,0.0,6.93333333333328,2023-06-22,125.0,99042.10655073173,99146.50444808473,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,141.74467487637435,141.70170000000002,141.70170000000002,141.6587251236257,141.666,bullish,54.97835497835487,54.97835497835487,0.05928571428571315,0.05928571428571315,0,Thursday
4,2023-06-22 00:20:00+00:00,2023-06-22 00:20:00+00:00,0,2023-06-22 02:16:00+00:00,short,141.83295497248417,141.7093286916704,142.08295497248417,141.42171733333333,tp1_then_trailing_stop,12.36262808137667,275.7347597276534,275.7347597276534,3,316067,316067,41.123763915084055,25.0,neutral,neutral,B,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,18.662628081375487,7.218718713588146,False,False,False,,pivot,pivot_fallback,0.0,0.0,0.7666666666665378,2023-06-22,116.0,99146.50444808473,99422.23920781238,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,141.79069257634518,141.7092,141.7092,141.62770742365484,141.73226353518876,bullish,72.99703264095241,72.99703264095241,0.06471428571428614,0.06471428571428614,0,Thursday
5,2023-06-22 06:27:00+00:00,2023-06-22 06:27:00+00:00,0,2023-06-22 07:32:00+00:00,short,141.8601597963983,141.80988055292346,142.1101597963983,141.42171733333333,tp1_then_trailing_stop,5.0279243474847135,112.51412850850934,112.51412850850934,3,317340,317340,43.844246306497325,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,15.627924347484168,10.364284448149874,False,False,False,,pivot,pivot_fallback,0.0,0.0,3.0666666666661513,2023-06-22,65.0,99422.23920781238,99534.7533363209,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,141.88015361018807,141.79739999999998,141.79739999999998,141.7146463898119,141.78967041023998,bullish,53.6649214659717,53.6649214659717,0.07899999999999759,0.07899999999999759,6,Thursday
6,2023-06-22 06:41:00+00:00,2023-06-22 06:41:00+00:00,0,2023-06-22 07:32:00+00:00,short,141.88598666965908,141.80988055292346,142.13598666965908,141.42171733333333,tp1_then_trailing_stop,7.610611673561606,170.34024107111543,170.34024107111543,3,317398,317398,46.42693363257422,25.0,neutral,neutral,B,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,18.21061167356106,7.781597122072981,False,False,False,,pivot,pivot_fallback,0.0,0.0,5.666666666667197,2023-06-22,51.0,99534.7533363209,99705.093577392,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,141.89502000689785,141.81535,141.81535,141.73567999310214,141.8488667599766,bullish,65.97402597402512,65.97402597402512,0.0812857142857106,0.0812857142857106,6,Thursday
7,2023-06-22 07:32:00+00:00,2023-06-22 07:32:00+00:00,0,2023-06-22 09:00:00+00:00,long,141.81693538974937,141.97245969635364,141.56693538974937,142.25294933333333,session_close,15.552430660426353,348.51542108273725,348.51542108273725,3,318147,318147,43.60139435839585,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,17.60919936587584,6.50688447851735,False,False,False,,pivot,pivot_fallback,0.0,0.0,2.8333333333335986,2023-06-22,88.0,99705.093577392,100053.60899847474,TOKYO_MEANREV,tokyo_meanrev,tokyo,141.83733333333333,142.25294933333333,142.50971733333336,141.42171733333333,141.1649493333333,141.92733360281701,141.84745,141.84745,141.767566397183,141.87055595653118,bearish,44.68085106382953,44.68085106382953,0.10092857142856612,0.10092857142856612,7,Thursday
8,2023-06-23 01:55:00+00:00,2023-06-23 01:55:00+00:00,0,2023-06-23 02:53:00+00:00,long,142.90533586894037,143.03061252082057,142.65533586894037,143.257458,tp1_then_trailing_stop,12.52766518801991,281.7753515332836,281.7753515332836,3,321708,321708,35.21221310596445,25.0,neutral,neutral,C,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,19.830734232218106,1.8766049137695973,False,False,False,,pivot,pivot_fallback,0.0,0.0,25.699999999997658,2023-06-23,58.0,100053.60899847474,100335.38435000803,TOKYO_MEANREV,tokyo_meanrev,tokyo,142.639,143.257458,143.639542,142.020542,141.638458,143.1556036880037,142.98105,142.98105,142.8064963119963,142.82336367104003,bullish,34.661354581672,34.661354581672,0.10835714285715069,0.10835714285715069,1,Friday
9,2023-06-23 05:11:00+00:00,2023-06-23 05:11:00+00:00,0,2023-06-23 05:37:00+00:00,short,143.1359749944649,143.3859749944649,143.3859749944649,142.639,sl,-25.0,-563.4023829953975,-563.4023829953975,3,323136,323136,49.697499446489246,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,2.4098655730995233,25.314405627398173,False,False,False,,pivot,pivot,0.0,0.0,50.499999999999545,2023-06-23,26.0,100335.38435000803,99771.98196701263,TOKYO_MEANREV,tokyo_meanrev,tokyo,142.639,143.257458,143.639542,142.020542,141.638458,143.13902372738363,143.07395,143.07395,143.00887627261636,143.05058728799997,bullish,53.13351498637558,53.13351498637558,0.09950000000000005,0.09950000000000005,5,Friday
10,2023-06-23 05:19:00+00:00,2023-06-23 05:19:00+00:00,0,2023-06-23 07:30:00+00:00,short,143.21228070238033,142.97863761467062,143.46228070238033,142.639,tp1_then_trailing_stop,23.364308770970865,528.3198037020042,528.3198037020042,3,323307,323307,57.328070238031614,25.0,neutral,neutral,AB,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,33.66430877097173,24.70837309070646,False,False,False,,pivot,pivot,0.0,0.0,58.099999999998886,2023-06-23,131.0,99771.98196701263,100300.30177071464,TOKYO_MEANREV,tokyo_meanrev,tokyo,142.639,143.257458,143.639542,142.020542,141.638458,143.142174089884,143.07864999999998,143.07864999999998,143.01512591011596,143.09225025858836,bullish,51.955307262567395,51.955307262567395,0.09785714285714318,0.09785714285714318,5,Friday
