trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
13,2025-08-14 18:11:00+00:00,2025-08-14 18:10:00+00:00,1,2025-08-14 21:06:00+00:00,short,147.9325,147.8195,147.9225,147.51433333333333,tp1_then_trailing_stop,8.650000000000091,75.21699587872142,3,128554,6.0,28.0,2025-08-15,175.0,48664.440129743874,48739.657125622594,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.51433333333333,147.92803933333332,148.18362733333333,147.10062733333334,146.84503933333332,147.93491151398865,147.84165000000002,147.74838848601138,147.967,bearish,66.21253405994841,0.10528571428570745
14,2025-08-20 17:06:00+00:00,2025-08-20 17:03:00+00:00,3,2025-08-20 20:32:00+00:00,long,147.1155,147.3965,147.1255,147.719,tp1_then_trailing_stop,17.05000000000041,279.34183526005495,4,241426,6.0,14.850000000001273,2025-08-21,206.0,48739.657125622594,49018.99896088265,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.719,147.97570399999998,148.134296,147.462296,147.30370399999998,147.21358102018624,147.16795,147.12231897981374,147.098,bullish,34.09961685824452,0.1104999999999937
15,2025-08-20 17:18:00+00:00,2025-08-20 17:13:00+00:00,5,2025-08-20 20:32:00+00:00,long,147.12449999999998,147.3965,147.13449999999997,147.719,tp1_then_trailing_stop,16.600000000001103,256.4425935570753,4,227644,6.0,15.749999999999886,2025-08-21,194.0,49018.99896088265,49275.44155443973,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.719,147.97570399999998,148.134296,147.462296,147.30370399999998,147.2216308069123,147.1627,147.10376919308771,147.09341165993933,bullish,33.77192982456337,0.1104999999999937
17,2025-08-21 19:15:00+00:00,2025-08-21 19:14:00+00:00,1,2025-08-21 21:19:00+00:00,short,148.3675,148.34449999999998,148.35750000000002,147.335,tp1_then_time_decay,4.149994939037241,102.28051515666759,4,365543,6.0,10.0,2025-08-22,124.0,49275.44155443973,49377.72206959639,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.335,147.696372,147.91962800000002,146.97362800000002,146.750372,148.36871563351065,148.29235,148.21598436648935,148.382,bearish,65.86206896551656,0.07549999999999914
16,2025-08-21 19:04:00+00:00,2025-08-21 19:00:00+00:00,4,2025-08-21 22:00:00+00:00,short,148.3505,148.3615,148.4505,147.335,session_close,-1.099999999999568,-27.099422693882314,4,365501,6.0,10.0,2025-08-22,176.0,49377.72206959639,49350.622646902506,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.335,147.696372,147.91962800000002,146.97362800000002,146.750372,148.34417963702305,148.27955,148.21492036297695,148.30430003599363,bullish,66.96969696969846,0.07549999999999914
18,2025-08-22 17:16:00+00:00,2025-08-22 17:14:00+00:00,2,2025-08-22 19:21:00+00:00,long,146.6505,146.8465,146.66049999999998,148.00933333333333,tp1_then_trailing_stop,15.800000000000127,389.42538447557155,5,361864,12.0,10.0,2025-08-23,125.0,49350.622646902506,49740.04803137808,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.00933333333333,148.44939733333334,148.7212693333333,147.56926933333332,147.29739733333335,146.79828354636783,146.73045,146.66261645363215,146.7211494215926,bearish,15.789473684219061,0.2630000000000032
19,2025-08-22 17:33:00+00:00,2025-08-22 17:30:00+00:00,3,2025-08-22 19:21:00+00:00,long,146.6195,146.8465,146.62949999999998,148.00933333333333,tp1_then_trailing_stop,16.408928571428305,404.37620256646665,5,361788,10.117857142857238,10.0,2025-08-23,108.0,49740.04803137808,50144.42423394455,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.00933333333333,148.44939733333334,148.7212693333333,147.56926933333332,147.29739733333335,146.80876410136582,146.70459999999997,146.60043589863412,146.664,bearish,24.13793103447854,0.20235714285714476
20,2025-08-28 16:33:00+00:00,2025-08-28 16:31:00+00:00,2,2025-08-28 21:04:00+00:00,long,146.8965,146.9065,146.9065,147.62533333333332,tp1_then_be_stop,3.4999999999996594,35.06493783470364,5,147222,6.0,25.016666666670062,2025-08-29,271.0,50144.42423394455,50179.48917177925,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.62533333333332,147.96875133333333,148.1809153333333,147.2819153333333,147.06975133333333,147.08658582956403,146.9945,146.90241417043595,146.96096,bearish,27.574750830569613,0.11014285714286132
21,2025-08-28 16:50:00+00:00,2025-08-28 16:47:00+00:00,3,2025-08-28 21:04:00+00:00,long,146.8475,146.9035,146.8575,147.62533333333332,tp1_then_trailing_stop,5.799998907229919,72.25877192747396,4,183021,6.0,20.116666666669403,2025-08-29,254.0,50179.48917177925,50251.74794370672,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.62533333333332,147.96875133333333,148.1809153333333,147.2819153333333,147.06975133333333,147.08708040120277,146.9779,146.86871959879724,146.927,bearish,33.5483870967752,0.10378571428571856
22,2025-08-28 21:22:00+00:00,2025-08-28 21:21:00+00:00,1,2025-08-28 22:00:00+00:00,long,146.8935,146.9485,146.90349999999998,147.62533333333332,tp1_then_session_close,5.749998325799886,58.42885487335857,4,149325,6.0,24.71666666666863,2025-08-29,38.0,50251.74794370672,50310.17679858008,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.62533333333332,147.96875133333333,148.1809153333333,147.2819153333333,147.06975133333333,147.0107263889307,146.94615,146.88157361106929,146.86414,bullish,32.66331658291608,0.05335714285714183
23,2025-09-02 17:58:00+00:00,2025-09-02 17:57:00+00:00,1,2025-09-02 18:45:00+00:00,short,148.3665,148.4665,148.4665,147.12,sl,-9.999999999999432,-251.38128803466023,4,373217,6.0,10.0,2025-09-03,47.0,50310.17679858008,50058.795510545424,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.12,147.346144,147.48585599999998,146.893856,146.75414400000003,148.39266571093242,148.31054999999998,148.22843428906754,148.422,bearish,68.14159292034961,0.10878571428570995
24,2025-09-02 18:10:00+00:00,2025-09-02 18:05:00+00:00,5,2025-09-02 18:55:00+00:00,short,148.4165,148.5165,148.5165,147.12,sl,-9.999999999999432,-251.38149633204307,4,373343,6.0,10.0,2025-09-03,45.0,50058.795510545424,49807.414014213384,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.12,147.346144,147.48585599999998,146.893856,146.75414400000003,148.42214436753625,148.3225,148.22285563246373,148.366,bullish,67.18749999999503,0.1027142857142808
25,2025-09-05 20:51:00+00:00,2025-09-05 20:50:00+00:00,1,2025-09-07 21:04:00+00:00,long,147.3955,148.1785,147.4055,148.33200000000002,tp1_then_session_close,42.15012852008237,800.3916536528271,4,281279,6.0,13.049999999998363,2025-09-06,2893.0,49807.414014213384,50607.80566786621,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.33200000000002,148.70903400000003,148.941966,147.954966,147.72203400000004,147.5126293386073,147.4424,147.3721706613927,147.336,bullish,30.864197530872715,0.07557142857142399
26,2025-09-09 21:06:00+00:00,2025-09-09 21:05:00+00:00,1,2025-09-09 22:00:00+00:00,long,147.3455,147.38750000000002,147.35549999999998,147.81733333333332,tp1_then_session_close,5.099993241062918,46.07249733598347,4,133157,6.0,28.0,2025-09-10,54.0,50607.80566786621,50653.87816520219,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.81733333333332,148.29024933333332,148.58241733333332,147.34441733333333,147.05224933333332,147.50599850877282,147.43474999999998,147.36350149122714,147.4438624,bearish,25.742574257426952,0.052785714285710536
27,2025-09-10 19:36:00+00:00,2025-09-10 19:35:00+00:00,1,2025-09-10 22:00:00+00:00,short,147.4325,147.4005,147.7125,147.07366666666667,session_close,3.2000000000010687,28.951217940247325,4,133357,6.0,28.0,2025-09-11,144.0,50653.87816520219,50682.82938314244,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.07366666666667,147.54161666666667,147.8307166666667,146.60571666666667,146.31661666666665,147.4324935537628,147.33845000000002,147.24440644623724,147.39371059512322,bullish,81.44329896906513,0.06849999999999414
28,2025-09-11 19:07:00+00:00,2025-09-11 19:06:00+00:00,1,2025-09-11 20:37:00+00:00,long,147.1085,147.11849999999998,147.11849999999998,147.38666666666666,tp1_then_be_stop,3.499999999999659,31.66524253620063,5,133140,6.0,28.0,2025-09-12,90.0,50682.82938314244,50714.494625678635,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.38666666666666,147.59371066666665,147.72162266666666,147.17962266666666,147.05171066666665,147.34960933025977,147.23345,147.11729066974024,147.17366099456,bearish,26.234567901236034,0.08614285714285431
29,2025-09-11 19:18:00+00:00,2025-09-11 19:14:00+00:00,4,2025-09-11 22:00:00+00:00,long,147.10649999999998,147.1555,147.11649999999997,147.38666666666666,tp1_then_trailing_stop,5.450000000000443,49.30649861487905,5,133138,6.0,28.0,2025-09-12,162.0,50714.494625678635,50763.80112429352,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.38666666666666,147.59371066666665,147.72162266666666,147.17962266666666,147.05171066666665,147.35395064525198,147.2319,147.109849354748,147.08976,bullish,22.72727272727704,0.08614285714285431
30,2025-09-16 16:35:00+00:00,2025-09-16 16:33:00+00:00,2,2025-09-16 17:00:00+00:00,long,146.4385,146.3385,146.3385,147.45900000000003,sl,-9.999999999999432,-253.99194333683812,5,371688,6.0,10.0,2025-09-17,25.0,50763.80112429352,50509.809180956676,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.45900000000003,147.67253800000003,147.80446200000003,147.24546200000003,147.11353800000003,146.68460015322785,146.554,146.42339984677216,146.42195691059837,bullish,29.09090909090908,0.11678571428571363
31,2025-09-17 16:33:00+00:00,2025-09-17 16:30:00+00:00,3,2025-09-17 17:47:00+00:00,long,146.27349999999998,146.28349999999998,146.28349999999998,146.76766666666666,tp1_then_be_stop,3.499999999999659,31.556994626240996,3,131932,6.0,28.0,2025-09-18,74.0,50509.809180956676,50541.366175582916,TOKYO_MEANREV,tokyo_meanrev,tokyo,146.76766666666666,147.25013266666664,147.54820066666667,146.28520066666667,145.98713266666664,146.39626317903588,146.33745000000002,146.27863682096415,146.256,bullish,33.828996282519824,0.08085714285713712
32,2025-09-18 20:01:00+00:00,2025-09-18 20:00:00+00:00,1,2025-09-18 21:08:00+00:00,short,147.9905,147.9805,147.9805,146.493,tp1_then_be_stop,3.4999899393540876,58.78983841268801,5,248493,6.0,15.049999999999386,2025-09-19,67.0,50541.366175582916,50600.156013995605,TOKYO_MEANREV,tokyo_meanrev,tokyo,146.493,147.091976,147.46202399999999,145.894024,145.523976,147.95904406361416,147.89335,147.82765593638584,147.9026944,bullish,73.40425531914862,0.06535714285714025
33,2025-09-24 18:47:00+00:00,2025-09-24 18:45:00+00:00,2,2025-09-24 20:49:00+00:00,short,148.8205,148.9205,148.9205,147.66133333333335,sl,-9.999999999999432,-252.8308728482503,4,376517,6.0,10.0,2025-09-25,122.0,50600.156013995605,50347.325141147354,TOKYO_MEANREV,tokyo_meanrev,tokyo,147.66133333333335,147.83972733333334,147.94993933333336,147.48293933333335,147.37272733333333,148.81447127264354,148.76139999999998,148.70832872735642,148.77641559999998,bullish,67.60000000000446,0.053428571428568716
34,2025-09-25 17:40:00+00:00,2025-09-25 17:39:00+00:00,1,2025-09-25 18:09:00+00:00,short,149.8665,149.8375,149.8565,148.41066666666666,tp1_then_trailing_stop,4.449999999999932,112.059852058975,5,377268,6.0,10.0,2025-09-26,29.0,50347.325141147354,50459.38499320633,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.41066666666666,148.94623066666665,149.27710266666668,147.87510266666666,147.54423066666664,149.9000178178425,149.8046,149.7091821821575,149.923,bearish,70.88607594936764,0.10421428571428594
35,2025-09-30 16:51:00+00:00,2025-09-30 16:48:00+00:00,3,2025-09-30 19:24:00+00:00,long,147.7355,147.8285,147.7455,148.86533333333333,tp1_then_trailing_stop,8.01071428571305,201.99542673897542,5,372732,6.721428571428488,10.0,2025-10-01,153.0,50459.38499320633,50661.38041994531,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.86533333333333,149.26490533333333,149.5117613333333,148.46576133333332,148.21890533333334,148.0476724964279,147.90675,147.76582750357207,147.75078,bullish,24.470588235291572,0.13442857142856976
36,2025-10-01 18:35:00+00:00,2025-10-01 18:33:00+00:00,2,2025-10-01 20:43:00+00:00,long,147.0435,147.07649999999998,147.05349999999999,148.12366666666668,tp1_then_trailing_stop,4.649999999999466,60.43479640464037,4,191174,6.0,19.48333333333494,2025-10-02,128.0,50661.38041994531,50721.81521634995,TOKYO_MEANREV,tokyo_meanrev,tokyo,148.12366666666668,148.58015666666668,148.8621766666667,147.66717666666668,147.38515666666666,147.22808963082267,147.1413,147.05451036917734,147.025,bullish,33.670033670035224,0.10364285714285058
37,2025-10-07 16:47:00+00:00,2025-10-07 16:44:00+00:00,3,2025-10-07 17:24:00+00:00,short,151.3185,151.44233333333335,151.44233333333335,149.93133333333333,sl,-12.383333333335145,-253.40142012254793,5,309898,6.403571428571146,12.383333333335145,2025-10-08,37.0,50721.81521634995,50468.413796227396,TOKYO_MEANREV,tokyo_meanrev,tokyo,149.93133333333333,150.47797533333332,150.81569133333335,149.38469133333334,149.0469753333333,151.2968886188473,151.14785,150.9988113811527,151.41,bearish,71.16451016635955,0.12807142857142292
38,2025-10-07 20:21:00+00:00,2025-10-07 20:19:00+00:00,2,2025-10-07 22:00:00+00:00,short,151.9995,151.8725,151.98950000000002,149.93133333333333,tp1_then_session_close,9.350000000000591,236.10330330060194,4,383558,6.0,10.0,2025-10-08,99.0,50468.413796227396,50704.517099528,TOKYO_MEANREV,tokyo_meanrev,tokyo,149.93133333333333,150.47797533333332,150.81569133333335,149.38469133333334,149.0469753333333,152.0070710952989,151.88405,151.7610289047011,152.03854734336,bearish,69.78922716628063,0.11185714285714507
40,2025-10-08 18:14:00+00:00,2025-10-08 18:12:00+00:00,2,2025-10-08 18:20:00+00:00,short,152.8905,152.8805,152.8805,151.39333333333332,tp1_then_be_stop,3.4999999999996585,31.70109125543341,4,138432,6.0,28.0,2025-10-09,6.0,50704.517099528,50736.21819078343,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.39333333333332,152.0794053333333,152.5032613333333,150.70726133333332,150.28340533333332,152.9016261103061,152.8074,152.7131738896939,152.84,bullish,65.55555555555301,0.0822857142857174
39,2025-10-08 18:03:00+00:00,2025-10-08 18:02:00+00:00,1,2025-10-08 19:09:00+00:00,short,152.8385,152.73850000000002,152.82850000000002,151.39333333333332,tp1_then_trailing_stop,8.000014452433257,72.47506726673258,5,138385,6.0,28.0,2025-10-09,66.0,50736.21819078343,50808.69325805017,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.39333333333332,152.0794053333333,152.5032613333333,150.70726133333332,150.28340533333332,152.8732753403746,152.79360000000003,152.71392465962546,152.948,bearish,77.74294670846577,0.0822857142857174
41,2025-10-09 18:44:00+00:00,2025-10-09 18:41:00+00:00,3,2025-10-09 20:44:00+00:00,short,153.1045,153.0895,153.0945,152.469,tp1_then_time_decay,3.8267722522859877,43.215559821815944,4,172841,6.1535714285714755,22.503399999999374,2025-10-10,120.0,50808.69325805017,50851.90881787198,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.469,152.95146599999998,153.24953399999998,151.986534,151.688466,153.11241958920465,153.02595,152.93948041079534,153.145,bearish,81.41891891892395,0.12307142857142951
42,2025-10-09 18:54:00+00:00,2025-10-09 18:52:00+00:00,2,2025-10-09 20:55:00+00:00,short,153.1605,153.0975,153.15050000000002,152.469,tp1_then_trailing_stop,6.150000000000944,55.82116828365342,5,138962,6.0,28.0,2025-10-10,121.0,50851.90881787198,50907.72998615564,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.469,152.95146599999998,153.24953399999998,151.986534,151.688466,153.14889949236868,153.03795,152.9270005076313,153.11326936064,bullish,80.27681660899984,0.11971428571428687
43,2025-10-10 18:55:00+00:00,2025-10-10 18:51:00+00:00,4,2025-10-10 19:13:00+00:00,long,151.68949999999998,151.69949999999997,151.69949999999997,152.80666666666664,tp1_then_be_stop,5.192857142856155,132.10344274432305,5,386108,9.385714285714439,10.0,2025-10-11,18.0,50907.72998615564,51039.83342889996,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.80666666666664,153.23450666666665,153.49882666666662,152.37882666666664,152.11450666666667,151.92969142290852,151.8131,151.69650857709146,151.764,bearish,25.20325203252321,0.18771428571428878
44,2025-10-10 19:41:00+00:00,2025-10-10 19:40:00+00:00,1,2025-10-10 19:55:00+00:00,long,151.6675,151.5675,151.5675,152.80666666666664,sl,-9.999999999999432,-255.36741055963714,4,387054,6.928571428571521,10.0,2025-10-11,14.0,51039.83342889996,50784.466018340325,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.80666666666664,153.23450666666665,153.49882666666662,152.37882666666664,152.11450666666667,151.88265494423857,151.73805,151.5934450557614,151.533,bullish,33.84879725086152,0.13857142857143043
45,2025-10-14 19:45:00+00:00,2025-10-14 19:43:00+00:00,2,2025-10-14 19:55:00+00:00,long,151.6455,151.6555,151.6555,152.14133333333334,tp1_then_be_stop,3.499999999999659,31.729216813537484,5,137522,6.0,28.0,2025-10-15,10.0,50784.466018340325,50816.195235153864,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.14133333333334,152.41942933333334,152.59123733333334,151.86323733333333,151.69142933333333,151.80212216702134,151.7464,151.69067783297865,151.606,bullish,26.43171806167456,0.09421428571428489
46,2025-10-15 17:12:00+00:00,2025-10-15 17:11:00+00:00,1,2025-10-15 18:24:00+00:00,long,151.1225,151.29649999999998,151.1325,151.9896666666667,tp1_then_trailing_stop,12.203571428570115,139.01585268831803,5,172314,7.00714285714292,22.283333333331257,2025-10-16,72.0,50816.195235153864,50955.21108784218,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.9896666666667,152.3754866666667,152.6138466666667,151.6038466666667,151.3654866666667,151.317798960275,151.20595,151.094101039725,151.23584,bearish,28.61538461538234,0.1401428571428584
48,2025-10-15 20:46:00+00:00,2025-10-15 20:41:00+00:00,5,2025-10-15 21:19:00+00:00,long,151.1435,151.15349999999998,151.15349999999998,151.9896666666667,tp1_then_be_stop,3.4999999999996585,36.55782572070746,5,157926,6.0,24.383333333329915,2025-10-16,33.0,50955.21108784218,50991.76891356289,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.9896666666667,152.3754866666667,152.6138466666667,151.6038466666667,151.3654866666667,151.31570778348424,151.24585,151.17599221651574,151.112,bullish,28.716216216212814,0.08749999999999959
47,2025-10-15 20:06:00+00:00,2025-10-15 20:05:00+00:00,1,2025-10-15 22:00:00+00:00,long,151.2225,151.0325,150.9425,151.9896666666667,session_close,-18.999999999999773,-173.10055782695574,5,137599,6.0,28.0,2025-10-16,114.0,50991.76891356289,50818.668355735936,TOKYO_MEANREV,tokyo_meanrev,tokyo,151.9896666666667,152.3754866666667,152.6138466666667,151.6038466666667,151.3654866666667,151.34456983722822,151.2801,151.2156301627718,151.2729552,bearish,23.106060606056616,0.08721428571428598
49,2025-10-21 16:49:00+00:00,2025-10-21 16:47:00+00:00,2,2025-10-21 17:06:00+00:00,short,151.9105,151.90050000000002,151.90050000000002,150.72133333333332,tp1_then_be_stop,4.303571428570763,109.40001017247259,4,385994,7.607142857142739,10.0,2025-10-22,17.0,50818.668355735936,50928.06836590841,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.72133333333332,151.07659333333334,151.2960733333333,150.3660733333333,150.14659333333333,151.92557129175034,151.8021,151.67862870824965,151.944,bearish,66.74584323040418,0.15214285714285478
50,2025-10-24 18:26:00+00:00,2025-10-24 18:25:00+00:00,1,2025-10-24 20:32:00+00:00,short,152.8485,152.8295,152.8385,152.39833333333334,tp1_then_time_decay,3.949987760244465,43.29703571583434,3,167487,6.0,23.23833333333596,2025-10-25,126.0,50928.06836590841,50971.36540162424,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.39833333333334,152.77078333333333,153.00088333333335,152.02588333333335,151.79578333333333,152.85953078892908,152.81425000000002,152.76896921107095,152.83596,bullish,66.37168141592775,0.06407142857143404
51,2025-10-28 19:13:00+00:00,2025-10-28 19:11:00+00:00,2,2025-10-28 19:39:00+00:00,long,152.0545,151.9545,151.9545,152.894,sl,-9.999999999999432,-255.02436584634086,5,387521,6.0,10.0,2025-10-29,26.0,50971.36540162424,50716.3410357779,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.894,153.158344,153.32165600000002,152.629656,152.466344,152.25560429615794,152.1532,152.05079570384206,152.034,bullish,24.496644295302048,0.11064285714285761
