trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,partial_tp_pips,initial_sl_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
1,2026-01-07 19:13:00+00:00,2026-01-07 19:12:00+00:00,1,2026-01-07 22:04:00+00:00,short,156.69050000000001,156.75549999999998,156.9678146666667,156.52566666666667,session_close,-6.4999999999969305,-58.57300062833944,4,141256,6.0,27.731466666668325,2026-01-08,171.0,50000.0,49941.42699937166,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.52566666666667,156.74951866666666,156.88781466666669,156.30181466666667,156.16351866666665,156.7212687073994,156.65845,156.5956312926006,156.744,bearish,78.26086956521269,0.08578571428571179
2,2026-01-07 19:25:00+00:00,2026-01-07 19:22:00+00:00,3,2026-01-07 22:04:00+00:00,short,156.7225,156.75549999999998,156.9678146666667,156.52566666666667,session_close,-3.299999999998704,-33.62303077083694,4,159715,6.0,24.5314666666701,2026-01-08,159.0,49941.42699937166,49907.80396860082,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.52566666666667,156.74951866666666,156.88781466666669,156.30181466666667,156.16351866666665,156.73348912954378,156.6668,156.6001108704562,156.6913536,bullish,73.88888888888397,0.07957142857142685
3,2026-01-08 19:15:00+00:00,2026-01-08 19:14:00+00:00,1,2026-01-08 21:44:00+00:00,short,156.9005,156.8755,156.8905,156.62033333333335,tp1_then_time_decay,4.249987484892875,37.888236976561345,5,139831,6.0,28.0,2026-01-09,149.0,49907.80396860082,49945.69220557738,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.62033333333335,156.81744533333335,156.93922133333334,156.42322133333334,156.30144533333336,156.91470164904158,156.85785,156.80099835095845,156.902,bullish,75.11520737327243,0.07214285714285243
4,2026-01-08 19:46:00+00:00,2026-01-08 19:44:00+00:00,2,2026-01-08 22:04:00+00:00,short,156.9605,156.8535,156.9505,156.62033333333335,tp1_then_session_close,8.35000000000008,81.49201115370295,5,153098,6.0,25.583333333335645,2026-01-09,138.0,49945.69220557738,50027.18421673108,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.62033333333335,156.81744533333335,156.93922133333334,156.42322133333334,156.30144533333336,156.97067872071992,156.8861,156.80152127928008,156.93834169599998,bullish,74.17840375587105,0.06414285714285484
5,2026-01-13 20:37:00+00:00,2026-01-13 20:35:00+00:00,2,2026-01-13 22:04:00+00:00,short,159.1365,159.14749999999998,159.2365,157.9623333333333,session_close,-1.0999999999967258,-27.513011514393675,4,398057,6.0,10.0,2026-01-14,87.0,50027.18421673108,49999.67120521669,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.9623333333333,158.2270593333333,158.39060733333332,157.6976073333333,157.5340593333333,159.1545902942351,159.1072,159.0598097057649,159.108,bullish,67.39130434782967,0.057999999999998816
6,2026-01-16 20:14:00+00:00,2026-01-16 20:11:00+00:00,3,2026-01-16 21:54:00+00:00,long,158.0755,158.0855,158.0855,158.57500000000002,tp1_then_be_stop,3.4999999999996585,36.521849559855085,5,165004,6.0,23.94999999999925,2026-01-17,100.0,49999.67120521669,50036.193054776544,TOKYO_MEANREV,tokyo_meanrev,tokyo,158.57500000000002,158.826738,158.98226200000002,158.32326200000003,158.167738,158.21520797551233,158.15455,158.09389202448767,158.12,bearish,24.4791666666642,0.06407142857142796
7,2026-01-20 19:16:00+00:00,2026-01-20 19:14:00+00:00,2,2026-01-20 22:04:00+00:00,short,158.1275,158.1575,158.4075,157.906,session_close,-3.0000000000001137,-26.799930449078676,4,141287,6.0,28.0,2026-01-21,168.0,50036.193054776544,50009.393124327464,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.906,158.189062,158.363938,157.622938,157.44806200000002,158.11991570689977,158.00125,157.88258429310022,158.152,bearish,78.18791946308276,0.09478571428571213
8,2026-01-22 19:33:00+00:00,2026-01-22 19:30:00+00:00,3,2026-01-22 20:53:00+00:00,short,158.4285,158.41850000000002,158.41850000000002,158.192,tp1_then_be_stop,3.499999999999659,31.266171812079147,4,141480,6.0,28.0,2026-01-23,80.0,50009.393124327464,50040.65929613954,TOKYO_MEANREV,tokyo_meanrev,tokyo,158.192,158.492252,158.677748,157.891748,157.706252,158.41736419706106,158.32755,158.23773580293894,158.438,bearish,83.8862559241733,0.08878571428571393
10,2026-01-27 20:28:00+00:00,2026-01-27 20:24:00+00:00,4,2026-01-27 20:43:00+00:00,long,152.54649999999998,152.6865,152.55649999999997,154.29100000000003,tp1_then_trailing_stop,10.907142857143981,97.38846003969931,5,136312,7.814285714285672,28.0,2026-01-28,15.0,50040.65929613954,50138.04775617924,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.29100000000003,155.07180800000003,155.55419200000003,153.51019200000002,153.02780800000002,152.84652844041366,152.74125,152.63597155958635,152.659270391808,bearish,27.889447236180658,0.15628571428571345
9,2026-01-27 20:17:00+00:00,2026-01-27 20:13:00+00:00,4,2026-01-27 20:44:00+00:00,long,152.6735,152.68349999999998,152.68349999999998,154.29100000000003,tp1_then_be_stop,4.466071428571183,39.889229220874164,4,136426,7.932142857142768,28.0,2026-01-28,27.0,50138.04775617924,50177.93698540012,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.29100000000003,155.07180800000003,155.55419200000003,153.51019200000002,153.02780800000002,152.82498087192602,152.7518,152.678619128074,152.63,bullish,32.83582089551999,0.15864285714285536
