trade_id,entry_datetime,signal_datetime,confirmation_delay_candles,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,pnl_usd,confluence_score,position_size_units,position_units,partial_tp_pips,initial_sl_pips,regime_label,regime,confluence_combo,quality_label,size_mult_total,size_mult_regime,size_mult_quality,size_mult_hour,size_mult_dd,dd_tier,signal_strength_score,signal_strength_tier,entry_delay_type,mfe_pips,mae_pips,rejection_confirmed,divergence_present,inside_ir,quality_markers,sl_source,tp_source,distance_to_ir_boundary_pips,distance_to_midpoint_pips,distance_to_pivot_pips,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_middle,bb_lower,sar_value,sar_direction,rsi_m5,rsi_value,atr_m15,atr_value,hour_utc,day_of_week
2,2024-10-23 00:50:00+00:00,2024-10-23 00:50:00+00:00,0,2024-10-23 00:54:00+00:00,short,151.40700281775653,151.4330142884854,151.5946666666667,150.95166666666668,tp1_then_trailing_stop,-2.6011470728860786,-77.95281463239098,-77.95281463239098,6,453824,453824,22.88101510898457,18.76638489101765,neutral,neutral,ABDE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,9.198852927113421,6.80055986923378,False,False,False,,pivot,pivot,0.0,0.0,46.43333333333146,2024-10-23,4.0,100000.0,99922.04718536761,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.95166666666668,151.1781926666667,151.3181406666667,150.72514066666668,150.58519266666667,151.40043807752238,151.19819999999999,151.19819999999999,150.9959619224776,151.27413738091315,bullish,81.43939393939215,81.43939393939215,0.06164285714286726,0.06164285714286726,0,Wednesday
1,2024-10-23 00:45:00+00:00,2024-10-23 00:45:00+00:00,0,2024-10-23 01:13:00+00:00,short,151.29205082928564,151.54205082928564,151.54205082928564,150.95166666666668,sl,-25.0,-561.5718510756357,-561.5718510756357,4,340407,340407,11.385816261895343,25.0,neutral,neutral,AE,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.1090103999956682,31.47364226110767,False,False,False,,pivot,pivot,0.0,0.0,34.93333333333055,2024-10-23,28.0,99922.04718536761,99360.47533429197,TOKYO_MEANREV,tokyo_meanrev,tokyo,150.95166666666668,151.1781926666667,151.3181406666667,150.72514066666668,150.58519266666667,151.36408185944046,151.1808,151.1808,150.99751814055955,151.21163199999998,bullish,74.46808510638212,74.46808510638212,0.06164285714286726,0.06164285714286726,0,Wednesday
3,2024-10-24 00:02:00+00:00,2024-10-24 00:02:00+00:00,0,2024-10-24 00:17:00+00:00,long,152.65718885208267,152.66889039060842,152.40718885208267,153.129592,tp1_then_trailing_stop,1.170153852575595,26.157999572741904,26.157999572741904,3,341281,341281,47.24031479173334,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,9.770153852576868,8.332545872266905,False,False,False,,pivot,pivot_fallback,0.0,0.0,33.799999999999386,2024-10-24,15.0,99360.47533429197,99386.63333386471,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.306,153.129592,153.63840800000003,151.48240800000002,150.973592,152.83369340752387,152.72505,152.72505,152.61640659247615,152.7989016,bearish,38.6010362694324,38.6010362694324,0.0705714285714326,0.0705714285714326,0,Thursday
4,2024-10-24 00:07:00+00:00,2024-10-24 00:07:00+00:00,0,2024-10-24 00:17:00+00:00,long,152.67112757821673,152.66889039060842,152.42112757821673,153.129592,tp1_then_trailing_stop,-0.2237187608301383,-5.001550821510015,-5.001550821510015,3,341313,341313,45.84644217832761,25.0,neutral,neutral,B,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,8.376281239171135,4.223469386940337,False,False,False,,pivot,pivot_fallback,0.0,0.0,35.199999999997544,2024-10-24,10.0,99386.63333386471,99381.6317830432,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.306,153.129592,153.63840800000003,151.48240800000002,150.973592,152.8331153894759,152.71915,152.71915,152.60518461052413,152.75227217354703,bearish,34.651162790699374,34.651162790699374,0.0705714285714326,0.0705714285714326,0,Thursday
5,2024-10-24 00:21:00+00:00,2024-10-24 00:21:00+00:00,0,2024-10-24 01:20:00+00:00,long,152.62314639675137,152.63328917051751,152.37314639675137,153.129592,tp1_then_trailing_stop,1.0142773766148139,22.678575323738258,22.678575323738258,3,341278,341278,50.64456032486362,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,8.414277376616042,11.592572200635232,False,False,False,,pivot,pivot_fallback,0.0,0.0,30.400000000000205,2024-10-24,59.0,99381.6317830432,99404.31035836693,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.306,153.129592,153.63840800000003,151.48240800000002,150.973592,152.80677360635002,152.70430000000002,152.70430000000002,152.60182639365001,152.75859072,bearish,41.49659863945417,41.49659863945417,0.07950000000000403,0.07950000000000403,0,Thursday
6,2024-10-24 02:28:00+00:00,2024-10-24 02:28:00+00:00,0,2024-10-24 04:07:00+00:00,long,152.5408825091773,152.2908825091773,152.2908825091773,153.129592,sl,-25.0,-560.0663585021914,-560.0663585021914,3,341172,341172,58.87094908227084,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,3.238354846135394,26.873814899957438,False,False,False,,pivot,pivot_fallback,0.0,0.0,22.799999999998022,2024-10-24,99.0,99404.31035836693,98844.24399986473,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.306,153.129592,153.63840800000003,151.48240800000002,150.973592,152.76814842685303,152.65055,152.65055,152.532951573147,152.501,bullish,37.296037296036324,37.296037296036324,0.126499999999997,0.126499999999997,2,Thursday
7,2024-10-25 00:09:00+00:00,2024-10-25 00:09:00+00:00,0,2024-10-25 00:41:00+00:00,short,151.7723853606313,152.0223853606313,152.0223853606313,151.583658,sl,-25.0,-555.0827254803285,-555.0827254803285,3,337540,337540,18.872736063127604,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.0,27.01943644321716,False,False,False,,pivot,pivot_fallback,0.0,0.0,28.700000000000614,2024-10-25,32.0,98844.24399986473,98289.1612743844,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.073,152.562342,152.86465800000002,151.583658,151.281342,151.81662549011457,151.73055000000002,151.73055000000002,151.64447450988547,151.850353664,bearish,56.633380884449544,56.633380884449544,0.07735714285714071,0.07735714285714071,0,Friday
8,2024-10-25 00:14:00+00:00,2024-10-25 00:14:00+00:00,0,2024-10-25 00:51:00+00:00,short,151.8173043382455,152.0673043382455,152.0673043382455,151.583658,sl,-25.0,-555.0848051613058,-555.0848051613058,3,337641,337641,23.36463382454781,25.0,neutral,neutral,BC,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,0.7570532758563786,30.115106326195473,False,False,False,,pivot,pivot_fallback,0.0,0.0,24.200000000001864,2024-10-25,37.0,98289.1612743844,97734.0764692231,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.073,152.562342,152.86465800000002,151.583658,151.281342,151.82363827015902,151.73285,151.73285,151.642061729841,151.7645244,bullish,56.81818181818146,56.81818181818146,0.07735714285714071,0.07735714285714071,0,Friday
9,2024-10-25 01:53:00+00:00,2024-10-25 01:53:00+00:00,0,2024-10-25 05:08:00+00:00,long,151.83232421089872,151.58232421089872,151.58232421089872,152.073,sl,-25.0,-550.6595207226577,-550.6595207226577,3,333881,333881,24.067578910128873,25.0,neutral,neutral,B,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,6.783215962673239,27.254775160105282,False,False,False,,pivot,pivot,0.0,0.0,25.0,2024-10-25,195.0,97734.0764692231,97183.41694850044,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.073,152.562342,152.86465800000002,151.583658,151.281342,152.07270339791253,151.94504999999998,151.94504999999998,151.81739660208743,151.8935216668626,bearish,33.18181818181745,33.18181818181745,0.11185714285714303,0.11185714285714303,1,Friday
10,2024-10-25 01:58:00+00:00,2024-10-25 01:58:00+00:00,0,2024-10-25 05:08:00+00:00,long,151.84736796833383,151.59736796833383,151.59736796833383,152.073,sl,-25.0,-550.6592965218055,-550.6592965218055,4,333914,333914,22.563203166617996,25.0,neutral,neutral,CD,medium,0.75,1.0,0.75,1.0,1.0,full,0,weak,immediate,5.278840219162362,28.75915090361616,False,False,False,,pivot,pivot,0.0,0.0,23.500000000001364,2024-10-25,190.0,97183.41694850044,96632.75765197864,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.073,152.562342,152.86465800000002,151.583658,151.281342,152.07392068499323,151.94465,151.94465,151.81537931500677,151.797,bullish,24.827586206894082,24.827586206894082,0.11185714285714303,0.11185714285714303,1,Friday
