trade_id,entry_datetime,exit_datetime,direction,entry_price,exit_price,sl_price,tp_price,exit_reason,pips,usd,confluence_score,position_size_units,entry_session_day,duration_minutes,equity_before,equity_after,entry_regime,entry_signal_mode,entry_session,pivot_P,pivot_R1,pivot_R2,pivot_S1,pivot_S2,bb_upper,bb_mid,bb_lower,sar_value,sar_direction,rsi_m5,atr_m15
11,2026-01-19 23:25:00+00:00,2026-01-20 00:00:00+00:00,short,158.1705,158.1765,158.3705,157.906,session_close,-0.6000000000000227,-11.16522365838204,3,294346,2026-01-20,35.0,49625.18025676745,49614.01503310907,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.906,158.189062,158.363938,157.622938,157.44806200000002,158.1893851377096,158.1285,158.0676148622904,158.194,bearish,65.68627450979506,0.035571428571427886
12,2026-01-20 19:14:00+00:00,2026-01-21 00:00:00+00:00,short,158.13750000000002,158.2115,158.3375,157.906,session_close,-7.3999999999983865,-137.61409252801,4,294218,2026-01-21,286.0,49614.01503310907,49476.40094058106,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.906,158.189062,158.363938,157.622938,157.44806200000002,158.11991570689977,158.00125,157.88258429310022,158.152,bearish,78.18791946308276,0.09478571428571213
13,2026-01-21 23:51:00+00:00,2026-01-22 00:00:00+00:00,short,158.4065,158.4735,158.60649999999998,158.192,session_close,-6.700000000000728,-124.25652869408538,4,293901,2026-01-22,9.0,49476.40094058106,49352.14441188697,TOKYO_MEANREV,tokyo_meanrev,tokyo,158.192,158.492252,158.677748,157.891748,157.706252,158.38571785450245,158.3241,158.26248214549753,158.362,bullish,73.77049180327666,0.0589999999999975
14,2026-01-22 19:30:00+00:00,2026-01-23 00:00:00+00:00,short,158.41750000000002,158.5395,158.6175,158.192,session_close,-12.199999999998568,-225.61221651383917,4,293184,2026-01-23,270.0,49352.14441188697,49126.53219537313,TOKYO_MEANREV,tokyo_meanrev,tokyo,158.192,158.492252,158.677748,157.891748,157.706252,158.41736419706106,158.32755,158.23773580293894,158.438,bearish,83.8862559241733,0.08878571428571393
15,2026-01-27 15:20:00+00:00,2026-01-27 17:42:00+00:00,long,152.89249999999998,152.6925,152.6925,154.29100000000003,sl,-19.999999999998863,-368.9310214974331,4,281665,2026-01-28,142.0,49126.53219537313,48757.6011738757,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.29100000000003,155.07180800000003,155.55419200000003,153.51019200000002,153.02780800000002,153.40313659160057,153.16225000000003,152.9213634083995,153.014554624,bearish,34.692107545533275,0.2234999999999973
16,2026-01-27 20:13:00+00:00,2026-01-27 20:45:00+00:00,long,152.6925,152.4925,152.4925,154.29100000000003,sl,-19.999999999998863,-366.1609587356547,4,279184,2026-01-28,32.0,48757.6011738757,48391.44021514004,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.29100000000003,155.07180800000003,155.55419200000003,153.51019200000002,153.02780800000002,152.82498087192602,152.7518,152.678619128074,152.63,bullish,32.83582089551999,0.15864285714285536
17,2026-01-27 20:23:00+00:00,2026-01-27 20:46:00+00:00,long,152.5995,152.39950000000002,152.39950000000002,154.29100000000003,sl,-19.999999999998863,-366.1613063034775,5,279014,2026-01-28,23.0,48391.44021514004,48025.27890883657,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.29100000000003,155.07180800000003,155.55419200000003,153.51019200000002,153.02780800000002,152.84652844041366,152.74125,152.63597155958635,152.6703373824,bearish,27.889447236180658,0.15628571428571345
18,2026-02-02 15:05:00+00:00,2026-02-02 15:43:00+00:00,short,155.4755,155.6755,155.6755,154.14833333333334,sl,-19.999999999998863,-359.72648233021135,4,280003,2026-02-03,38.0,48025.27890883657,47665.55242650636,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.14833333333334,154.88673933333334,155.34292733333334,153.40992733333334,152.95373933333335,155.45886008107252,155.29915,155.13943991892748,155.30876551628802,bullish,67.89667896678847,0.14078571428571252
19,2026-02-02 18:22:00+00:00,2026-02-03 00:00:00+00:00,short,155.6585,155.51749999999998,155.8585,154.14833333333334,session_close,14.100000000001955,252.26005433475618,5,278233,2026-02-03,338.0,47665.55242650636,47917.812480841116,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.14833333333334,154.88673933333334,155.34292733333334,153.40992733333334,152.95373933333335,155.6875682574791,155.5381,155.38863174252086,155.744,bearish,81.02564102563859,0.13621428571428446
20,2026-02-04 19:13:00+00:00,2026-02-04 20:23:00+00:00,short,156.8305,156.9105,156.9105,155.7253333333333,sl,-8.00000000000125,-254.92239206430577,5,500000,2026-02-05,70.0,47917.812480841116,47662.89008877681,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.7253333333333,156.02749533333332,156.21417133333333,155.4231713333333,155.2364953333333,156.83819372545648,156.69695,156.5557062745435,156.74792354304,bullish,76.51245551601384,0.10007142857142728
21,2026-02-04 19:44:00+00:00,2026-02-05 00:00:00+00:00,short,156.8795,156.9415,156.95950000000002,155.7253333333333,session_close,-6.19999999999834,-197.52582968807934,4,500000,2026-02-05,256.0,47662.89008877681,47465.36425908873,TOKYO_MEANREV,tokyo_meanrev,tokyo,155.7253333333333,156.02749533333332,156.21417133333333,155.4231713333333,155.2364953333333,156.89147473460662,156.76780000000002,156.64412526539343,156.83676000000003,bullish,69.11764705882138,0.09442857142857163
22,2026-02-05 19:16:00+00:00,2026-02-05 21:00:00+00:00,short,156.88750000000002,157.0875,157.0875,156.50233333333333,sl,-19.999999999998863,-355.53688231079377,3,279252,2026-02-06,104.0,47465.36425908873,47109.82737677794,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.50233333333333,156.98327133333333,157.28039533333333,156.02139533333332,155.72427133333332,156.90475642927964,156.8474,156.79004357072034,156.84017123584,bullish,66.77740863787429,0.09071428571428644
23,2026-02-05 20:03:00+00:00,2026-02-05 21:12:00+00:00,short,156.8985,157.0985,157.0985,156.50233333333333,sl,-19.999999999998863,-355.53617634793983,3,279271,2026-02-06,69.0,47109.82737677794,46754.29120043,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.50233333333333,156.98327133333333,157.28039533333333,156.02139533333332,155.72427133333332,156.90123579292862,156.85725,156.81326420707137,156.912,bearish,66.5000000000039,0.0767857142857155
24,2026-02-08 22:04:00+00:00,2026-02-08 22:07:00+00:00,short,157.50650000000002,157.00866666666667,157.7065,157.00866666666667,tp1_then_tp2,35.229186036726745,619.2882825243114,5,276153,2026-02-09,3.0,46754.29120043,47373.579482954316,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.00866666666667,157.29975066666668,157.47958266666666,156.71758266666666,156.53775066666668,157.24132999772556,157.14785,157.05437000227445,157.213,bullish,71.48936170212622,0.05214285714285032
25,2026-02-09 18:00:00+00:00,2026-02-09 19:03:00+00:00,long,155.9675,155.8875,155.8875,157.00866666666667,sl,-8.00000000000125,-256.5953010985888,4,500000,2026-02-10,63.0,47373.579482954316,47116.984181855725,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.00866666666667,157.29975066666668,157.47958266666666,156.71758266666666,156.53775066666668,156.14005650424843,156.05165,155.96324349575156,156.02508126304,bearish,31.279620853084495,0.13885714285714
26,2026-02-09 19:33:00+00:00,2026-02-09 19:37:00+00:00,long,155.8015,155.7215,155.7215,157.00866666666667,sl,-8.00000000000125,-256.868833141257,5,500000,2026-02-10,4.0,47116.984181855725,46860.11534871447,TOKYO_MEANREV,tokyo_meanrev,tokyo,157.00866666666667,157.29975066666668,157.47958266666666,156.71758266666666,156.53775066666668,156.03105850396713,155.9336,155.8361414960329,155.89214719999998,bearish,26.515151515155836,0.09578571428571284
27,2026-02-10 20:02:00+00:00,2026-02-11 00:00:00+00:00,long,154.32649999999998,154.5015,154.17366666666666,156.36166666666668,session_close,17.500000000001137,401.9682656802946,5,354884,2026-02-11,238.0,46860.11534871447,47262.08361439477,TOKYO_MEANREV,tokyo_meanrev,tokyo,156.36166666666668,157.1783826666667,157.68295066666667,155.54495066666667,155.0403826666667,154.59810381129282,154.46855,154.33899618870717,154.3,bullish,28.354978354979067,0.09999999999999838
28,2026-02-12 20:54:00+00:00,2026-02-13 00:00:00+00:00,long,152.76749999999998,152.8425,152.5675,153.49133333333336,session_close,7.500000000001705,132.85931596254062,4,270754,2026-02-13,186.0,47262.08361439477,47394.942930357305,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.49133333333336,154.29506133333336,154.79160533333334,152.68760533333335,152.19106133333338,153.0019763952409,152.90005000000002,152.79812360475916,152.725,bullish,18.208092485552243,0.10414285714286109
29,2026-02-12 21:04:00+00:00,2026-02-13 00:00:00+00:00,long,152.7125,152.8425,152.51250000000002,153.49133333333336,session_close,12.999999999999545,230.20612722245951,4,270656,2026-02-13,176.0,47394.942930357305,47625.149057579765,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.49133333333336,154.29506133333336,154.79160533333334,152.68760533333335,152.19106133333338,153.0210099132978,152.88230000000001,152.74359008670223,152.76453669823283,bearish,20.105820105823597,0.10000000000000446
30,2026-02-16 15:56:00+00:00,2026-02-16 23:09:00+00:00,short,153.42950000000002,153.6295,153.6295,152.99166666666667,sl,-19.999999999998863,-356.72315538354866,4,274016,2026-02-17,433.0,47625.149057579765,47268.42590219621,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.99166666666667,153.40117066666667,153.65416266666668,152.58216266666668,152.32917066666667,153.46214595157736,153.35809999999998,153.2540540484226,153.48,bearish,70.64220183486367,0.07185714285714084
31,2026-02-16 21:47:00+00:00,2026-02-16 23:51:00+00:00,short,153.5285,153.7041626666667,153.7041626666667,152.99166666666667,sl,-17.566266666668184,-356.77984246658315,4,312181,2026-02-17,124.0,47268.42590219621,46911.64605972963,TOKYO_MEANREV,tokyo_meanrev,tokyo,152.99166666666667,153.40117066666667,153.65416266666668,152.58216266666668,152.32917066666667,153.53384172539984,153.49155000000002,153.4492582746002,153.50241122559999,bullish,71.94244604316194,0.0303571428571457
32,2026-02-17 15:16:00+00:00,2026-02-17 15:34:00+00:00,short,153.6035,153.80349999999999,153.80349999999999,153.26333333333332,sl,-19.999999999998863,-351.3795199718923,4,270217,2026-02-18,18.0,46911.64605972963,46560.26653975774,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.26333333333332,153.6476253333333,153.88504133333333,152.87904133333333,152.6416253333333,153.61656999431787,153.40875,153.20093000568212,153.53289920000003,bullish,74.43609022555952,0.11857142857142224
33,2026-02-17 15:29:00+00:00,2026-02-17 15:37:00+00:00,short,153.6985,153.89849999999998,153.89849999999998,153.26333333333332,sl,-19.999999999998863,-351.3796430764233,4,270384,2026-02-18,8.0,46560.26653975774,46208.88689668131,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.26333333333332,153.6476253333333,153.88504133333333,152.87904133333333,152.6416253333333,153.66703981123288,153.451,153.2349601887671,153.711,bearish,78.6163522012551,0.11857142857142224
34,2026-02-18 17:37:00+00:00,2026-02-18 17:50:00+00:00,short,154.5285,154.60850000000002,154.60850000000002,153.30866666666665,sl,-8.00000000000125,-258.71798769153213,4,500000,2026-02-19,13.0,46208.88689668131,45950.16890898978,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.30866666666665,153.77738066666666,154.06695266666665,152.83995266666665,152.55038066666665,154.53761450616008,154.39870000000002,154.25978549383996,154.46064985343997,bullish,67.54617414248456,0.12242857142857133
35,2026-02-18 17:47:00+00:00,2026-02-18 18:10:00+00:00,short,154.56050000000002,154.64050000000003,154.64050000000003,153.30866666666665,sl,-8.00000000000125,-258.66445077457877,5,500000,2026-02-19,23.0,45950.16890898978,45691.5044582152,TOKYO_MEANREV,tokyo_meanrev,tokyo,153.30866666666665,153.77738066666666,154.06695266666665,152.83995266666665,152.55038066666665,154.55288649114624,154.4252,154.29751350885374,154.5973072,bearish,78.59154929578047,0.12214285714285568
36,2026-02-19 19:44:00+00:00,2026-02-20 00:00:00+00:00,short,155.0585,155.1615,155.2585,154.25633333333334,session_close,-10.299999999998022,-176.36621197909756,3,265682,2026-02-20,256.0,45691.5044582152,45515.1382462361,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.25633333333334,154.94507933333335,155.37058733333333,153.56758733333334,153.14207933333336,155.05343148903725,154.9221,154.79076851096275,155.134,bearish,66.8803418803429,0.08235714285714225
37,2026-02-19 23:49:00+00:00,2026-02-20 00:00:00+00:00,short,155.1865,155.1615,155.38649999999998,154.963,session_close,2.5000000000005684,42.84261881975562,4,265901,2026-02-20,11.0,45515.1382462361,45557.980865055855,TOKYO_MEANREV,tokyo_meanrev,tokyo,154.963,155.2686,155.45739999999998,154.6574,154.4686,155.12920426152718,154.97549999999998,154.8217957384728,155.202,bearish,86.84210526316124,0.06935714285714312
