trade_id,entry_datetime,exit_datetime,direction,entry_type,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,pnl_usd,usd,position_units,entry_level_name,entry_level_tier,entry_level_price,zone_distance_at_entry_pips,confirmation_signals_present,confluence_count,ib_classification,session_phase_at_entry,rsi_at_entry,vwap_at_entry,breakout_candle_body_pct,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,day_of_week,hour_utc,partial_close_executed,structural_stop_triggered,duration_min,is_win,month,dow,equity_after,drawdown_usd,drawdown_pct
39,2025-07-24 06:20:00+00:00,2025-07-24 06:30:00+00:00,short,2,146.20623655245222,146.26623655245223,146.26623655245223,146.1262365524522,,SL_Hit_PipBased,-6.000000000000227,-205.10543449474002,-205.10543449474002,500000,IB_Low_Retest,1,146.268,5.400000000000205,PTS_alignment,1,wide,Afternoon_Trading,56.557377049180836,146.09352055993,0.5599999999999886,3.0708702685188882,7.9237588307222495,8.0,10.0,Thursday,6,n,n,10.0,False,2025-07,Thursday,95724.15953885918,4127.481565256792,4.1336141495691985
41,2025-07-29 04:10:00+00:00,2025-07-29 04:16:00+00:00,short,1,148.34875271847932,148.42875271847933,148.42875271847933,148.14875271847933,148.00400000000002,SL_Hit_PipBased,-8.00000000000125,-269.489564975818,-269.489564975818,500000,IB_Low,1,148.43,7.400000000001228,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,39.79166666666508,148.4709096945551,0.6538461538460908,0.0,8.84346975291237,,6.0,Tuesday,4,n,n,6.0,False,2025-07,Tuesday,95454.66997388337,4396.971130232603,4.403504120325726
40,2025-07-29 04:05:00+00:00,2025-07-29 04:18:00+00:00,short,1,148.38170645554655,148.46170645554656,148.46170645554656,148.18170645554656,148.00400000000002,SL_Hit_PipBased,-8.00000000000125,-269.42974693601093,-269.42974693601093,500000,IB_Low,1,148.43,4.099999999999682,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,39.79166666666508,148.47293631436315,0.4193548387088493,3.0429959539588936,8.346409015038603,2.0,13.0,Tuesday,4,n,n,13.0,False,2025-07,Tuesday,95185.24022694735,4666.40087716862,4.673334184165219
42,2025-07-29 04:50:00+00:00,2025-07-29 05:03:00+00:00,short,2,148.35035705856794,148.41035705856794,148.41035705856794,148.27035705856792,,SL_Hit_PipBased,-6.000000000000227,-202.14222642266188,-202.14222642266188,500000,IB_Low_Retest,1,148.43,7.200000000000273,VWAP_support,0,wide,Afternoon_Trading,43.324937027705985,148.46460137457044,0.9634146341461766,1.0676977062274773,6.777673312603838,1.0,13.0,Tuesday,4,n,n,13.0,False,2025-07,Tuesday,94983.0980005247,4868.543103591277,4.875776752146532
43,2025-07-29 05:05:00+00:00,2025-07-29 05:22:00+00:00,short,2,148.33779797502004,148.25779797502003,148.39779797502004,148.25779797502003,,Full_TP,8.00000000000125,269.80031098766125,269.80031098766125,500000,IB_Low_Retest,1,148.43,8.400000000000318,"VWAP_support,RSI_momentum",0,wide,Afternoon_Trading,36.64302600472735,148.45950326797384,0.08219178082191247,9.526607055471459,2.66013163843013,17.0,17.0,Tuesday,5,n,n,17.0,True,2025-07,Tuesday,95252.89831151236,4598.742792603618,4.605575573673825
44,2025-07-29 05:30:00+00:00,2025-07-29 05:50:00+00:00,short,1,148.21849648146065,148.29849648146066,148.29849648146066,148.14600000000002,148.00400000000002,SL_Hit_PipBased,-8.00000000000125,-269.7262679598832,-269.7262679598832,500000,IB_Low,1,148.43,20.300000000000296,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,29.34648581997358,148.4458781470292,0.6842105263158682,1.4129034520180994,8.566589795196933,9.0,20.0,Tuesday,5,n,n,20.0,False,2025-07,Tuesday,94983.17204355248,4868.469060563497,4.87570259910612
45,2025-07-29 05:35:00+00:00,2025-07-29 06:12:00+00:00,short,1,148.2315626157088,148.21109982398485,148.31156261570882,148.14600000000002,148.00400000000002,Trailing_Stop,2.0462791723957707,69.03258847771615,69.03258847771615,500000,IB_Low,1,148.43,18.999999999999773,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,29.34648581997358,148.44282638888888,0.4230769230770492,6.446279172396885,7.456909921492638,36.0,37.0,Tuesday,5,n,n,37.0,True,2025-07,Tuesday,95052.20463203019,4799.436472085785,4.8065674424733595
46,2025-07-31 02:00:00+00:00,2025-07-31 02:15:00+00:00,short,1,148.94536959838035,148.93836364548912,149.02536959838037,148.89536959838034,148.86399999999998,TP1_partial_plus_trail_final,3.280238115650036,110.14973897921229,110.14973897921229,500000,IB_Low,1,149.182,22.799999999998022,"VWAP_support,RSI_momentum",2,wide,Active_Trading,28.414755732801652,149.25116253443525,0.9516129032258027,7.897475426645428,3.9207176855569514,10.0,15.0,Thursday,2,y,n,15.0,True,2025-07,Thursday,95162.3543710094,4689.286733106579,4.696254043753801
47,2025-07-31 02:10:00+00:00,2025-07-31 02:26:00+00:00,short,1,148.8816051558861,148.9616051558861,148.9616051558861,148.83160515588608,148.8216051558861,SL_Hit_PipBased,-8.00000000000125,-268.5255704525126,-268.5255704525126,500000,IB_Low,1,149.182,29.20000000000016,"VWAP_support,RSI_momentum",2,wide,Active_Trading,28.414755732801652,149.22620610687025,0.6893203883497128,0.0,8.22411719081515,,16.0,Thursday,2,n,n,16.0,False,2025-07,Thursday,94893.82880055688,4957.812303559098,4.965178587690466
48,2025-07-31 02:15:00+00:00,2025-07-31 02:52:00+00:00,short,1,148.92576982640588,148.86399999999998,149.0057698264059,148.87576982640587,148.86399999999998,TP1_partial_plus_TP2_final,5.470793056236971,183.74341285066225,183.74341285066225,500000,IB_Low,1,149.182,24.799999999999045,"VWAP_support,RSI_momentum",2,wide,Active_Trading,28.217821782178135,149.21432352941179,0.7017543859645711,9.130545768388743,5.174185994229674,37.0,37.0,Thursday,2,y,n,37.0,True,2025-07,Thursday,95077.57221340753,4774.06889070844,4.781162170114447
49,2025-07-31 02:20:00+00:00,2025-07-31 02:52:00+00:00,short,1,148.90594693210895,148.84594693210894,148.98594693210896,148.85594693210894,148.84594693210894,TP1_partial_plus_TP2_final,5.400000000000773,181.38883100847593,181.38883100847593,500000,IB_Low,1,149.182,26.800000000000068,"VWAP_support,RSI_momentum",2,wide,Active_Trading,28.217821782178135,149.2035508274232,0.41176470588251685,7.1482563386950915,7.156475423923325,32.0,32.0,Thursday,2,y,n,32.0,True,2025-07,Thursday,95258.961044416,4592.680059699967,4.599503832802457
51,2025-08-06 01:25:00+00:00,2025-08-06 01:31:00+00:00,long,1,147.70643330798288,147.62643330798286,147.62643330798286,147.79600000000002,147.88300000000004,SL_Hit_PipBased,-8.00000000000125,-270.9541855323227,-270.9541855323227,500000,IB_High,1,147.622,7.599999999999341,"VWAP_support,PTS_alignment",2,normal,Active_Trading,53.06859205776291,147.56414341085272,0.5312500000003747,1.5179161371776217,8.17466556178772,2.0,6.0,Wednesday,1,n,n,6.0,False,2025-08,Wednesday,94988.00685888369,4863.634245232286,4.870860600238851
50,2025-08-06 01:20:00+00:00,2025-08-06 01:37:00+00:00,long,1,147.6725664884738,147.59256648847378,147.59256648847378,147.79600000000002,147.88300000000004,SL_Hit_PipBased,-8.00000000000125,-271.01635910051095,-271.01635910051095,500000,IB_High,1,147.622,4.199999999997317,"VWAP_support,PTS_alignment",2,normal,Active_Trading,53.06859205776291,147.55786008230453,0.8235294117643781,4.904598088086232,8.282118144893502,7.0,17.0,Wednesday,1,n,n,17.0,False,2025-08,Wednesday,94716.99049978318,5134.650604332797,5.142279633620506
52,2025-08-06 01:30:00+00:00,2025-08-06 01:37:00+00:00,long,1,147.67232949962656,147.59232949962654,147.59232949962654,147.79600000000002,147.88300000000004,SL_Hit_PipBased,-8.00000000000125,-271.0167942711919,-271.0167942711919,500000,IB_High,1,147.622,4.199999999997317,"VWAP_support,RSI_momentum,PTS_alignment",3,normal,Active_Trading,58.131487889271604,147.571315018315,0.42307692307710526,0.0,8.258419260170058,,7.0,Wednesday,1,n,n,7.0,False,2025-08,Wednesday,94445.97370551199,5405.667398603982,5.413699102819409
