trade_id,entry_datetime,exit_datetime,equity_after
1,2024-10-24 03:45:00+00:00,2024-10-24 04:04:00+00:00,100125.52709910815
2,2024-10-24 04:15:00+00:00,2024-10-24 04:47:00+00:00,100374.2383472948
3,2024-10-24 04:25:00+00:00,2024-10-24 04:47:00+00:00,100608.53546584133
4,2024-10-30 03:40:00+00:00,2024-10-30 03:43:00+00:00,100347.63549917091
5,2024-10-30 04:05:00+00:00,2024-10-30 04:10:00+00:00,100151.95798122618
7,2024-10-30 04:35:00+00:00,2024-10-30 04:50:00+00:00,99926.7633374486
6,2024-10-30 04:30:00+00:00,2024-10-30 04:53:00+00:00,99701.56854335993
8,2024-10-30 05:20:00+00:00,2024-10-30 05:25:00+00:00,99505.8538579458
9,2024-10-30 06:15:00+00:00,2024-10-30 06:26:00+00:00,99245.01238810488
10,2024-10-30 06:20:00+00:00,2024-10-30 06:32:00+00:00,98984.12826653737
11,2024-10-30 06:25:00+00:00,2024-10-30 06:34:00+00:00,98723.20150621429
12,2024-11-01 01:40:00+00:00,2024-11-01 01:53:00+00:00,98460.3505583238
13,2024-11-01 01:50:00+00:00,2024-11-01 01:57:00+00:00,98197.4425594287
14,2024-11-01 02:20:00+00:00,2024-11-01 02:28:00+00:00,98000.33523566976
15,2024-11-01 04:00:00+00:00,2024-11-01 04:22:00+00:00,98129.78567482451
16,2024-11-01 04:10:00+00:00,2024-11-01 05:13:00+00:00,97867.34383802235
17,2024-11-04 01:25:00+00:00,2024-11-04 01:30:00+00:00,97828.49778654566
18,2024-11-04 01:30:00+00:00,2024-11-04 01:33:00+00:00,97565.19884668889
19,2024-11-04 01:50:00+00:00,2024-11-04 01:52:00+00:00,97752.02958956297
21,2024-11-05 04:10:00+00:00,2024-11-05 04:30:00+00:00,97839.3162168329
23,2024-11-05 04:35:00+00:00,2024-11-05 05:09:00+00:00,97919.86807354516
20,2024-11-05 04:05:00+00:00,2024-11-05 05:14:00+00:00,98013.20729502843
22,2024-11-05 04:15:00+00:00,2024-11-05 05:15:00+00:00,98095.7892821092
24,2024-11-05 05:15:00+00:00,2024-11-05 05:38:00+00:00,97833.38604363032
25,2024-11-05 05:25:00+00:00,2024-11-05 05:38:00+00:00,97570.96060928292
26,2024-11-05 05:55:00+00:00,2024-11-05 06:04:00+00:00,97374.07953616616
27,2024-11-05 06:15:00+00:00,2024-11-05 06:29:00+00:00,97396.19864768852
28,2024-11-08 01:30:00+00:00,2024-11-08 01:36:00+00:00,97135.24380763104
29,2024-11-08 03:30:00+00:00,2024-11-08 03:34:00+00:00,97115.4871279699
30,2024-11-08 03:50:00+00:00,2024-11-08 04:14:00+00:00,97268.5139170923
31,2024-11-11 02:00:00+00:00,2024-11-11 02:05:00+00:00,97007.32068282788
32,2024-11-11 03:35:00+00:00,2024-11-11 04:05:00+00:00,97187.11103235683
33,2024-11-13 02:00:00+00:00,2024-11-13 02:03:00+00:00,96928.43099605094
35,2024-11-13 03:35:00+00:00,2024-11-13 03:45:00+00:00,97037.44012647739
34,2024-11-13 03:30:00+00:00,2024-11-13 03:47:00+00:00,97146.44937367675
36,2024-11-27 01:20:00+00:00,2024-11-27 01:27:00+00:00,96884.62469618239
37,2024-11-27 01:30:00+00:00,2024-11-27 01:35:00+00:00,96920.52378962189
38,2024-11-27 01:35:00+00:00,2024-11-27 01:47:00+00:00,96919.96911053504
39,2024-11-27 02:25:00+00:00,2024-11-27 02:27:00+00:00,96723.56753468368
40,2024-11-27 03:30:00+00:00,2024-11-27 03:33:00+00:00,96874.15509976895
41,2024-11-27 03:35:00+00:00,2024-11-27 03:51:00+00:00,96611.89084283554
42,2024-11-27 03:50:00+00:00,2024-11-27 04:03:00+00:00,96763.72193087354
43,2024-12-09 06:15:00+00:00,2024-12-09 06:19:00+00:00,96937.32308226965
44,2024-12-09 06:20:00+00:00,2024-12-09 06:30:00+00:00,96670.85361851279
45,2024-12-09 06:25:00+00:00,2024-12-09 06:37:00+00:00,96404.31501821535
46,2024-12-09 07:40:00+00:00,2024-12-09 07:51:00+00:00,96524.78032016453
47,2024-12-10 02:05:00+00:00,2024-12-10 02:37:00+00:00,96513.41546469882
48,2024-12-10 02:25:00+00:00,2024-12-10 02:44:00+00:00,96605.07806290929
50,2024-12-10 03:55:00+00:00,2024-12-10 04:08:00+00:00,96654.09362136209
49,2024-12-10 03:40:00+00:00,2024-12-10 04:11:00+00:00,96918.99688018044
51,2024-12-10 04:20:00+00:00,2024-12-10 04:31:00+00:00,97247.18835581304
52,2024-12-10 05:35:00+00:00,2024-12-10 05:45:00+00:00,97511.84610346722
53,2024-12-11 02:05:00+00:00,2024-12-11 02:30:00+00:00,97711.09962550431
54,2024-12-11 02:20:00+00:00,2024-12-11 02:30:00+00:00,97705.33828836464
55,2024-12-11 02:25:00+00:00,2024-12-11 02:46:00+00:00,97441.5384361572
56,2024-12-11 03:50:00+00:00,2024-12-11 04:13:00+00:00,97599.85870236873
57,2024-12-11 05:50:00+00:00,2024-12-11 05:58:00+00:00,97402.17422886202
58,2024-12-11 06:00:00+00:00,2024-12-11 06:09:00+00:00,97072.47410575223
59,2024-12-12 01:15:00+00:00,2024-12-12 01:27:00+00:00,97062.66834864164
60,2024-12-12 01:25:00+00:00,2024-12-12 01:29:00+00:00,96799.63330383996
61,2024-12-12 01:50:00+00:00,2024-12-12 01:57:00+00:00,96857.47314300139
62,2024-12-12 03:30:00+00:00,2024-12-12 03:37:00+00:00,97009.95333623624
63,2024-12-12 03:35:00+00:00,2024-12-12 03:43:00+00:00,97162.43362015324
64,2024-12-18 04:35:00+00:00,2024-12-18 04:41:00+00:00,97187.94387660983
65,2024-12-18 04:40:00+00:00,2024-12-18 04:53:00+00:00,97288.15890933179
67,2024-12-18 04:50:00+00:00,2024-12-18 04:54:00+00:00,97027.48236377732
68,2024-12-18 04:55:00+00:00,2024-12-18 05:55:00+00:00,97167.36036797066
66,2024-12-18 04:45:00+00:00,2024-12-18 06:00:00+00:00,97241.45944873328
69,2024-12-18 05:10:00+00:00,2024-12-18 06:00:00+00:00,97283.96317744754
70,2024-12-24 03:35:00+00:00,2024-12-24 04:30:00+00:00,97565.48860085596
71,2024-12-24 03:50:00+00:00,2024-12-24 04:30:00+00:00,97901.09711953047
72,2024-12-24 04:00:00+00:00,2024-12-24 04:30:00+00:00,98173.59222119793
73,2024-12-24 05:30:00+00:00,2024-12-24 05:33:00+00:00,97918.82543915184
75,2024-12-26 01:30:00+00:00,2024-12-26 01:50:00+00:00,97664.6655587155
76,2024-12-26 01:55:00+00:00,2024-12-26 02:09:00+00:00,97474.0277464388
78,2024-12-26 02:25:00+00:00,2024-12-26 02:38:00+00:00,97219.89288574408
74,2024-12-26 01:25:00+00:00,2024-12-26 03:15:00+00:00,97003.94173514094
77,2024-12-26 02:00:00+00:00,2024-12-26 03:15:00+00:00,96772.10967064368
79,2024-12-26 03:30:00+00:00,2024-12-26 03:51:00+00:00,96581.45506234754
80,2024-12-26 04:15:00+00:00,2024-12-26 04:44:00+00:00,96327.26719330481
81,2024-12-26 04:20:00+00:00,2024-12-26 04:44:00+00:00,96073.06642649915
82,2024-12-27 02:10:00+00:00,2024-12-27 02:23:00+00:00,96115.07333991172
83,2024-12-27 02:15:00+00:00,2024-12-27 02:31:00+00:00,95861.27043187847
84,2024-12-27 02:25:00+00:00,2024-12-27 02:31:00+00:00,95607.53522604659
85,2024-12-27 03:30:00+00:00,2024-12-27 03:34:00+00:00,95417.24681147179
86,2024-12-27 03:40:00+00:00,2024-12-27 03:57:00+00:00,95226.9894504607
87,2024-12-27 04:35:00+00:00,2024-12-27 05:35:00+00:00,94991.87746239665
88,2024-12-27 05:40:00+00:00,2024-12-27 06:48:00+00:00,95131.33275136731
89,2024-12-27 05:45:00+00:00,2024-12-27 06:48:00+00:00,95303.98550913882
90,2025-01-03 03:50:00+00:00,2025-01-03 03:58:00+00:00,95049.82045082144
91,2025-01-03 04:20:00+00:00,2025-01-03 05:00:00+00:00,95156.78543321026
92,2025-01-03 04:45:00+00:00,2025-01-03 05:00:00+00:00,95263.7504571894
93,2025-01-09 02:20:00+00:00,2025-01-09 02:28:00+00:00,95010.72314846769
94,2025-01-09 03:50:00+00:00,2025-01-09 04:01:00+00:00,95197.46537196204
95,2025-01-09 03:55:00+00:00,2025-01-09 04:01:00+00:00,95289.54988261999
96,2025-01-09 04:05:00+00:00,2025-01-09 04:28:00+00:00,95426.39659955735
97,2025-01-09 04:15:00+00:00,2025-01-09 04:28:00+00:00,95551.7732958833
98,2025-01-09 04:20:00+00:00,2025-01-09 04:42:00+00:00,95298.40903631183
99,2025-01-09 05:15:00+00:00,2025-01-09 05:26:00+00:00,95329.38369383251
100,2025-01-09 05:40:00+00:00,2025-01-09 05:51:00+00:00,95114.75701437223
101,2025-01-10 04:05:00+00:00,2025-01-10 05:08:00+00:00,95411.12303845563
102,2025-01-10 04:10:00+00:00,2025-01-10 05:13:00+00:00,95518.14954388626
103,2025-01-10 04:20:00+00:00,2025-01-10 05:13:00+00:00,95674.65328526785
104,2025-01-10 05:10:00+00:00,2025-01-10 06:42:00+00:00,95421.99197597106
