trade_id,entry_datetime,exit_datetime,direction,entry_type,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,pnl_usd,usd,position_units,entry_level_name,entry_level_tier,entry_level_price,zone_distance_at_entry_pips,confirmation_signals_present,confluence_count,ib_classification,session_phase_at_entry,rsi_at_entry,vwap_at_entry,breakout_candle_body_pct,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,day_of_week,hour_utc,partial_close_executed,structural_stop_triggered,duration_min,is_win,month,dow,equity_after,drawdown_usd,drawdown_pct
1,2023-06-23 01:15:00+00:00,2023-06-23 01:40:00+00:00,short,1,142.89570811701103,142.8838958270632,142.97570811701104,142.74299999999997,142.63949999999994,Trailing_Stop,1.181228994781236,41.335273927962945,41.335273927962945,500000,IB_Low,1,142.95,4.599999999999227,"VWAP_support,RSI_momentum",2,wide,Active_Trading,36.21262458471861,143.053,0.4337349397590609,6.481228994780963,7.968057985496557,25.0,25.0,Friday,1,n,n,25.0,True,2023-06,Friday,100041.33527392797,0.0,0.0
2,2023-06-23 01:40:00+00:00,2023-06-23 01:41:00+00:00,short,2,142.8261041729368,142.8861041729368,142.8861041729368,142.74610417293678,,SL_Hit_PipBased,-6.000000000000227,-209.9574354948594,-209.9574354948594,500000,IB_Low_Retest,1,142.95,11.499999999998067,VWAP_support,1,wide,Active_Trading,37.35725938009836,143.0197590759076,0.8018867924526785,0.0,6.982618692956066,,1.0,Friday,1,n,n,1.0,False,2023-06,Friday,99831.37783843311,209.95743549485633,0.20987068487236982
3,2023-06-23 01:45:00+00:00,2023-06-23 01:59:00+00:00,short,1,142.86493535204633,142.94493535204634,142.94493535204634,142.74299999999997,142.63949999999994,SL_Hit_PipBased,-8.00000000000125,-279.8280323922902,-279.8280323922902,500000,IB_Low,1,142.95,7.599999999999341,"VWAP_support,RSI_momentum",2,wide,Active_Trading,36.464968152865886,143.01309748427673,0.5833333333332544,4.374808230861049,8.246987433940944,4.0,14.0,Friday,1,n,n,14.0,False,2023-06,Friday,99551.54980604081,489.78546788715175,0.48958309737274774
4,2023-06-23 01:55:00+00:00,2023-06-23 02:07:00+00:00,short,1,142.8866641310596,142.96666413105962,142.96666413105962,142.74299999999997,142.63949999999994,SL_Hit_PipBased,-8.00000000000125,-279.78550274725353,-279.78550274725353,500000,IB_Low,1,142.95,5.400000000000205,"VWAP_support,RSI_momentum",2,wide,Active_Trading,36.464968152865886,143.00024137931032,0.6,0.0,9.68025145029685,,12.0,Friday,1,n,n,12.0,False,2023-06,Friday,99271.76430329356,769.570970634406,0.769252997800566
6,2023-06-23 03:35:00+00:00,2023-06-23 03:38:00+00:00,long,3,143.03261537799182,143.08261537799183,142.93261537799182,143.08261537799183,,Full_TP,5.000000000001137,111.64144545306274,111.64144545306274,319479,IB_FailedBreak_Rev_Long,1,142.95,7.400000000001228,"VWAP_support,PTS_alignment",2,wide,Afternoon_Trading,47.93893129770877,143.00859413580247,0.1724137931033131,5.47925359809085,2.3224687985702985,3.0,3.0,Friday,3,n,n,3.0,True,2023-06,Friday,99383.40574874662,657.9295251813455,0.6576576805775705
5,2023-06-23 03:30:00+00:00,2023-06-23 03:55:00+00:00,long,3,143.0436180418544,143.0936180418544,142.9436180418544,143.0936180418544,,Full_TP,5.000000000001137,111.64159672956862,111.64159672956862,319504,IB_FailedBreak_Rev_Long,1,142.95,8.500000000000796,"VWAP_support,PTS_alignment",2,wide,Afternoon_Trading,47.93893129770877,143.008224328594,0.35999999999936333,5.1107756518035785,6.424015825714946,25.0,25.0,Friday,3,n,n,25.0,True,2023-06,Friday,99495.04734547618,546.287928451784,0.5460622121405786
7,2023-06-27 01:55:00+00:00,2023-06-27 01:58:00+00:00,short,1,143.29166871981684,143.37166871981685,143.37166871981685,143.14999999999998,143.04449999999997,SL_Hit_PipBased,-8.00000000000125,-278.9951484639269,-278.9951484639269,500000,IB_Low,1,143.361,6.000000000000227,"VWAP_support,RSI_momentum",2,wide,Active_Trading,40.12605042016867,143.42927586206895,0.4909090909095607,0.0,9.159342564629469,,3.0,Tuesday,1,n,n,3.0,False,2023-06,Tuesday,99216.05219701225,825.2830769157154,0.8249420848451976
8,2023-06-27 03:35:00+00:00,2023-06-27 03:51:00+00:00,short,2,143.35303480433205,143.41303480433206,143.41303480433206,143.27303480433204,,SL_Hit_PipBased,-6.000000000000227,-209.18600628549652,-209.18600628549652,500000,IB_Low_Retest,1,143.361,0.09999999999763531,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,40.1162790697669,143.4150462962963,0.916666666666272,0.3095735715135106,7.374179158261995,2.0,16.0,Tuesday,3,n,n,16.0,False,2023-06,Tuesday,99006.86619072675,1034.469083201213,1.034041659248833
9,2023-06-27 03:45:00+00:00,2023-06-27 04:11:00+00:00,long,3,143.40683232595453,143.4665,143.30683232595453,143.4665,,Full_TP,5.966767404547113,133.14404986911163,133.14404986911163,320135,IB_FailedBreak_Rev_Long,1,143.361,3.900000000001569,PTS_alignment,0,wide,Afternoon_Trading,46.61190965092531,143.41345280235987,0.6111111111116374,6.617847248136854,2.762336444789071,26.0,26.0,Tuesday,3,n,n,26.0,True,2023-06,Tuesday,99140.01024059586,901.3250333321048,0.9009526220977995
10,2023-06-27 03:50:00+00:00,2023-06-27 04:11:00+00:00,long,3,143.40578321493606,143.4665,143.30578321493607,143.4665,,Full_TP,6.071678506393141,135.48421793848428,135.48421793848428,320133,IB_FailedBreak_Rev_Long,1,143.361,3.8000000000010914,PTS_alignment,1,wide,Afternoon_Trading,46.61190965092531,143.41303463203462,0.17647058823450737,6.7227583499828825,1.1559810850741314,21.0,21.0,Tuesday,3,n,n,21.0,True,2023-06,Tuesday,99275.49445853435,765.840815393618,0.7655243837925919
