trade_id,entry_datetime,exit_datetime,equity_after
1,2023-06-23 01:15:00+00:00,2023-06-23 01:40:00+00:00,100041.33527392797
2,2023-06-23 01:40:00+00:00,2023-06-23 01:41:00+00:00,99831.37783843311
3,2023-06-23 01:45:00+00:00,2023-06-23 01:59:00+00:00,99551.54980604081
4,2023-06-23 01:55:00+00:00,2023-06-23 02:07:00+00:00,99271.76430329356
6,2023-06-23 03:35:00+00:00,2023-06-23 03:38:00+00:00,99383.40574874662
5,2023-06-23 03:30:00+00:00,2023-06-23 03:55:00+00:00,99495.04734547618
7,2023-06-27 01:55:00+00:00,2023-06-27 01:58:00+00:00,99216.05219701225
8,2023-06-27 03:35:00+00:00,2023-06-27 03:51:00+00:00,99006.86619072675
9,2023-06-27 03:45:00+00:00,2023-06-27 04:11:00+00:00,99140.01024059586
10,2023-06-27 03:50:00+00:00,2023-06-27 04:11:00+00:00,99275.49445853435
11,2023-06-28 02:15:00+00:00,2023-06-28 02:35:00+00:00,99386.34545605138
12,2023-06-28 02:25:00+00:00,2023-06-28 02:48:00+00:00,99386.50365228468
15,2023-06-28 03:40:00+00:00,2023-06-28 03:45:00+00:00,99352.92699479425
13,2023-06-28 03:30:00+00:00,2023-06-28 03:55:00+00:00,99005.64539051466
14,2023-06-28 03:35:00+00:00,2023-06-28 03:55:00+00:00,98658.33516812336
16,2023-06-28 03:50:00+00:00,2023-06-28 04:01:00+00:00,98850.87790393755
17,2023-06-28 04:25:00+00:00,2023-06-28 04:37:00+00:00,98894.92761851691
18,2023-06-28 04:35:00+00:00,2023-06-28 05:21:00+00:00,98617.01718506154
19,2023-06-29 01:25:00+00:00,2023-06-29 01:30:00+00:00,98339.64631614633
21,2023-06-29 03:35:00+00:00,2023-06-29 04:16:00+00:00,98377.88611052347
20,2023-06-29 03:30:00+00:00,2023-06-29 04:31:00+00:00,98563.65792752257
22,2023-06-30 01:40:00+00:00,2023-06-30 01:45:00+00:00,98287.62858422699
23,2023-06-30 02:00:00+00:00,2023-06-30 02:04:00+00:00,98011.2404207781
26,2023-06-30 03:40:00+00:00,2023-06-30 03:45:00+00:00,98032.11035408582
24,2023-06-30 03:30:00+00:00,2023-06-30 04:12:00+00:00,98076.01620839222
25,2023-06-30 03:35:00+00:00,2023-06-30 04:12:00+00:00,98122.19845497902
27,2023-07-03 02:05:00+00:00,2023-07-03 02:41:00+00:00,98373.07177083108
28,2023-07-03 02:20:00+00:00,2023-07-03 02:41:00+00:00,98477.78154586865
30,2023-07-03 03:55:00+00:00,2023-07-03 04:26:00+00:00,98201.00745577483
29,2023-07-03 03:50:00+00:00,2023-07-03 04:28:00+00:00,97924.1834146288
31,2023-07-03 04:55:00+00:00,2023-07-03 05:17:00+00:00,97946.64760552032
32,2023-07-03 05:00:00+00:00,2023-07-03 05:56:00+00:00,97682.43535303664
33,2023-07-03 05:55:00+00:00,2023-07-03 05:58:00+00:00,97959.1080288062
34,2023-07-03 06:15:00+00:00,2023-07-03 06:23:00+00:00,98235.58475990916
35,2023-07-04 03:45:00+00:00,2023-07-04 04:10:00+00:00,98054.42534817616
36,2023-07-04 04:00:00+00:00,2023-07-04 04:10:00+00:00,97788.65724262183
38,2023-07-04 05:00:00+00:00,2023-07-04 05:47:00+00:00,97581.19121368742
37,2023-07-04 04:40:00+00:00,2023-07-04 06:09:00+00:00,97373.71440106818
39,2023-07-04 05:15:00+00:00,2023-07-04 06:13:00+00:00,97097.05846524045
40,2023-07-04 06:25:00+00:00,2023-07-04 06:30:00+00:00,97339.35672821956
41,2023-07-05 01:25:00+00:00,2023-07-05 01:40:00+00:00,97142.14167837396
42,2023-07-05 01:30:00+00:00,2023-07-05 01:40:00+00:00,96847.94391343366
43,2023-07-05 01:35:00+00:00,2023-07-05 01:40:00+00:00,96650.5465767149
44,2023-07-05 02:00:00+00:00,2023-07-05 02:41:00+00:00,96443.02038942676
45,2023-07-05 02:20:00+00:00,2023-07-05 02:42:00+00:00,96235.47749667494
47,2023-07-05 03:55:00+00:00,2023-07-05 05:09:00+00:00,95889.71820391709
46,2023-07-05 03:50:00+00:00,2023-07-05 05:10:00+00:00,95543.990062994
48,2023-07-05 05:25:00+00:00,2023-07-05 05:35:00+00:00,95267.29968814606
49,2023-07-18 02:00:00+00:00,2023-07-18 02:14:00+00:00,95311.63830145384
50,2023-07-18 03:30:00+00:00,2023-07-18 03:50:00+00:00,95025.86862507826
51,2023-07-18 03:35:00+00:00,2023-07-18 03:55:00+00:00,94740.09873001587
52,2023-07-18 04:55:00+00:00,2023-07-18 05:16:00+00:00,94945.91595480208
53,2023-07-19 02:05:00+00:00,2023-07-19 02:06:00+00:00,95017.22876071649
54,2023-07-19 02:15:00+00:00,2023-07-19 02:31:00+00:00,95244.73920330367
55,2023-07-19 02:25:00+00:00,2023-07-19 03:20:00+00:00,94957.34241960323
57,2023-07-19 03:35:00+00:00,2023-07-19 03:41:00+00:00,94672.30700130608
56,2023-07-19 03:30:00+00:00,2023-07-19 04:02:00+00:00,94865.70446716338
58,2023-07-19 04:20:00+00:00,2023-07-19 04:33:00+00:00,94578.59407032414
59,2023-07-24 01:10:00+00:00,2023-07-24 01:17:00+00:00,94296.14753106446
60,2023-07-24 01:45:00+00:00,2023-07-24 01:48:00+00:00,94420.3874216439
61,2023-07-24 02:25:00+00:00,2023-07-24 02:35:00+00:00,94137.60807160311
62,2023-07-24 03:35:00+00:00,2023-07-24 04:12:00+00:00,93855.35546059148
63,2023-07-24 04:30:00+00:00,2023-07-24 04:36:00+00:00,93947.9374622581
64,2023-07-24 07:00:00+00:00,2023-07-24 07:05:00+00:00,94065.41384514722
66,2023-07-25 02:10:00+00:00,2023-07-25 02:16:00+00:00,93782.36736096579
67,2023-07-25 02:15:00+00:00,2023-07-25 02:55:00+00:00,93841.30645983586
65,2023-07-25 02:00:00+00:00,2023-07-25 03:01:00+00:00,93926.63469882264
68,2023-07-25 03:40:00+00:00,2023-07-25 04:11:00+00:00,94007.6981499144
69,2023-07-25 03:45:00+00:00,2023-07-25 04:21:00+00:00,93724.78210538546
