trade_id,entry_datetime,exit_datetime,direction,entry_type,entry_price,exit_price,sl_price,tp1_price,tp2_price,exit_reason,pips,pnl_usd,usd,position_units,entry_level_name,entry_level_tier,entry_level_price,zone_distance_at_entry_pips,confirmation_signals_present,confluence_count,ib_classification,session_phase_at_entry,rsi_at_entry,vwap_at_entry,breakout_candle_body_pct,mfe_pips,mae_pips,time_to_mfe_minutes,trade_duration_minutes,day_of_week,hour_utc,partial_close_executed,structural_stop_triggered,duration_min,is_win,month,dow,equity_after,drawdown_usd,drawdown_pct
1,2024-10-24 03:45:00+00:00,2024-10-24 04:04:00+00:00,short,1,152.4021378842643,152.3638862909544,152.48213788426432,152.265,152.13899999999998,Trailing_Stop,3.825159330989436,125.5270991081477,125.5270991081477,500000,IB_Low,1,152.517,10.699999999999932,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,30.919540229885527,152.57410619469027,0.5949367088606639,9.025159330988686,3.273951932320074,19.0,19.0,Thursday,3,n,n,19.0,True,2024-10,Thursday,100125.52709910815,0.0,0.0
2,2024-10-24 04:15:00+00:00,2024-10-24 04:47:00+00:00,short,1,152.25322505061823,152.13899999999998,152.33322505061824,152.20322505061822,152.13899999999998,TP1_partial_plus_TP2_final,7.569002024730479,248.71124818665314,248.71124818665314,500000,IB_Low,1,152.517,25.600000000000023,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,29.710982658959807,152.54855598958332,0.8142857142860275,11.505511788314493,5.154202646011186,32.0,32.0,Thursday,4,y,n,32.0,True,2024-10,Thursday,100374.2383472948,0.0,0.0
3,2024-10-24 04:25:00+00:00,2024-10-24 04:47:00+00:00,short,1,152.24225489048266,152.13899999999998,152.32225489048267,152.19225489048264,152.13899999999998,TP1_partial_plus_TP2_final,7.130195619307643,234.29711854653544,234.29711854653544,500000,IB_Low,1,152.517,26.69999999999959,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,29.710982658959807,152.53781077694237,0.5238095238092982,10.408495774757398,3.852728871888189,22.0,22.0,Thursday,4,y,n,22.0,True,2024-10,Thursday,100608.53546584133,0.0,0.0
4,2024-10-30 03:40:00+00:00,2024-10-30 03:43:00+00:00,long,1,153.3954661170831,153.31546611708308,153.31546611708308,153.54399999999998,153.66199999999998,SL_Hit_PipBased,-8.00000000000125,-260.89996667041595,-260.89996667041595,500000,IB_High,1,153.308,8.00000000000125,"VWAP_support,RSI_momentum,PTS_alignment",3,wide,Afternoon_Trading,54.646017699115234,153.25308446455503,0.5312499999996947,0.0,8.688904705806522,,3.0,Wednesday,3,n,n,3.0,False,2024-10,Wednesday,100347.63549917091,260.8999666704185,0.25932190093255003
5,2024-10-30 04:05:00+00:00,2024-10-30 04:10:00+00:00,long,2,153.37347369438285,153.31347369438285,153.31347369438285,153.45347369438286,,SL_Hit_PipBased,-6.000000000000227,-195.6775179447277,-195.6775179447277,500000,IB_High_Retest,1,153.308,5.800000000002115,"VWAP_support,PTS_alignment",0,wide,Afternoon_Trading,61.103979460846595,153.26112601626016,0.6458333333334321,0.0,7.499023142904093,,5.0,Wednesday,4,n,n,5.0,False,2024-10,Wednesday,100151.95798122618,456.5774846151471,0.4538158541927733
7,2024-10-30 04:35:00+00:00,2024-10-30 04:50:00+00:00,short,3,153.2007154206411,153.3007154206411,153.3007154206411,153.1507154206411,,SL_Hit_PipBased,-9.999999999999432,-225.19464377757086,-225.19464377757086,345225,IB_FailedBreak_Rev_Short,1,153.308,9.999999999999432,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,48.346055979643225,153.2635809178744,0.4,0.06873076147826396,10.306473863559518,8.0,15.0,Wednesday,4,n,n,15.0,False,2024-10,Wednesday,99926.7633374486,681.772128392724,0.6776483975598667
6,2024-10-30 04:30:00+00:00,2024-10-30 04:53:00+00:00,short,3,153.22459233672015,153.32459233672014,153.32459233672014,153.17459233672014,,SL_Hit_PipBased,-9.999999999999432,-225.194794088677,-225.194794088677,345279,IB_FailedBreak_Rev_Short,1,153.308,7.599999999999341,"VWAP_support,RSI_momentum",2,wide,Afternoon_Trading,48.346055979643225,153.2642841328413,0.7534246575342626,2.456422369382949,10.008593936251486,13.0,23.0,Wednesday,4,n,n,23.0,False,2024-10,Wednesday,99701.56854335993,906.9669224813988,0.9014810903288943
8,2024-10-30 05:20:00+00:00,2024-10-30 05:25:00+00:00,long,2,153.34435848603601,153.284358486036,153.284358486036,153.42435848603603,,SL_Hit_PipBased,-6.000000000000227,-195.71468541412915,-195.71468541412915,500000,IB_High_Retest,1,153.308,3.0000000000001137,"VWAP_support,PTS_alignment",2,wide,Afternoon_Trading,59.375,153.2667715472482,0.84444444444429,0.0,11.679900576410773,,5.0,Wednesday,5,n,n,5.0,False,2024-10,Wednesday,99505.8538579458,1102.6816078955308,1.0960119862493316
9,2024-10-30 06:15:00+00:00,2024-10-30 06:26:00+00:00,long,1,153.4298489500199,153.3498489500199,153.3498489500199,153.54399999999998,153.66199999999998,SL_Hit_PipBased,-8.00000000000125,-260.84146984092,-260.84146984092,500000,IB_High,1,153.308,11.400000000000432,"VWAP_support,RSI_momentum,PTS_alignment",3,wide,Afternoon_Trading,60.24096385542024,153.26760372340425,0.6500000000001218,0.0,8.356373217478108,,11.0,Wednesday,6,n,n,11.0,False,2024-10,Wednesday,99245.01238810488,1363.5230777364486,1.3552757441732097
10,2024-10-30 06:20:00+00:00,2024-10-30 06:32:00+00:00,long,1,153.4047779116237,153.3247779116237,153.3247779116237,153.54399999999998,153.66199999999998,SL_Hit_PipBased,-8.00000000000125,-260.88412156750184,-260.88412156750184,500000,IB_High,1,153.308,8.899999999999864,"VWAP_support,RSI_momentum,PTS_alignment",3,wide,Afternoon_Trading,60.24096385542024,153.26911898512688,0.4500000000002368,0.0,9.14750882191413,,12.0,Wednesday,6,n,n,12.0,False,2024-10,Wednesday,98984.12826653737,1624.4071993039543,1.6145818958426983
